	oob_score	n_estimators	min_weight_fraction_leaf	min_samples_split	min_samples_leaf	min_impurity_decrease	max_samples	max_leaf_nodes	max_features	max_depth	criterion	ccp_alpha	bootstrap	accuracy	average_precision	f1	precision	recall	roc_auc
4666	False	10	5.0	5	5	1.0	1.0	200.0	log2	100.0	gini	1e-05	True						
4667	False	25	0.0	2	5	5.0		50.0	sqrt		entropy	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4668	True	50	1.0	5	1	0.5	0.5	100.0	sqrt	100.0	entropy	0.0	False						
4669	True	10	5.0	2	2	0.0	0.9		sqrt	10.0	entropy	0.001	False						
4670	True	50	5.0	10	5	10.0	0.25	500.0	auto	10.0	gini	1.0	False						
4671	False	100	5.0	5	2	5.0	0.9	200.0	sqrt	100.0	entropy	0.01	True						
4672	True	50	1.0	5	1	10.0		100.0	auto		entropy	1.0	True						
4673	True	50	5.0	2	2	10.0	0.9	200.0	sqrt	1000.0	gini	0.001	False						
4674	True	75	5.0	10	1	5.0		10.0	auto		gini	0.01	False						
4675	True	75	5.0	2	2	0.5	0.5	200.0	sqrt		entropy	0.001	True						
4676	False	75	0.0	2	5	5.0	0.1	100.0	log2		entropy	0.01	False						
4677	False	100	0.0	10	5	5.0	0.25	50.0	auto	100.0	entropy	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4678	False	10	1.0	5	2	0.0		10.0	auto	1000.0	gini	0.01	False						
4679	False	50	0.0	10	5	0.5	0.25	50.0	log2		entropy	0.0001	False						
4680	True	50	10.0	5	2	0.5	0.5	100.0	log2		gini	0.1	True						
4681	True	100	0.0	2	2	10.0	0.1	1000.0	sqrt		entropy	0.0001	False						
4682	False	50	10.0	5	1	0.5	0.5	10.0	sqrt	1000.0	gini	0.01	True						
4683	True	75	0.0	10	1	10.0	1.0	1000.0	log2	1000.0	entropy	0.1	False						
4684	False	75	10.0	5	2	0.5	0.1		log2		gini	0.01	False						
4685	False	100	10.0	5	1	1.0	0.1	200.0	auto	100.0	entropy	1.0	True						
4686	True	50	0.0	2	2	0.5		200.0	auto		gini	0.0001	False						
4687	True	10	0.0	10	5	1.0	0.5	200.0	log2	100.0	gini	1.0	False						
4688	True	100	0.0	10	2	10.0	0.9	10.0	auto	10.0	gini	1e-05	False						
4689	True	75	10.0	5	5	5.0	0.9	10.0	sqrt	100.0	gini	0.01	True						
4690	False	100	0.0	10	2	10.0	0.1		log2	1000.0	entropy	0.0	False						
4691	False	100	0.0	10	2	0.5	0.75	50.0	sqrt	10.0	entropy	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4692	False	75	10.0	5	5	5.0	0.25	50.0	sqrt	1000.0	gini	0.0	True						
4693	True	10	5.0	2	1	5.0	0.25	100.0	log2	1000.0	gini	0.0	True						
4694	True	10	10.0	10	1	0.5	0.1		log2		entropy	0.0001	False						
4695	True	25	0.0	10	2	5.0		500.0	auto	100.0	entropy	0.0001	False						
4696	False	25	5.0	5	5	0.5	0.9		sqrt		gini	1e-05	False						
4697	True	50	0.0	2	2	0.0	0.75	10.0	sqrt	1000.0	entropy	0.1	True	0.7586862720455783	0.6802558122489857	0.0	0.0	0.0	0.8267191407137986
4698	True	10	0.0	10	2	5.0	0.25		log2	1000.0	gini	0.001	False						
4699	False	10	5.0	10	5	10.0	0.75	1000.0	sqrt		gini	0.01	True						
4700	True	75	1.0	10	2	0.0	0.75		sqrt	10.0	gini	1.0	False						
4701	True	100	0.0	5	1	0.5	0.9	200.0	auto		gini	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4702	True	10	5.0	5	5	5.0	0.25	200.0	log2	1000.0	gini	0.01	False						
4703	False	100	0.0	10	5	10.0	0.25	10.0	log2		entropy	0.0	False						
4704	False	100	10.0	5	5	0.0	0.5	200.0	log2	1000.0	gini	0.0001	False						
4705	False	25	0.0	5	1	5.0	1.0	500.0	log2	100.0	entropy	0.1	False						
4706	True	10	0.0	5	2	10.0		50.0	sqrt	100.0	gini	0.01	False						
4707	False	25	10.0	10	2	1.0	1.0		sqrt	1000.0	entropy	0.01	False						
4708	True	100	0.0	10	2	1.0		100.0	log2	10.0	gini	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4709	False	100	5.0	5	2	10.0	0.9		auto	1000.0	entropy	1.0	False						
4710	True	50	10.0	2	2	5.0		100.0	auto		entropy	0.1	False						
4711	False	50	5.0	2	2	0.0			sqrt	10.0	gini	0.1	False						
4712	False	75	10.0	5	2	0.0		10.0	auto	10.0	gini	0.01	False						
4713	False	10	5.0	5	5	10.0	0.75	10.0	log2		gini	1.0	False						
4714	False	50	5.0	10	2	0.5	0.1	100.0	auto		gini	0.01	True						
4715	True	75	10.0	2	5	1.0	0.75	50.0	auto	1000.0	entropy	0.0001	False						
4716	True	100	1.0	10	1	10.0	0.5	50.0	sqrt	10.0	entropy	0.01	False						
4717	True	100	10.0	5	2	0.5		100.0	sqrt	10.0	entropy	0.001	True						
4718	True	100	0.0	5	2	10.0	0.75	100.0	sqrt	1000.0	gini	0.01	False						
4719	False	50	1.0	2	5	1.0	0.9	1000.0	sqrt		entropy	0.0	False						
4720	True	10	10.0	2	2	5.0			sqrt	1000.0	gini	1e-05	True						
4721	False	75	10.0	5	5	0.0	0.25	10.0	sqrt	1000.0	gini	0.0001	False						
4722	True	50	10.0	5	1	5.0	1.0	200.0	log2	100.0	entropy	0.01	False						
4723	True	75	1.0	2	5	10.0	0.9	1000.0	log2		gini	0.0	False						
4724	False	10	1.0	5	1	1.0	1.0	50.0	sqrt	100.0	entropy	1e-05	True						
4725	False	100	0.0	5	1	10.0	0.9	50.0	log2	1000.0	gini	0.0	False						
4726	True	75	5.0	2	2	10.0	0.5	10.0	sqrt		gini	0.01	False						
4727	True	50	0.0	5	1	1.0	0.9		auto	10.0	gini	0.1	False						
4728	False	25	5.0	5	5	0.0	0.75	50.0	auto	1000.0	entropy	1.0	True						
4729	False	75	1.0	5	1	5.0	1.0	100.0	auto		gini	0.0	False						
4730	True	100	10.0	5	2	1.0	0.25	1000.0	sqrt	1000.0	gini	0.0	False						
4731	True	100	10.0	2	5	5.0	0.9	200.0	sqrt	100.0	entropy	0.0001	True						
4732	True	75	10.0	5	5	5.0	0.25		auto	10.0	gini	1.0	False						
4733	True	100	1.0	10	2	10.0	0.5	50.0	auto	1000.0	gini	1.0	True						
4734	True	10	5.0	10	1	1.0	0.25	500.0	auto	1000.0	entropy	1e-05	True						
4735	False	50	0.0	2	5	0.5	1.0	500.0	auto		gini	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4736	True	10	1.0	10	2	1.0	0.25	1000.0	auto	100.0	entropy	1.0	False						
4737	True	50	1.0	2	5	0.0	0.5	10.0	log2	10.0	gini	0.0001	False						
4738	True	25	5.0	10	1	1.0	0.25	500.0	sqrt	10.0	gini	1.0	True						
4739	True	50	0.0	2	2	1.0	0.9	200.0	auto		entropy	1e-05	False						
4740	True	75	1.0	2	1	1.0	1.0		log2	10.0	gini	1.0	True						
4741	False	75	5.0	10	1	10.0	1.0	100.0	auto	1000.0	gini	0.01	True						
4742	True	100	10.0	5	2	5.0		100.0	auto	10.0	gini	1e-05	True						
4743	False	75	0.0	5	2	5.0	0.1	200.0	sqrt	100.0	gini	0.0	False						
4744	False	75	5.0	10	5	10.0	0.9	500.0	log2	1000.0	entropy	1.0	False						
4745	True	50	0.0	5	5	10.0	0.5		log2	100.0	gini	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4746	True	50	0.0	10	1	5.0	0.1	1000.0	log2	10.0	gini	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4747	False	10	0.0	2	2	1.0	0.75	50.0	auto	1000.0	gini	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4748	False	75	1.0	2	2	1.0	0.75	500.0	log2	1000.0	entropy	0.01	False						
4749	True	10	5.0	2	2	0.0	1.0	10.0	sqrt	10.0	entropy	1e-05	False						
4750	True	10	10.0	5	2	1.0	0.5	500.0	sqrt	10.0	gini	0.0	True						
4751	True	10	5.0	10	5	1.0	1.0		sqrt	1000.0	entropy	0.1	False						
4752	True	10	1.0	10	5	0.0	0.1	500.0	auto	100.0	gini	0.0001	True						
4753	False	75	0.0	10	5	0.0	0.25	200.0	sqrt	10.0	gini	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4754	False	75	10.0	2	5	0.5	1.0	50.0	log2	10.0	gini	0.01	True						
4755	True	10	0.0	2	1	1.0	0.1	10.0	sqrt		entropy	0.1	False						
4756	False	10	10.0	10	2	10.0	0.1	200.0	auto	1000.0	entropy	0.01	True						
4757	False	50	5.0	2	5	5.0	0.9	10.0	log2	1000.0	entropy	0.0	False						
4758	True	75	1.0	5	2	0.0	0.1	50.0	auto		entropy	1e-05	True						
4759	False	100	1.0	10	5	0.0	1.0	10.0	log2	1000.0	gini	0.1	True						
4760	True	10	1.0	2	1	0.0	0.1	50.0	auto	100.0	entropy	0.01	False						
4761	False	75	0.0	2	1	0.5	0.25	10.0	log2		gini	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4762	False	75	5.0	2	1	0.0	0.1	200.0	auto	100.0	entropy	1e-05	True						
4763	False	10	5.0	5	1	10.0	0.1		log2		entropy	0.01	False						
4764	True	100	10.0	5	5	0.0	0.9	10.0	sqrt	100.0	gini	0.001	False						
4765	False	100	0.0	2	1	0.5		200.0	sqrt	100.0	entropy	0.001	False	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4766	True	25	5.0	5	2	0.5	0.25	10.0	sqrt	100.0	gini	0.1	True						
4767	False	100	0.0	10	5	0.5	1.0	200.0	log2	1000.0	entropy	1e-05	False						
4768	True	10	0.0	5	1	1.0	1.0	10.0	log2		entropy	0.001	False						
4769	True	25	1.0	10	2	1.0		500.0	auto	100.0	gini	0.1	True						
4770	False	25	1.0	10	1	5.0	1.0	10.0	log2	10.0	gini	0.0001	True						
4771	False	75	10.0	5	5	10.0	0.5	200.0	sqrt	100.0	entropy	0.001	True						
4772	True	10	10.0	2	5	0.5	0.1	10.0	sqrt	1000.0	entropy	0.01	True						
4773	False	100	10.0	5	5	0.5		1000.0	sqrt	10.0	gini	0.0	True						
4774	True	75	1.0	5	5	0.5		50.0	sqrt	1000.0	entropy	1e-05	False						
4775	True	100	5.0	5	2	0.0		200.0	log2	100.0	gini	0.0	True						
4776	True	50	0.0	10	1	0.5		1000.0	sqrt	1000.0	gini	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4777	False	75	5.0	2	5	10.0	0.1		auto	10.0	gini	1.0	False						
4778	True	50	10.0	2	5	0.5	0.25	500.0	log2	1000.0	gini	1.0	True						
4779	False	10	0.0	2	5	0.5	0.5	10.0	log2	1000.0	gini	0.001	False						
4780	False	75	5.0	10	1	1.0	0.25	500.0	auto		gini	0.01	False						
4781	True	10	10.0	2	5	5.0	0.9	1000.0	sqrt		gini	0.0001	False						
4782	True	50	0.0	5	1	5.0	0.9		sqrt	100.0	gini	0.0	False						
4783	True	100	10.0	10	5	10.0	1.0		log2	10.0	gini	0.0001	True						
4784	True	75	5.0	10	5	10.0	0.5	50.0	auto	10.0	entropy	1.0	False						
4785	False	100	1.0	5	2	5.0	0.5		log2	1000.0	entropy	1.0	True						
4786	False	75	0.0	2	1	0.5	0.25		auto	1000.0	gini	1e-05	False						
4787	False	50	0.0	10	5	5.0	1.0		log2		gini	0.0	False						
4788	True	25	5.0	10	5	10.0	0.25	10.0	auto	100.0	entropy	0.001	False						
4789	False	50	10.0	2	1	5.0		200.0	sqrt	100.0	gini	0.01	True						
4790	True	100	0.0	2	2	5.0	0.25	10.0	log2		gini	0.001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4791	True	50	1.0	5	1	10.0	1.0	200.0	log2	100.0	entropy	0.0	True						
4792	False	10	5.0	5	5	0.0	0.9	50.0	auto		entropy	0.01	False						
4793	False	10	0.0	5	1	0.0	1.0	1000.0	auto	10.0	gini	0.0	False						
4794	True	10	10.0	10	5	1.0	0.1	1000.0	auto	1000.0	gini	0.0001	True						
4795	False	100	10.0	5	1	0.0	1.0	50.0	log2		gini	0.0	False						
4796	False	25	1.0	10	2	10.0	0.25	200.0	log2	10.0	gini	0.001	False						
4797	True	100	1.0	10	5	0.0	0.25	500.0	auto		entropy	1.0	False						
4798	False	10	0.0	2	5	10.0	0.5	50.0	log2	1000.0	gini	1e-05	False						
4799	False	10	10.0	2	1	1.0	0.5		auto	1000.0	entropy	0.0	True						
4800	False	25	5.0	10	1	0.5	1.0		sqrt	10.0	entropy	0.0	True						
4801	False	100	0.0	5	1	0.0	0.9	200.0	auto	1000.0	gini	0.001	True	0.8646474802061078	0.7581998233525661	0.6330193740250432	0.8405822935234699	0.5740203193033382	0.8585045552310842
4802	True	75	5.0	10	2	1.0	0.5	200.0	log2	10.0	gini	0.01	False						
4803	True	75	5.0	2	5	1.0	1.0	200.0	auto	1000.0	gini	0.0001	True						
4804	True	25	10.0	10	5	0.5	0.1	100.0	auto	100.0	entropy	0.0001	False						
4805	True	100	1.0	5	1	0.0	0.75	1000.0	auto	100.0	entropy	0.0001	False						
4806	True	25	5.0	10	1	0.0	1.0	500.0	log2		entropy	1.0	True						
4807	False	10	1.0	2	2	0.0	0.75	10.0	auto		entropy	0.001	True						
4808	False	75	10.0	5	2	0.0	0.75	100.0	log2	10.0	gini	0.1	True						
4809	True	75	10.0	2	2	5.0		10.0	auto	10.0	entropy	0.0001	True						
4810	True	75	5.0	2	2	10.0	0.9	200.0	sqrt		entropy	1e-05	False						
4811	False	100	10.0	10	1	1.0	0.9	200.0	log2	1000.0	entropy	1e-05	True						
4812	False	25	0.0	2	5	5.0		200.0	sqrt	10.0	gini	1e-05	False	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4813	True	75	0.0	2	2	0.0	1.0	1000.0	auto	10.0	entropy	0.01	False						
4814	True	75	1.0	5	1	5.0		200.0	sqrt	1000.0	gini	0.0001	True						
4815	True	100	5.0	2	1	0.0	1.0	500.0	sqrt	100.0	gini	1.0	False						
4816	False	75	5.0	5	2	10.0	0.75	50.0	auto	100.0	gini	0.1	False						
4817	False	75	10.0	5	5	0.0	0.9	100.0	log2	1000.0	gini	1.0	True						
4818	False	25	1.0	5	1	1.0			auto	10.0	gini	0.0	False						
4819	True	100	10.0	10	5	0.0	0.75	100.0	log2	100.0	gini	0.0001	False						
4820	True	100	0.0	5	2	10.0	0.9	500.0	auto	1000.0	gini	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4821	False	50	10.0	5	2	0.0		1000.0	log2	10.0	entropy	1.0	True						
4822	False	100	1.0	5	2	0.0	0.9	100.0	sqrt		entropy	0.01	False						
4823	True	50	1.0	10	1	0.0	0.25	200.0	auto	100.0	gini	0.0	True						
4824	False	50	0.0	2	5	0.5	0.1		auto	10.0	gini	0.0001	False						
4825	False	75	5.0	5	1	5.0	0.25	1000.0	sqrt	10.0	gini	0.001	True						
4826	False	75	1.0	10	1	10.0	0.25	50.0	auto	1000.0	entropy	1.0	False						
4827	True	100	1.0	5	1	10.0	0.75	1000.0	log2	100.0	entropy	0.001	True						
4828	False	25	5.0	10	1	0.5	0.75	50.0	sqrt		entropy	0.0	False						
4829	False	50	5.0	2	5	0.0	0.5		log2	1000.0	gini	1.0	False						
4830	True	50	1.0	5	1	0.0	1.0		auto	10.0	gini	1e-05	True						
4831	True	50	5.0	10	1	1.0	0.1		sqrt	10.0	entropy	1.0	False						
4832	False	100	10.0	2	1	0.0	0.9	100.0	auto	1000.0	entropy	0.001	True						
4833	True	100	5.0	10	5	5.0	0.75	200.0	auto	100.0	entropy	0.001	True						
4834	True	100	10.0	2	1	0.0	0.5		auto	1000.0	gini	1.0	True						
4835	False	100	10.0	2	2	5.0	0.9	50.0	log2	10.0	gini	0.001	False						
4836	False	25	10.0	2	1	1.0	0.75	1000.0	auto	100.0	entropy	1.0	False						
4837	False	75	1.0	2	5	5.0	1.0	200.0	auto	100.0	entropy	0.001	False						
4838	True	75	5.0	5	2	0.5	0.9	200.0	log2	1000.0	entropy	0.1	True						
4839	True	75	1.0	5	5	0.5		500.0	sqrt		gini	1e-05	False						
4840	False	25	5.0	10	2	1.0	0.75	200.0	auto		gini	1e-05	True						
4841	False	100	5.0	10	1	10.0		10.0	log2	10.0	entropy	0.01	True						
4842	False	75	10.0	5	2	1.0	0.1	100.0	sqrt	10.0	entropy	1.0	False						
4843	False	25	0.0	5	2	10.0	0.1	50.0	sqrt		gini	0.0	False						
4844	False	25	1.0	10	2	0.5	0.75	100.0	auto	10.0	entropy	1e-05	False						
4845	False	25	5.0	10	2	1.0	0.75	50.0	auto	10.0	gini	0.0001	False						
4846	True	50	10.0	2	2	0.0	0.75	100.0	auto	10.0	gini	0.001	False						
4847	True	25	0.0	5	2	1.0	0.5	500.0	log2		gini	0.001	False						
4848	True	25	10.0	5	2	0.0	0.9	10.0	sqrt		gini	0.0	False						
4849	True	10	10.0	2	1	5.0	0.5	1000.0	sqrt		entropy	0.1	False						
4850	False	75	0.0	10	5	10.0	0.75	10.0	sqrt	10.0	gini	0.0	False						
4851	True	75	5.0	5	5	0.0	0.25	1000.0	sqrt	1000.0	entropy	1e-05	False						
4852	False	50	5.0	2	2	0.5	0.25	100.0	sqrt	1000.0	entropy	1.0	False						
4853	True	25	10.0	10	2	5.0	0.75		auto	100.0	entropy	0.01	True						
4854	True	50	0.0	2	2	10.0	0.5		log2		gini	0.01	False						
4855	True	25	1.0	10	2	10.0	0.75	200.0	auto	100.0	gini	1e-05	False						
4856	True	50	0.0	2	2	10.0	0.9	100.0	log2		gini	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4857	False	10	10.0	10	1	0.0	0.75	500.0	sqrt	1000.0	entropy	0.0	False						
4858	True	75	0.0	5	1	1.0		10.0	sqrt		entropy	0.001	False						
4859	True	10	0.0	5	2	1.0	0.1	50.0	sqrt		gini	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4860	True	75	5.0	10	2	0.0	0.75		sqrt	10.0	gini	0.0001	True						
4861	False	10	10.0	5	2	5.0	0.5	50.0	log2	10.0	gini	1.0	True						
4862	False	10	5.0	10	1	0.0	0.5	1000.0	auto	10.0	entropy	0.001	True						
4863	True	100	0.0	10	2	10.0	1.0		log2		entropy	0.0001	False						
4864	True	100	0.0	10	5	0.0	0.9	10.0	auto	1000.0	entropy	1e-05	False						
4865	False	50	5.0	5	2	1.0			log2	10.0	gini	0.01	True						
4866	True	25	5.0	5	2	10.0	0.5		log2	1000.0	entropy	0.001	False						
4867	True	100	0.0	10	5	10.0	0.25	10.0	log2	1000.0	gini	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4868	False	50	5.0	5	1	10.0	1.0	50.0	log2	100.0	gini	0.1	False						
4869	False	10	1.0	5	2	5.0	0.75	1000.0	log2		gini	1.0	True						
4870	True	50	5.0	2	5	0.5	0.5	200.0	log2	1000.0	gini	1.0	True						
4871	False	10	10.0	5	2	0.0	0.25	1000.0	log2	1000.0	entropy	0.001	True						
4872	True	50	0.0	10	2	0.5		10.0	auto	10.0	gini	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4873	False	25	1.0	10	1	0.0	1.0	50.0	auto	100.0	gini	0.001	False						
4874	True	10	0.0	2	2	0.5	1.0	200.0	log2		gini	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4875	False	25	1.0	10	5	5.0		10.0	log2		gini	0.1	False						
4876	False	75	5.0	5	5	0.0	0.9		auto	100.0	gini	0.001	False						
4877	False	75	5.0	5	5	0.0	0.75		auto	1000.0	gini	0.0001	False						
4878	False	75	10.0	2	1	5.0	0.5	100.0	auto	100.0	entropy	0.0001	True						
4879	False	10	10.0	2	5	5.0	1.0		log2	10.0	entropy	0.1	False						
4880	False	75	10.0	5	2	5.0		500.0	auto	100.0	gini	1.0	True						
4881	False	25	0.0	5	1	1.0	0.75	1000.0	log2	10.0	entropy	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4882	False	25	10.0	2	2	5.0	0.25	10.0	log2		gini	0.0001	False						
4883	False	25	1.0	5	5	0.5		500.0	auto	10.0	entropy	0.0001	True						
4884	False	100	1.0	5	5	10.0	0.5	100.0	sqrt	100.0	entropy	1.0	False						
4885	False	100	5.0	5	1	5.0	1.0	1000.0	auto	100.0	gini	0.01	True						
4886	False	100	0.0	10	1	0.0	0.75		auto	100.0	entropy	1e-05	False						
4887	False	25	0.0	10	5	0.5	0.9	50.0	auto		entropy	1e-05	False						
4888	False	75	1.0	5	1	0.5	0.75	500.0	log2		gini	1.0	True						
4889	True	100	0.0	5	5	0.0	1.0	10.0	sqrt	100.0	entropy	1e-05	False						
4890	False	50	10.0	2	2	5.0	0.5	1000.0	auto	1000.0	entropy	0.01	False						
4891	False	75	1.0	5	2	0.5	0.1	500.0	sqrt	100.0	gini	0.0	False						
4892	True	100	1.0	10	2	0.5	0.75	200.0	log2		gini	0.1	False						
4893	True	75	0.0	2	1	10.0	0.1	1000.0	sqrt	1000.0	entropy	0.0	False						
4894	False	75	1.0	2	5	10.0	0.1	1000.0	log2		entropy	0.1	False						
4895	True	75	0.0	2	2	10.0	0.25		sqrt	10.0	gini	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4896	False	10	5.0	5	5	5.0	1.0	10.0	log2		entropy	0.001	True						
4897	True	75	0.0	10	1	0.5	0.9	1000.0	sqrt		entropy	0.0001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4898	True	75	0.0	2	1	1.0			log2		entropy	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4899	False	50	10.0	5	1	5.0	0.5	10.0	log2	1000.0	entropy	0.01	True						
4900	True	25	10.0	5	1	10.0	1.0	50.0	sqrt	1000.0	gini	1.0	False						
4901	False	100	10.0	2	2	10.0		200.0	log2		gini	0.0001	False						
4902	True	10	1.0	10	2	1.0	0.5	50.0	sqrt	10.0	gini	1e-05	False						
4903	False	100	0.0	2	1	0.5	0.25	50.0	log2	10.0	entropy	0.0001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4904	False	75	5.0	10	2	0.5	0.9	200.0	sqrt		entropy	0.1	False						
4905	False	10	1.0	10	2	0.0	1.0		auto	10.0	gini	0.01	True						
4906	False	75	1.0	2	2	5.0	0.25		sqrt		entropy	0.01	False						
4907	False	10	1.0	5	5	1.0	0.5	200.0	sqrt	100.0	gini	0.0	False						
4908	True	100	5.0	2	1	0.5	0.9	500.0	sqrt	100.0	gini	0.0001	False						
4909	False	10	1.0	10	1	0.0	0.25	10.0	auto	10.0	gini	0.0	False						
4910	False	75	10.0	5	1	1.0	1.0	1000.0	sqrt		entropy	0.0	False						
4911	True	75	1.0	2	2	0.0		500.0	auto	100.0	gini	0.001	False						
4912	False	50	1.0	5	2	10.0	0.9	200.0	log2	1000.0	gini	0.0	True						
4913	False	10	10.0	10	5	1.0	0.5	100.0	log2	100.0	entropy	0.0	True						
4914	False	50	5.0	2	2	5.0	0.9		auto	10.0	gini	1e-05	False						
4915	False	25	10.0	5	1	5.0	1.0	1000.0	auto	10.0	gini	0.1	False						
4916	False	50	0.0	10	5	5.0	1.0	10.0	sqrt	1000.0	gini	1e-05	False						
4917	True	100	10.0	5	5	1.0	0.1		sqrt		entropy	0.001	False						
4918	True	50	5.0	10	1	5.0	0.9	200.0	auto		gini	1e-05	True						
4919	True	10	10.0	2	5	5.0	0.25	50.0	auto	10.0	entropy	1e-05	True						
4920	True	100	10.0	10	2	0.0	1.0	500.0	sqrt	1000.0	gini	0.01	True						
4921	True	75	0.0	2	2	0.5	1.0	1000.0	auto	10.0	gini	0.1	False						
4922	False	25	10.0	10	1	0.0	1.0	50.0	sqrt	100.0	gini	1e-05	False						
4923	False	100	5.0	10	5	0.0	1.0	50.0	auto	100.0	gini	1.0	False						
4924	True	25	5.0	2	2	0.0		10.0	sqrt	1000.0	entropy	1.0	True						
4925	True	10	5.0	2	1	0.5	1.0		sqrt	10.0	gini	1.0	True						
4926	False	50	0.0	10	2	10.0	0.25	10.0	sqrt		entropy	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4927	False	10	5.0	10	2	1.0	0.1	100.0	sqrt	10.0	gini	0.01	True						
4928	False	75	5.0	10	1	0.0		10.0	log2	10.0	gini	0.01	True						
4929	False	10	10.0	2	5	1.0	0.1	10.0	sqrt	10.0	entropy	1.0	False						
4930	False	75	10.0	2	5	0.5	1.0	1000.0	log2		entropy	1e-05	True						
4931	True	100	5.0	2	2	0.5	0.5	200.0	auto	1000.0	gini	0.01	True						
4932	True	50	0.0	10	2	0.0	1.0	50.0	log2	100.0	entropy	0.01	False						
4933	True	10	1.0	5	1	1.0	0.9	50.0	auto	10.0	gini	1e-05	False						
4934	True	25	5.0	2	2	1.0	0.5	100.0	sqrt	1000.0	gini	0.1	True						
4935	False	10	5.0	10	5	0.0	0.25		log2	10.0	gini	1.0	False						
4936	True	75	5.0	5	5	10.0	0.75	500.0	auto	1000.0	gini	0.0001	True						
4937	True	75	0.0	10	5	0.0	0.5	10.0	log2		entropy	0.0001	True	0.8591428930501446	0.767614292852112	0.5568523792952791	0.711379350755889	0.47547169811320755	0.868817650864707
4938	True	25	5.0	10	5	1.0			sqrt		gini	0.0	True						
4939	True	75	1.0	10	2	0.0	0.1	100.0	auto	1000.0	gini	0.01	False						
4940	False	50	10.0	10	1	5.0	1.0	100.0	sqrt	1000.0	entropy	0.1	True						
4941	False	75	1.0	10	5	10.0	0.5	500.0	log2	1000.0	entropy	0.001	False						
4942	False	75	5.0	10	5	5.0	0.5		auto	1000.0	entropy	1e-05	False						
4943	False	75	1.0	10	5	0.5		10.0	auto		entropy	0.0001	True						
4944	True	50	10.0	2	5	10.0	0.25		auto	1000.0	entropy	0.01	False						
4945	True	75	5.0	10	2	0.5	0.25	10.0	sqrt	10.0	entropy	1.0	False						
4946	False	10	5.0	10	1	5.0	0.5		log2	1000.0	entropy	0.001	True						
4947	False	75	0.0	10	2	0.5	0.25	100.0	auto	10.0	entropy	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4948	False	25	0.0	10	2	1.0	0.5	100.0	log2	10.0	entropy	0.01	False						
4949	True	25	0.0	2	2	0.5	0.5	100.0	log2	10.0	entropy	0.001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4950	True	75	10.0	10	1	0.5	0.5	10.0	log2		gini	0.01	True						
4951	False	75	5.0	5	2	0.5	0.9	1000.0	sqrt	100.0	gini	0.0001	False						
4952	True	10	1.0	10	5	0.5	0.25	50.0	log2	1000.0	entropy	1.0	True						
4953	False	100	10.0	10	5	1.0	0.1	1000.0	auto	10.0	gini	0.001	False						
4954	True	75	10.0	2	1	0.5	0.5	100.0	sqrt		gini	1e-05	True						
4955	True	100	0.0	10	2	5.0	0.75		sqrt		gini	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
4956	False	10	10.0	5	5	0.0	0.9	100.0	log2	1000.0	gini	0.1	False						
4957	True	100	1.0	2	1	10.0	1.0	200.0	sqrt	100.0	entropy	0.0001	True						
4958	True	25	5.0	10	5	1.0	1.0	10.0	sqrt	100.0	entropy	0.0	True						
