	oob_score	n_estimators	min_weight_fraction_leaf	min_samples_split	min_samples_leaf	min_impurity_decrease	max_samples	max_leaf_nodes	max_features	max_depth	criterion	ccp_alpha	bootstrap	accuracy	average_precision	f1	precision	recall	roc_auc
1962	False	75	0.0	10	1	0.5	0.9	10.0	auto		gini	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1963	True	100	1.0	5	2	0.5	0.9		log2	1000.0	entropy	0.0	True						
1964	True	50	0.0	5	1	0.5	0.75	200.0	sqrt	1000.0	entropy	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1965	True	10	0.0	5	1	5.0	0.75	200.0	auto	1000.0	gini	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1966	True	75	10.0	10	5	1.0	0.9	1000.0	sqrt	1000.0	gini	0.001	True						
1967	False	25	10.0	2	5	0.0	0.1	10.0	sqrt		gini	0.001	False						
1968	False	50	1.0	2	5	1.0	0.5	50.0	log2		entropy	1e-05	True						
1969	True	75	10.0	10	2	0.0	0.9	50.0	sqrt	1000.0	gini	0.1	False						
1970	True	10	0.0	10	5	1.0	1.0	50.0	auto	1000.0	gini	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1971	True	75	1.0	2	2	5.0			log2		gini	1e-05	False						
1972	False	10	0.0	2	5	10.0		500.0	auto	100.0	entropy	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1973	False	100	5.0	10	1	10.0			auto	1000.0	gini	1.0	False						
1974	True	25	0.0	2	2	10.0	0.25	1000.0	log2	1000.0	gini	0.0001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1975	True	25	5.0	5	1	0.0	1.0	500.0	sqrt	1000.0	gini	0.01	False						
1976	True	100	10.0	10	2	1.0	0.9	50.0	sqrt		entropy	0.1	False						
1977	True	25	0.0	5	5	5.0	0.75		log2	10.0	entropy	0.0001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1978	True	100	10.0	10	5	0.5	0.25	100.0	sqrt		entropy	0.1	False						
1979	True	100	0.0	5	1	1.0	0.5	1000.0	sqrt		entropy	0.0001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1980	False	25	10.0	5	1	0.0	0.1		log2	100.0	entropy	1.0	False						
1981	False	50	1.0	2	2	5.0	0.1	1000.0	sqrt		entropy	1e-05	True						
1982	True	10	0.0	5	2	10.0	0.5	10.0	auto	10.0	entropy	0.0001	False						
1983	True	75	1.0	10	1	0.5	0.5		log2	10.0	entropy	0.1	True						
1984	True	100	5.0	2	5	10.0	0.5	100.0	log2	10.0	entropy	0.01	True						
1985	True	75	1.0	2	5	5.0	0.75	100.0	auto	1000.0	gini	0.01	True						
1986	True	25	5.0	5	2	5.0		1000.0	sqrt	1000.0	gini	0.001	False						
1987	False	75	0.0	10	1	0.5	0.25	200.0	log2		entropy	0.1	False						
1988	True	100	10.0	5	2	0.5	1.0	10.0	sqrt	1000.0	gini	1e-05	True						
1989	False	50	5.0	5	2	0.0	0.9	50.0	auto	10.0	gini	1.0	False						
1990	False	25	0.0	10	5	5.0		200.0	auto	1000.0	gini	0.0	False	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1991	True	75	1.0	5	5	1.0		500.0	log2	1000.0	gini	1e-05	False						
1992	False	75	1.0	2	1	10.0	0.9		log2	10.0	entropy	0.1	True						
1993	False	100	0.0	5	5	10.0	0.1	1000.0	log2	10.0	entropy	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1994	True	10	10.0	5	2	10.0	0.25	50.0	auto	10.0	entropy	0.001	False						
1995	True	100	1.0	10	2	5.0	0.5	200.0	log2	100.0	entropy	0.0001	False						
1996	True	10	5.0	10	5	5.0	0.1	1000.0	log2	10.0	entropy	0.001	True						
1997	True	50	1.0	10	5	0.0	0.1	500.0	auto	1000.0	entropy	1.0	False						
1998	False	25	0.0	2	5	5.0	0.1	100.0	log2	10.0	entropy	1e-05	False						
1999	True	10	10.0	10	1	10.0	0.9		auto	1000.0	gini	0.0001	False						
2000	True	100	10.0	10	1	0.5	0.1	100.0	sqrt	100.0	entropy	0.0	True						
2001	True	25	1.0	2	1	5.0		10.0	log2		entropy	0.001	False						
2002	False	100	10.0	2	1	0.0	1.0	10.0	log2	100.0	gini	0.1	False						
2003	True	50	1.0	10	5	10.0	0.25	200.0	sqrt	100.0	entropy	1e-05	False						
2004	True	100	0.0	2	1	5.0	0.25		sqrt	100.0	gini	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2005	True	75	10.0	5	5	10.0		50.0	auto	100.0	entropy	0.01	False						
2006	True	75	0.0	10	5	1.0	0.75		log2		entropy	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2007	False	100	1.0	5	1	1.0	0.1	100.0	log2	100.0	entropy	0.01	True						
2008	False	50	0.0	2	5	5.0	0.75	500.0	log2	10.0	entropy	0.0001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2009	False	100	5.0	5	5	0.5	0.1		sqrt	100.0	gini	1e-05	False						
2010	True	75	0.0	5	1	0.5	1.0	100.0	auto	10.0	entropy	1.0	False						
2011	True	25	5.0	10	2	0.5	0.9	1000.0	log2	100.0	gini	0.001	True						
2012	True	10	10.0	5	2	0.5	0.1	50.0	sqrt	1000.0	gini	1e-05	True						
2013	True	50	0.0	10	2	5.0	1.0	1000.0	auto	1000.0	gini	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2014	False	50	5.0	5	1	5.0	0.25	50.0	log2	100.0	entropy	1.0	True						
2015	True	25	5.0	10	1	1.0	1.0	200.0	sqrt		entropy	1.0	False						
2016	False	10	0.0	2	1	0.0	0.9	500.0	sqrt	1000.0	entropy	0.001	True	0.8344979263541535	0.6677513988808205	0.5542335580007166	0.7274136678594882	0.4947024673439769	0.83050933778656
2017	False	50	10.0	10	1	1.0	0.5	50.0	sqrt		gini	0.1	True						
2018	False	10	0.0	10	2	10.0	0.25	500.0	log2	100.0	entropy	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2019	False	75	0.0	2	5	0.5	0.75	500.0	auto		gini	1.0	False						
2020	True	25	5.0	10	5	10.0	0.9	100.0	log2		entropy	0.1	False						
2021	False	25	5.0	5	5	10.0	0.9	1000.0	auto		gini	0.0	True						
2022	False	25	10.0	10	2	5.0		200.0	log2	10.0	gini	0.001	True						
2023	False	10	1.0	10	5	10.0	1.0	100.0	sqrt	100.0	entropy	0.0	False						
2024	True	75	1.0	2	1	0.5	1.0	50.0	sqrt	10.0	entropy	1e-05	False						
2025	False	10	5.0	10	2	5.0	0.1		log2	1000.0	entropy	0.1	False						
2026	True	10	10.0	5	1	0.5	0.5	50.0	auto	10.0	entropy	0.001	False						
2027	False	100	1.0	5	1	10.0	0.25		log2	100.0	gini	0.0	False						
2028	False	50	10.0	10	1	10.0	0.1	500.0	log2	10.0	entropy	0.0001	False						
2029	True	10	5.0	5	2	0.5	0.1	100.0	auto	10.0	entropy	0.0	True						
2030	False	25	1.0	2	2	0.5	0.75	50.0	auto	100.0	entropy	0.01	True						
2031	False	50	1.0	10	5	0.0	0.5	100.0	auto	1000.0	entropy	0.1	False						
2032	True	100	0.0	10	1	1.0		50.0	sqrt	1000.0	entropy	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2033	True	100	10.0	2	5	1.0	0.9	1000.0	log2	100.0	entropy	1.0	False						
2034	False	50	1.0	10	5	1.0	0.5	50.0	log2	100.0	entropy	0.0	True						
2035	True	25	0.0	5	2	5.0	0.5	200.0	log2	10.0	entropy	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2036	False	75	0.0	2	1	0.5		200.0	sqrt	1000.0	gini	0.0	False	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2037	True	75	5.0	5	5	0.0	0.75		sqrt		gini	1e-05	True						
2038	False	10	10.0	2	5	1.0	0.9	200.0	auto	10.0	gini	1.0	True						
2039	False	10	0.0	5	5	0.0	0.9	10.0	log2	10.0	gini	0.0	True	0.8564115453898035	0.7459874845107521	0.5648475812370335	0.8980815292624227	0.47561683599419446	0.8477739696084775
2040	True	25	10.0	2	2	10.0		50.0	sqrt		entropy	0.01	True						
2041	True	50	1.0	10	2	0.0		500.0	sqrt	1000.0	entropy	0.1	False						
2042	True	50	5.0	10	2	1.0		200.0	sqrt		gini	0.01	True						
2043	True	75	5.0	5	5	0.0	1.0	10.0	sqrt		gini	0.1	True						
2044	True	100	1.0	10	5	0.5	1.0	10.0	log2	1000.0	entropy	0.001	True						
2045	True	100	0.0	5	2	10.0	0.1		auto	1000.0	entropy	0.0001	False						
2046	False	50	5.0	10	1	0.0	0.25		sqrt	10.0	entropy	0.001	True						
2047	True	75	10.0	5	5	0.0	1.0	50.0	log2		entropy	0.001	False						
2048	True	50	5.0	2	1	5.0	1.0	1000.0	log2	10.0	entropy	0.0001	False						
2049	True	10	0.0	2	5	10.0	0.1	10.0	auto	100.0	gini	0.001	False						
2050	True	75	1.0	2	5	10.0	0.25	500.0	auto	1000.0	entropy	0.001	True						
2051	True	25	1.0	10	1	10.0		1000.0	log2		gini	0.01	False						
2052	True	75	10.0	5	5	0.5	0.9	200.0	sqrt	1000.0	entropy	0.1	True						
2053	True	100	1.0	5	1	1.0	0.75	200.0	sqrt	100.0	entropy	1.0	True						
2054	False	10	5.0	10	2	10.0	0.1	200.0	auto		gini	1e-05	False						
2055	True	25	10.0	10	1	5.0	0.75	500.0	auto	100.0	gini	0.0001	True						
2056	True	75	1.0	5	2	1.0	0.25	200.0	log2		gini	0.1	False						
2057	True	50	5.0	5	1	0.0	0.25	500.0	auto		entropy	0.0001	True						
2058	False	50	10.0	5	1	0.0	0.1	500.0	sqrt	100.0	gini	1e-05	False						
2059	True	75	5.0	2	5	5.0	1.0	100.0	auto	100.0	entropy	0.1	True						
2060	False	50	0.0	10	2	5.0	0.9	100.0	log2	100.0	entropy	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2061	True	100	1.0	2	5	1.0	1.0		log2	1000.0	gini	0.0001	False						
2062	True	75	5.0	5	5	1.0	0.9		log2	10.0	entropy	0.0001	True						
2063	False	50	10.0	2	1	0.5	0.1	50.0	auto	100.0	entropy	0.0	False						
2064	False	100	10.0	10	2	0.0	0.25	200.0	sqrt	10.0	entropy	0.001	True						
2065	True	50	0.0	2	2	0.0	0.1	10.0	auto		entropy	1.0	False						
2066	True	25	0.0	5	1	1.0	0.5		sqrt		gini	0.001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2067	True	25	1.0	10	1	0.5	0.75	500.0	sqrt	1000.0	entropy	1e-05	True						
2068	False	25	5.0	10	5	0.5	0.1	50.0	auto		gini	0.01	False						
2069	True	25	1.0	5	1	5.0	0.9	1000.0	auto	100.0	entropy	0.001	True						
2070	True	50	10.0	5	1	5.0	0.75	10.0	auto	10.0	entropy	0.0	True						
2071	False	10	5.0	10	1	10.0	0.75	10.0	log2		entropy	1.0	True						
2072	True	10	10.0	10	2	5.0	0.1	50.0	auto	10.0	entropy	0.001	True						
2073	True	25	10.0	2	1	1.0		500.0	auto	10.0	entropy	0.0001	False						
2074	True	10	1.0	10	1	0.0	0.5	100.0	auto	100.0	gini	0.0	True						
2075	False	100	5.0	10	5	0.0	0.25		auto		gini	0.0001	False						
2076	False	100	10.0	5	2	0.5	0.75	500.0	sqrt		entropy	0.0	False						
2077	True	75	1.0	5	2	5.0	0.75	1000.0	auto	100.0	gini	0.01	False						
2078	False	25	0.0	10	5	0.0	0.5	50.0	auto		gini	0.1	True	0.7586862720455783	0.5406172949416634	0.0	0.0	0.0	0.7398521517128019
2079	True	25	10.0	5	5	0.5	0.75	50.0	auto	100.0	entropy	0.001	True						
2080	False	25	1.0	2	2	10.0	0.5	50.0	log2	10.0	gini	0.0	False						
2081	False	75	1.0	2	2	0.5	0.5	10.0	sqrt	1000.0	gini	0.0001	False						
2082	True	10	5.0	2	2	0.5	0.9	10.0	auto	1000.0	gini	1e-05	True						
2083	True	100	10.0	10	1	0.5	0.1	10.0	sqrt		gini	1e-05	True						
2084	False	75	10.0	5	2	5.0	1.0		log2	100.0	entropy	0.001	False						
2085	False	25	0.0	10	5	1.0	0.1	200.0	log2	10.0	gini	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2086	True	75	0.0	10	5	5.0	0.25	200.0	log2	1000.0	entropy	0.0001	False						
2087	False	100	0.0	2	1	0.0	1.0	200.0	sqrt	10.0	gini	0.01	False						
2088	True	50	5.0	2	1	1.0	0.9		auto		gini	0.01	True						
2089	True	75	10.0	5	2	10.0	0.75	50.0	auto	100.0	entropy	0.001	False						
2090	True	100	1.0	5	1	0.0	0.5	100.0	auto		gini	0.1	False						
2091	True	25	10.0	10	1	10.0	0.9	200.0	sqrt		entropy	0.1	False						
2092	False	25	10.0	10	1	0.5	0.75	200.0	log2	10.0	gini	0.01	False						
2093	True	10	1.0	5	1	1.0	1.0	500.0	sqrt	1000.0	entropy	0.001	True						
2094	True	25	10.0	10	1	1.0	0.75	10.0	log2		entropy	0.0	True						
2095	False	50	10.0	5	1	0.0	0.9	10.0	sqrt	100.0	gini	1e-05	True						
2096	False	25	5.0	5	1	5.0	0.5	200.0	log2		entropy	0.1	False						
2097	True	10	10.0	5	5	10.0	0.75	200.0	log2	100.0	gini	0.01	False						
2098	True	10	0.0	10	2	5.0	0.5		sqrt	10.0	entropy	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2099	False	10	0.0	5	1	10.0	0.75	1000.0	auto	10.0	gini	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2100	False	75	1.0	2	5	0.0	0.5		log2	100.0	entropy	0.01	True						
2101	False	10	10.0	5	1	0.5	0.1	50.0	auto	100.0	gini	0.0001	False						
2102	True	50	10.0	5	2	10.0	0.75	200.0	log2	100.0	gini	0.1	False						
2103	False	100	10.0	10	2	1.0	1.0	500.0	log2	1000.0	entropy	0.01	False						
2104	False	100	10.0	5	1	10.0	1.0	10.0	auto	100.0	entropy	0.01	False						
2105	True	25	1.0	2	5	10.0	0.1	10.0	auto	1000.0	entropy	1e-05	False						
2106	True	25	5.0	10	5	1.0	0.5	10.0	sqrt	1000.0	entropy	0.0001	True						
2107	False	50	5.0	2	5	0.0	0.9	50.0	sqrt	10.0	gini	1e-05	True						
2108	True	50	5.0	10	5	0.0	0.1	1000.0	log2		gini	1e-05	True						
2109	False	25	0.0	2	2	5.0	0.9	10.0	sqrt	1000.0	gini	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2110	True	50	10.0	10	2	0.5	0.9	1000.0	sqrt		entropy	1.0	False						
2111	False	25	0.0	5	2	5.0	0.9	200.0	auto		entropy	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2112	False	10	0.0	5	5	1.0	0.5	100.0	log2	100.0	gini	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2113	True	75	0.0	5	1	0.0	0.1	50.0	auto	100.0	entropy	1e-05	True	0.8591554606007289	0.7701902221839878	0.5772785947980682	0.8998902674386546	0.4832365747460087	0.8761746550789514
2114	False	25	5.0	5	1	10.0	1.0	100.0	sqrt	10.0	gini	1e-05	False						
2115	True	25	10.0	5	1	0.0		100.0	auto	1000.0	entropy	1.0	False						
2116	True	75	1.0	5	2	1.0	0.75	10.0	auto	10.0	gini	0.0	False						
2117	False	50	0.0	10	2	5.0	1.0	1000.0	sqrt	1000.0	entropy	1.0	False						
2118	True	75	5.0	10	2	0.5	0.1	500.0	sqrt	100.0	gini	1.0	True						
2119	False	10	5.0	5	5	10.0	0.1	1000.0	log2	1000.0	gini	0.0	False						
2120	False	75	5.0	5	5	0.5		50.0	sqrt	100.0	gini	0.01	True						
2121	True	10	1.0	2	2	0.0	0.25	50.0	log2	100.0	gini	0.001	False						
2122	False	50	10.0	10	5	5.0		50.0	auto		gini	0.0001	True						
2123	False	100	10.0	5	1	1.0	1.0	50.0	log2	100.0	entropy	0.1	True						
2124	True	50	1.0	2	1	0.0	1.0	200.0	log2		gini	0.0	True						
2125	False	10	0.0	10	5	0.5	0.75	500.0	auto		entropy	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2126	True	25	5.0	2	5	1.0	0.25	100.0	sqrt	10.0	gini	1e-05	False						
2127	True	25	5.0	5	5	1.0	0.25	200.0	auto	100.0	gini	1e-05	True						
2128	False	100	5.0	5	2	10.0	0.9	1000.0	sqrt	1000.0	gini	0.1	False						
2129	False	10	5.0	2	1	10.0		50.0	auto	100.0	gini	1.0	True						
2130	True	100	1.0	5	1	10.0	0.25	10.0	auto		gini	0.0	False						
2131	True	10	0.0	2	1	1.0	0.1	200.0	auto	1000.0	gini	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2132	True	100	10.0	2	1	0.0	0.25	10.0	sqrt	10.0	gini	0.01	False						
2133	False	50	1.0	5	5	10.0	0.25	100.0	auto	100.0	entropy	1e-05	True						
2134	True	100	10.0	10	5	5.0	0.25	10.0	auto	100.0	gini	0.0001	False						
2135	True	50	1.0	10	1	5.0			sqrt	10.0	entropy	1.0	False						
2136	False	50	5.0	5	5	5.0	0.75	200.0	auto	10.0	entropy	0.1	False						
2137	True	10	10.0	2	2	5.0	0.5	200.0	sqrt	100.0	gini	0.0	True						
2138	True	10	0.0	10	2	1.0	0.1	50.0	log2	100.0	entropy	0.1	False						
2139	False	25	10.0	2	2	5.0	0.25	200.0	auto	10.0	gini	0.01	False						
2140	True	25	5.0	10	5	0.0	0.5	1000.0	log2	10.0	gini	0.001	False						
2141	True	10	5.0	5	2	0.5	0.9	100.0	sqrt	1000.0	gini	0.001	True						
2142	True	25	0.0	5	2	1.0	1.0	1000.0	log2		entropy	1e-05	False						
2143	False	75	1.0	2	2	5.0		1000.0	log2		entropy	0.001	True						
2144	False	10	1.0	2	5	5.0	0.5	50.0	auto	1000.0	entropy	1e-05	True						
2145	False	75	0.0	5	5	0.5	1.0	1000.0	auto		gini	0.0001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2146	False	50	10.0	5	2	10.0	0.25	500.0	sqrt	10.0	entropy	0.001	False						
2147	True	10	5.0	5	2	0.0	0.75	500.0	log2	1000.0	gini	1e-05	True						
2148	False	100	0.0	5	2	0.5	0.25		auto		gini	0.0001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2149	False	25	10.0	5	1	10.0	1.0		log2	1000.0	gini	1.0	False						
2150	False	75	0.0	2	1	0.5	0.75		auto		gini	0.0	False						
2151	True	25	0.0	10	5	1.0		1000.0	sqrt	100.0	entropy	1e-05	False						
2152	True	50	0.0	2	1	0.5	0.75	50.0	sqrt	10.0	gini	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2153	False	50	1.0	10	5	1.0	0.9	10.0	log2	1000.0	entropy	1.0	True						
2154	False	25	0.0	5	1	1.0	1.0	1000.0	auto	100.0	gini	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2155	True	100	1.0	10	2	0.0	0.1	10.0	log2		entropy	0.01	True						
2156	False	10	10.0	10	5	10.0	0.25	1000.0	auto	1000.0	entropy	1.0	True						
2157	True	75	1.0	5	5	0.5	0.75	200.0	auto		entropy	0.0	False						
2158	False	50	0.0	2	5	0.0	0.9	500.0	auto		entropy	0.01	True	0.8618909974445981	0.7648002892963749	0.576243494414409	0.9130202278539874	0.4831640058055152	0.8658388270061378
2159	False	25	0.0	5	1	1.0	0.5	50.0	auto	10.0	gini	0.01	False						
2160	False	10	5.0	2	5	1.0	1.0	200.0	log2	1000.0	entropy	0.001	True						
2161	False	25	1.0	2	1	0.5	1.0	100.0	sqrt	10.0	entropy	0.0	True						
2162	True	75	0.0	2	1	10.0	0.5	50.0	sqrt		gini	1e-05	False						
2163	False	10	10.0	5	2	0.5	0.9	1000.0	sqrt	100.0	gini	1.0	True						
2164	False	75	10.0	10	5	1.0		200.0	auto	10.0	entropy	0.0	False						
2165	False	100	10.0	10	2	1.0	0.75	500.0	sqrt	100.0	entropy	1.0	False						
2166	True	100	1.0	10	2	0.0	0.1	50.0	log2	100.0	gini	1e-05	True						
2167	False	50	5.0	5	2	0.5	0.25	10.0	auto	100.0	entropy	0.001	False						
2168	True	75	5.0	5	1	0.5	0.25	100.0	sqrt		entropy	1e-05	False						
2169	True	100	5.0	5	2	0.0	1.0		auto	100.0	gini	1.0	False						
2170	True	75	10.0	5	1	10.0	0.5	200.0	log2	1000.0	gini	0.0001	False						
2171	False	75	10.0	5	5	0.5		1000.0	sqrt		entropy	1.0	True						
2172	False	100	0.0	2	1	5.0	0.25	10.0	log2	1000.0	gini	0.001	False						
2173	False	10	1.0	5	5	0.0	0.25	1000.0	auto	10.0	entropy	0.001	False						
2174	False	100	1.0	5	5	1.0		50.0	log2	100.0	gini	1.0	False						
2175	False	25	0.0	5	1	0.5	0.5		sqrt	100.0	entropy	0.001	False						
2176	False	10	5.0	5	2	1.0	1.0	50.0	sqrt		gini	0.01	False						
2177	False	50	10.0	5	5	5.0	0.75		auto	10.0	entropy	0.001	True						
2178	True	75	0.0	5	1	10.0	0.1	10.0	log2	1000.0	gini	1.0	False						
2179	False	10	1.0	5	1	10.0	0.9	50.0	auto	100.0	entropy	1e-05	True						
2180	False	100	0.0	2	5	10.0	0.9	200.0	sqrt		gini	0.001	False						
2181	True	100	1.0	5	5	1.0	0.5		sqrt		entropy	0.0001	False						
2182	True	25	1.0	10	1	0.5	0.9	100.0	sqrt		gini	0.0	True						
2183	False	25	1.0	2	2	5.0	1.0	100.0	sqrt	10.0	entropy	0.0	False						
2184	True	25	5.0	2	1	1.0		100.0	log2		entropy	1.0	True						
2185	False	75	0.0	5	2	1.0	0.75	10.0	auto	100.0	entropy	0.01	False						
2186	False	10	5.0	2	1	0.0	1.0	500.0	auto	10.0	entropy	0.1	True						
2187	False	50	0.0	5	1	0.5	0.75	200.0	sqrt	10.0	gini	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2188	False	25	0.0	2	2	0.5		50.0	log2	10.0	entropy	0.001	False	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2189	False	100	0.0	5	5	5.0	0.5	50.0	log2	10.0	gini	0.01	False						
2190	True	10	5.0	10	5	0.5	0.1	100.0	auto	10.0	gini	1.0	False						
2191	False	75	0.0	10	5	1.0	1.0	10.0	sqrt		entropy	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2192	False	10	5.0	5	2	0.5	0.25	10.0	log2	100.0	gini	0.0	True						
2193	True	25	1.0	2	5	0.0	0.9	200.0	sqrt		entropy	0.0	True						
2194	True	75	0.0	5	1	1.0	0.1	50.0	auto	100.0	entropy	1e-05	False						
2195	False	100	5.0	5	1	1.0	0.75	200.0	auto	100.0	entropy	1.0	True						
2196	False	100	5.0	5	5	10.0	0.25		log2	1000.0	gini	0.0001	False						
2197	True	25	1.0	10	2	0.0	0.5	1000.0	log2	1000.0	entropy	0.001	True						
2198	False	25	1.0	5	5	5.0	0.5	500.0	auto	10.0	gini	0.1	False						
2199	False	10	10.0	5	5	0.0	0.9	200.0	sqrt		gini	0.01	False						
2200	True	75	1.0	5	1	0.5	0.9	10.0	sqrt	100.0	entropy	0.001	False						
2201	False	50	10.0	10	2	0.0			auto	100.0	entropy	1e-05	False						
2202	False	50	0.0	10	1	5.0	0.9	50.0	sqrt	10.0	entropy	1.0	False						
2203	True	50	10.0	10	2	1.0	0.1	10.0	sqrt	100.0	entropy	0.01	False						
2204	True	10	0.0	5	1	1.0	0.25	50.0	auto	1000.0	entropy	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2205	False	100	1.0	5	2	10.0	0.9	500.0	sqrt		entropy	0.1	True						
2206	True	100	10.0	5	5	1.0	1.0		log2	100.0	entropy	0.0001	False						
2207	False	10	5.0	2	5	5.0	0.1	500.0	sqrt	10.0	gini	1.0	False						
2208	True	75	1.0	5	5	0.5	1.0	50.0	auto	10.0	entropy	0.0	False						
2209	True	10	1.0	2	5	1.0	0.1		sqrt	1000.0	entropy	0.0	False						
2210	False	50	10.0	5	1	10.0	0.9	200.0	log2	100.0	entropy	0.01	False						
2211	True	50	0.0	5	5	5.0	0.75		sqrt	1000.0	gini	0.1	False						
2212	True	50	1.0	5	5	1.0		200.0	sqrt		gini	0.0	False						
2213	True	25	10.0	5	1	0.5	0.1	10.0	sqrt		gini	0.1	True						
2214	False	75	1.0	2	5	0.5	1.0	50.0	sqrt	10.0	entropy	0.01	False						
2215	True	50	0.0	2	5	10.0	0.5	500.0	auto	1000.0	entropy	0.001	False						
2216	False	50	0.0	5	5	5.0		500.0	log2		gini	0.01	False	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2217	False	75	1.0	10	2	0.0			sqrt		gini	0.01	False						
2218	True	75	0.0	5	1	0.5	1.0	50.0	auto	1000.0	entropy	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2219	True	100	1.0	2	2	0.5	0.25	200.0	auto	1000.0	entropy	1e-05	False						
2220	True	75	5.0	10	1	5.0	1.0	50.0	log2	100.0	entropy	0.0	True						
2221	True	10	5.0	2	2	5.0		500.0	auto	10.0	entropy	0.0	True						
2222	True	100	0.0	2	2	0.0	0.75	200.0	log2	100.0	gini	0.001	True	0.8646474802061078	0.7653875657406052	0.6255776559418271	0.851266149870801	0.5551523947750363	0.8651170720618321
2223	False	25	1.0	2	1	0.0		10.0	auto		entropy	1e-05	False						
2224	True	50	0.0	5	1	0.5	0.75	10.0	sqrt	10.0	entropy	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2225	False	100	10.0	2	5	1.0	0.5	200.0	auto		entropy	0.1	False						
2226	True	10	5.0	10	1	10.0	0.9	100.0	log2	100.0	gini	0.0	True						
2227	True	25	10.0	2	1	5.0	1.0	100.0	auto	10.0	gini	0.0	False						
2228	True	25	0.0	10	2	0.5	1.0	500.0	sqrt	100.0	entropy	0.0001	False						
2229	False	100	5.0	5	2	0.5	0.1	1000.0	log2		entropy	1.0	True						
2230	False	75	5.0	2	5	10.0		1000.0	sqrt	1000.0	gini	0.1	False						
2231	False	50	5.0	5	2	5.0	0.5		log2		gini	0.001	False						
2232	False	25	10.0	5	5	10.0	0.5	500.0	log2	100.0	gini	0.1	False						
2233	False	50	5.0	2	5	0.5	0.5	200.0	auto	10.0	gini	0.0001	True						
2234	True	100	1.0	2	5	0.5	0.75		log2	100.0	entropy	1e-05	False						
2235	False	25	0.0	5	2	5.0	0.1	200.0	sqrt		entropy	0.1	False						
2236	True	10	1.0	2	1	10.0		200.0	log2	100.0	gini	1e-05	True						
2237	False	75	5.0	10	2	10.0	0.5	500.0	log2	1000.0	gini	0.1	True						
2238	False	50	10.0	2	2	10.0	0.9	50.0	auto	1000.0	entropy	0.0	True						
2239	True	50	1.0	5	5	0.5	0.25	100.0	auto		entropy	0.01	True						
2240	False	50	5.0	5	1	0.0	0.75		sqrt		gini	0.0001	False						
2241	True	75	0.0	10	1	0.0	0.1	500.0	log2	100.0	entropy	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
2242	False	50	5.0	2	5	10.0	0.5	500.0	sqrt		gini	0.1	True						
