	weights	p	n_neighbors	metric_params	metric	leaf_size	algorithm	accuracy	average_precision	f1	precision	recall	roc_auc
3152	uniform	3	10	{'w': 1}	mahalanobis	10	brute						
3153	uniform	3	10	{'w': 2}	minkowski	20	kd_tree						
3154	distance	2	5	{'V': 2}	mahalanobis	40	kd_tree						
3155	uniform	3	10	{'V': 2}	chebyshev	100	kd_tree						
3156	uniform	3	10	{'V': 2}	minkowski	10	ball_tree						
3157	distance	2	10	{'V': 2}	mahalanobis	10	brute						
3158	uniform	3	3	{'w': 2}	mahalanobis	30	ball_tree						
3159	distance	3	7	{'V': 1}	seuclidean	30	brute						
3160	uniform	2	5	{'V': 1}	chebyshev	10	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
3161	distance	3	5	{'V': 2}	mahalanobis	50	kd_tree						
3162	uniform	1	3	{'V': 1}	mahalanobis	20	auto						
3163	distance	2	3	{'V': 2}	chebyshev	30	ball_tree						
3164	distance	2	7	{'w': 1}	mahalanobis	40	auto						
3165	distance	1	10	{'V': 1}	minkowski	20	ball_tree						
3166	distance	2	7	{'w': 1}	mahalanobis	100	auto						
3167	uniform	2	5	{'w': 3}	seuclidean	50	kd_tree						
3168	distance	3	5	{'V': 3}	minkowski	40	brute	0.8043483725021993	0.5635233575017149	0.4907461052835454	0.6485467358312186	0.40328441649196367	0.7422412832831867
3169	distance	3	10	{'V': 3}	mahalanobis	10	brute						
3170	distance	3	7	{'w': 2}	minkowski	30	kd_tree						
3171	uniform	3	3	{'V': 3}	mahalanobis	50	auto						
3172	uniform	3	3	{'V': 1}	seuclidean	30	ball_tree						
3173	distance	3	3	{'V': 1}	minkowski	50	auto	0.7878890704201751	0.5253658938321368	0.47754500818330603	0.5785950650844268	0.41404612159329146	0.7208714662984572
3174	distance	2	7	{'V': 2}	seuclidean	30	brute						
3175	distance	2	7	{'w': 3}	minkowski	20	ball_tree						
3176	distance	3	3	{'V': 1}	minkowski	10	ball_tree						
3177	distance	2	10	{'V': 2}	mahalanobis	10	auto						
3178	distance	2	7	{'V': 3}	chebyshev	10	brute	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
3179	distance	2	5	{'V': 2}	chebyshev	50	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
3180	uniform	2	10	{'V': 1}	chebyshev	20	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
3181	uniform	3	5	{'V': 2}	seuclidean	40	brute						
3182	uniform	3	3	{'V': 3}	minkowski	20	ball_tree						
3183	distance	3	5	{'V': 1}	minkowski	50	brute	0.8043483725021993	0.5635233575017149	0.4907461052835454	0.6485467358312186	0.40328441649196367	0.7422412832831867
3184	uniform	1	3	{'V': 1}	mahalanobis	20	ball_tree						
3185	uniform	2	7	{'V': 3}	minkowski	50	auto	0.8089187717313895	0.5455717884871283	0.48254485615086223	0.6707043090755489	0.3958071278825996	0.7520905169499545
3186	uniform	3	5	{'w': 2}	minkowski	20	brute	0.8080013405387291	0.5226268719611011	0.4939006596107708	0.6700749995220407	0.3996505939902166	0.740045069420685
3187	uniform	3	10	{'V': 1}	seuclidean	10	kd_tree						
3188	distance	2	3	{'V': 3}	minkowski	10	auto	0.7833186711909849	0.5306620695435149	0.480488712099482	0.5622611389929549	0.4252969951083159	0.7234963384444327
3189	distance	3	3	{'V': 1}	chebyshev	10	brute	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
3190	uniform	1	7	{'w': 2}	chebyshev	30	kd_tree						
3191	uniform	3	3	{'V': 1}	chebyshev	100	kd_tree						
3192	uniform	1	3	{'w': 3}	chebyshev	30	brute	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
3193	uniform	2	3	{'V': 3}	chebyshev	50	brute	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
3194	distance	3	3	{'V': 3}	minkowski	50	kd_tree						
3195	uniform	1	3	{'w': 3}	chebyshev	20	ball_tree						
3196	distance	1	5	{'w': 3}	minkowski	10	brute	0.8025218884839346	0.5859814560310688	0.5081233060600125	0.6278291402994289	0.44416491963661775	0.7580773306044201
3197	uniform	3	5	{'w': 1}	seuclidean	20	brute						
3198	distance	2	10	{'w': 2}	chebyshev	40	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
3199	uniform	1	3	{'w': 1}	minkowski	20	auto	0.7778517866867747	0.4849687185684413	0.475985228712127	0.5412634708286882	0.4479385045422782	0.7277703839945258
3200	uniform	3	7	{'V': 3}	minkowski	40	auto	0.8116626869423149	0.5528281001564063	0.49614267106109616	0.6869232042698876	0.403214535290007	0.7475205797460857
3201	distance	2	10	{'V': 3}	minkowski	20	brute	0.8080055297222571	0.5850963673317819	0.4689020164232306	0.6811111111111111	0.3735849056603774	0.764399191327281
3202	distance	2	5	{'w': 1}	chebyshev	40	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
3203	distance	2	5	{'V': 1}	seuclidean	20	brute						
3204	distance	3	7	{'V': 2}	mahalanobis	30	kd_tree						
3205	distance	1	5	{'w': 1}	seuclidean	100	auto						
3206	uniform	2	7	{'w': 1}	seuclidean	30	ball_tree						
3207	uniform	2	5	{'w': 3}	seuclidean	10	auto						
3208	distance	3	7	{'V': 3}	chebyshev	30	auto	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
3209	uniform	3	10	{'V': 1}	chebyshev	30	kd_tree						
3210	distance	3	3	{'V': 3}	minkowski	10	auto	0.7878890704201751	0.5253658938321368	0.47754500818330603	0.5785950650844268	0.41404612159329146	0.7208714662984572
3211	uniform	3	3	{'V': 2}	seuclidean	30	brute						
3212	distance	3	5	{'V': 3}	minkowski	40	kd_tree						
3213	uniform	1	10	{'V': 1}	mahalanobis	100	brute						
3214	distance	3	5	{'w': 2}	chebyshev	10	auto	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
3215	distance	3	7	{'w': 2}	seuclidean	20	kd_tree						
3216	uniform	3	7	{'V': 2}	minkowski	100	brute	0.8116626869423149	0.5528281001564063	0.49614267106109616	0.6869232042698876	0.403214535290007	0.7475205797460857
3217	uniform	3	7	{'w': 1}	seuclidean	40	kd_tree						
3218	distance	1	7	{'V': 2}	minkowski	100	kd_tree						
3219	uniform	3	3	{'w': 2}	seuclidean	30	ball_tree						
3220	distance	3	5	{'w': 2}	mahalanobis	30	kd_tree						
3221	distance	3	3	{'V': 2}	mahalanobis	20	auto						
3222	distance	2	5	{'w': 2}	mahalanobis	10	kd_tree						
3223	uniform	3	7	{'V': 1}	minkowski	10	kd_tree						
3224	distance	2	3	{'V': 2}	chebyshev	20	ball_tree						
3225	distance	1	7	{'w': 1}	seuclidean	100	brute						
3226	uniform	3	10	{'w': 1}	minkowski	20	auto	0.8089271500984457	0.561753843623249	0.398251628888283	0.795	0.2879804332634521	0.7554314889951776
3227	distance	3	3	{'V': 3}	chebyshev	100	ball_tree						
3228	distance	1	3	{'V': 1}	mahalanobis	30	kd_tree						
3229	uniform	3	3	{'V': 1}	mahalanobis	30	ball_tree						
3230	uniform	3	3	{'V': 3}	chebyshev	100	brute	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
3231	distance	1	10	{'w': 2}	mahalanobis	20	brute						
3232	uniform	3	10	{'V': 3}	minkowski	10	brute	0.8089271500984457	0.561753843623249	0.398251628888283	0.795	0.2879804332634521	0.7554314889951776
3233	uniform	2	7	{'V': 3}	chebyshev	20	kd_tree						
3234	distance	2	3	{'w': 3}	mahalanobis	40	auto						
3235	distance	1	10	{'w': 3}	mahalanobis	40	kd_tree						
3236	uniform	3	3	{'w': 2}	seuclidean	40	kd_tree						
3237	distance	3	7	{'w': 2}	minkowski	40	ball_tree						
3238	distance	3	7	{'w': 3}	chebyshev	10	auto	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
3239	distance	3	10	{'w': 3}	minkowski	10	auto	0.8162414645385614	0.5862316451925376	0.48557602574723335	0.7318375173213882	0.3810621942697414	0.7527400855566346
3240	uniform	2	3	{'V': 1}	seuclidean	100	brute						
3241	distance	2	7	{'w': 2}	seuclidean	10	brute						
3242	uniform	1	7	{'V': 1}	seuclidean	20	brute						
3243	distance	2	3	{'w': 2}	seuclidean	50	auto						
3244	distance	3	7	{'V': 3}	seuclidean	20	brute						
3245	distance	2	5	{'V': 3}	chebyshev	10	auto	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
3246	distance	2	3	{'V': 2}	minkowski	20	brute	0.7833186711909849	0.5306620695435149	0.480488712099482	0.5622611389929549	0.4252969951083159	0.7234963384444327
3247	distance	2	3	{'w': 3}	mahalanobis	30	brute						
3248	distance	3	5	{'w': 3}	mahalanobis	10	kd_tree						
3249	uniform	1	10	{'w': 1}	minkowski	100	kd_tree						
3250	distance	1	5	{'V': 1}	minkowski	50	ball_tree						
3251	uniform	2	5	{'V': 2}	minkowski	10	ball_tree						
3252	uniform	3	3	{'w': 2}	mahalanobis	20	ball_tree						
3253	distance	1	3	{'w': 2}	seuclidean	10	ball_tree						
3254	distance	3	7	{'w': 1}	seuclidean	50	brute						
3255	distance	3	5	{'w': 1}	seuclidean	100	auto						
3256	uniform	3	3	{'V': 2}	mahalanobis	20	kd_tree						
3257	distance	3	5	{'V': 1}	minkowski	50	ball_tree						
3258	uniform	3	3	{'w': 2}	chebyshev	40	auto	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
3259	distance	1	7	{'w': 2}	chebyshev	100	ball_tree						
3260	distance	2	10	{'w': 3}	mahalanobis	100	ball_tree						
3261	distance	2	5	{'V': 3}	minkowski	30	brute	0.8025176993004063	0.566523409263659	0.49852666420609804	0.6389742524916944	0.4217330538085255	0.7434663423403288
3262	uniform	1	7	{'w': 3}	chebyshev	100	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
3263	distance	3	10	{'V': 1}	minkowski	30	brute	0.8162414645385614	0.5862316451925376	0.48557602574723335	0.7318375173213882	0.3810621942697414	0.7527400855566346
3264	distance	2	7	{'V': 1}	chebyshev	10	ball_tree						
3265	uniform	3	5	{'V': 1}	mahalanobis	40	ball_tree						
3266	uniform	1	3	{'w': 3}	seuclidean	40	kd_tree						
3267	uniform	1	7	{'w': 2}	seuclidean	50	kd_tree						
3268	distance	2	10	{'V': 3}	mahalanobis	10	ball_tree						
3269	uniform	2	7	{'V': 2}	minkowski	10	kd_tree						
3270	uniform	3	7	{'w': 2}	chebyshev	50	auto	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
3271	uniform	2	3	{'V': 2}	mahalanobis	30	auto						
3272	uniform	1	10	{'w': 1}	chebyshev	50	kd_tree						
3273	distance	2	3	{'V': 1}	mahalanobis	20	brute						
3274	distance	1	10	{'w': 2}	seuclidean	40	brute						
3275	uniform	1	7	{'V': 3}	chebyshev	100	ball_tree						
3276	distance	3	5	{'V': 2}	mahalanobis	100	ball_tree						
3277	uniform	1	5	{'V': 2}	mahalanobis	30	ball_tree						
3278	distance	1	3	{'V': 3}	seuclidean	100	ball_tree						
3279	distance	3	7	{'V': 3}	minkowski	100	auto	0.807100666080181	0.5809671515921131	0.4878812686715877	0.669193131397827	0.3995108315863033	0.745712682379349
3280	uniform	3	10	{'w': 1}	chebyshev	100	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
3281	distance	2	3	{'w': 2}	mahalanobis	30	auto						
3282	distance	3	3	{'V': 2}	mahalanobis	20	ball_tree						
3283	uniform	2	3	{'w': 1}	minkowski	40	kd_tree						
3284	uniform	3	7	{'w': 1}	minkowski	50	brute	0.8116626869423149	0.5528281001564063	0.49614267106109616	0.6869232042698876	0.403214535290007	0.7475205797460857
3285	distance	2	3	{'V': 2}	mahalanobis	40	brute						
3286	uniform	3	10	{'V': 2}	mahalanobis	20	auto						
3287	uniform	3	5	{'w': 2}	chebyshev	100	ball_tree						
3288	uniform	2	7	{'w': 3}	seuclidean	10	ball_tree						
3289	distance	2	10	{'w': 2}	chebyshev	50	auto	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
3290	distance	2	10	{'V': 2}	seuclidean	50	auto						
3291	distance	3	10	{'V': 1}	chebyshev	10	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
3292	distance	3	7	{'w': 3}	seuclidean	100	brute						
3293	distance	1	10	{'w': 1}	seuclidean	40	auto						
3294	uniform	3	3	{'w': 2}	seuclidean	100	kd_tree						
3295	distance	1	3	{'V': 1}	chebyshev	100	ball_tree						
3296	distance	1	7	{'w': 3}	mahalanobis	30	brute						
3297	uniform	2	7	{'V': 1}	mahalanobis	30	brute						
3298	distance	2	3	{'w': 1}	minkowski	20	auto	0.7833186711909849	0.5306620695435149	0.480488712099482	0.5622611389929549	0.4252969951083159	0.7234963384444327
3299	uniform	3	10	{'w': 2}	seuclidean	100	brute						
3300	uniform	1	10	{'V': 2}	seuclidean	40	ball_tree						
3301	distance	1	10	{'V': 2}	minkowski	40	kd_tree						
3302	distance	2	7	{'w': 2}	minkowski	40	kd_tree						
3303	uniform	1	5	{'w': 3}	mahalanobis	40	auto						
3304	distance	1	10	{'w': 2}	minkowski	100	brute	0.8134766034099954	0.6170209097580501	0.49521557034884794	0.6730986455405059	0.41055206149545775	0.7851927320488357
3305	uniform	3	3	{'V': 1}	chebyshev	40	auto	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
3306	distance	3	5	{'w': 3}	mahalanobis	100	kd_tree						
3307	uniform	1	10	{'w': 2}	chebyshev	10	kd_tree						
3308	uniform	3	7	{'w': 3}	minkowski	40	brute	0.8116626869423149	0.5528281001564063	0.49614267106109616	0.6869232042698876	0.403214535290007	0.7475205797460857
3309	distance	1	7	{'w': 2}	seuclidean	50	ball_tree						
3310	distance	2	5	{'w': 3}	chebyshev	100	auto	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
3311	distance	1	10	{'w': 3}	mahalanobis	10	brute						
3312	uniform	2	5	{'V': 2}	minkowski	30	auto	0.8107368773825983	0.5321831397844105	0.5087420149170202	0.6762087912087912	0.4217330538085255	0.7430878255414135
3313	distance	3	7	{'w': 3}	seuclidean	40	auto						
3314	uniform	3	3	{'V': 2}	chebyshev	30	ball_tree						
3315	distance	1	10	{'V': 1}	seuclidean	50	brute						
3316	distance	2	7	{'V': 1}	chebyshev	30	ball_tree						
3317	uniform	2	10	{'V': 2}	minkowski	20	ball_tree						
3318	distance	2	7	{'V': 3}	minkowski	20	ball_tree						
3319	distance	2	3	{'w': 3}	mahalanobis	50	auto						
3320	distance	3	10	{'w': 1}	minkowski	40	brute	0.8162414645385614	0.5862316451925376	0.48557602574723335	0.7318375173213882	0.3810621942697414	0.7527400855566346
3321	uniform	1	5	{'w': 3}	chebyshev	10	kd_tree						
3322	uniform	2	5	{'V': 3}	chebyshev	10	kd_tree						
3323	distance	1	5	{'V': 2}	chebyshev	30	auto	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
3324	distance	2	3	{'w': 3}	minkowski	20	kd_tree						
3325	distance	3	3	{'w': 2}	seuclidean	10	kd_tree						
3326	uniform	3	3	{'w': 2}	seuclidean	100	auto						
3327	uniform	3	7	{'V': 1}	seuclidean	40	auto						
3328	distance	3	10	{'V': 1}	seuclidean	20	ball_tree						
3329	distance	2	7	{'w': 1}	seuclidean	30	ball_tree						
3330	distance	2	7	{'w': 2}	mahalanobis	20	auto						
3331	uniform	2	10	{'w': 3}	chebyshev	50	auto	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
3332	distance	2	10	{'V': 1}	minkowski	30	brute	0.8080055297222571	0.5850963673317819	0.4689020164232306	0.6811111111111111	0.3735849056603774	0.764399191327281
3333	uniform	2	10	{'w': 3}	minkowski	30	auto	0.8089229609149177	0.5629692191997879	0.4012591222119436	0.7740224545102594	0.29545772187281616	0.7658492862243714
3334	distance	3	7	{'w': 1}	mahalanobis	10	ball_tree						
3335	distance	1	5	{'w': 2}	minkowski	20	auto	0.8025218884839346	0.5859814560310688	0.5081233060600125	0.6278291402994289	0.44416491963661775	0.7580773306044201
3336	distance	1	3	{'V': 2}	minkowski	30	brute						
3337	uniform	2	10	{'w': 1}	mahalanobis	30	kd_tree						
3338	distance	3	10	{'V': 2}	minkowski	20	kd_tree						
3339	distance	1	7	{'V': 2}	seuclidean	100	brute						
3340	distance	1	3	{'w': 1}	minkowski	20	ball_tree						
3341	uniform	2	10	{'V': 2}	seuclidean	10	kd_tree						
3342	uniform	1	3	{'V': 2}	mahalanobis	40	auto						
3343	distance	1	5	{'V': 1}	minkowski	10	ball_tree						
3344	uniform	1	5	{'V': 2}	seuclidean	20	kd_tree						
3345	distance	1	5	{'V': 3}	minkowski	30	ball_tree						
3346	uniform	2	3	{'w': 2}	chebyshev	10	brute	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
3347	distance	3	3	{'V': 3}	mahalanobis	100	brute						
3348	distance	2	10	{'w': 2}	minkowski	20	ball_tree						
3349	uniform	1	3	{'w': 2}	minkowski	100	brute	0.7778517866867747	0.4849687185684413	0.475985228712127	0.5412634708286882	0.4479385045422782	0.7277703839945258
3350	uniform	3	3	{'w': 3}	minkowski	10	brute	0.7897197436219681	0.4783181916661838	0.47689060211360357	0.5858582405054968	0.4103424178895877	0.7122724070795602
3351	uniform	2	7	{'w': 3}	seuclidean	40	brute						
3352	distance	2	3	{'w': 1}	mahalanobis	30	kd_tree						
3353	distance	1	5	{'V': 2}	mahalanobis	100	auto						
3354	uniform	1	5	{'w': 1}	seuclidean	50	ball_tree						
3355	uniform	2	7	{'w': 2}	seuclidean	50	auto						
3356	distance	1	10	{'V': 1}	mahalanobis	50	ball_tree						
3357	uniform	3	3	{'V': 1}	chebyshev	30	auto	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
3358	uniform	3	10	{'V': 2}	minkowski	10	auto	0.8089271500984457	0.561753843623249	0.398251628888283	0.795	0.2879804332634521	0.7554314889951776
3359	uniform	1	7	{'w': 2}	seuclidean	10	brute						
3360	uniform	2	5	{'V': 1}	minkowski	40	auto	0.8107368773825983	0.5321831397844105	0.5087420149170202	0.6762087912087912	0.4217330538085255	0.7430878255414135
3361	uniform	2	10	{'V': 1}	mahalanobis	20	ball_tree						
3362	distance	1	3	{'w': 3}	chebyshev	100	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
3363	distance	3	3	{'V': 2}	seuclidean	20	kd_tree						
3364	distance	3	10	{'w': 2}	minkowski	10	ball_tree						
3365	distance	3	3	{'V': 3}	seuclidean	10	brute						
3366	distance	1	3	{'V': 3}	chebyshev	30	ball_tree						
3367	distance	3	3	{'V': 3}	minkowski	40	brute	0.7878890704201751	0.5253658938321368	0.47754500818330603	0.5785950650844268	0.41404612159329146	0.7208714662984572
3368	uniform	1	7	{'V': 3}	mahalanobis	10	brute						
3369	distance	2	3	{'V': 2}	mahalanobis	50	auto						
3370	distance	1	7	{'V': 2}	minkowski	20	kd_tree						
3371	distance	2	10	{'w': 2}	mahalanobis	50	ball_tree						
3372	uniform	1	3	{'V': 2}	chebyshev	100	kd_tree						
3373	distance	1	7	{'V': 1}	chebyshev	20	ball_tree						
3374	uniform	2	7	{'V': 2}	minkowski	40	auto	0.8089187717313895	0.5455717884871283	0.48254485615086223	0.6707043090755489	0.3958071278825996	0.7520905169499545
3375	distance	2	3	{'V': 1}	minkowski	50	ball_tree						
3376	uniform	3	3	{'V': 2}	mahalanobis	30	ball_tree						
3377	uniform	1	3	{'w': 3}	minkowski	40	auto	0.7778517866867747	0.4849687185684413	0.475985228712127	0.5412634708286882	0.4479385045422782	0.7277703839945258
3378	distance	1	5	{'V': 1}	chebyshev	40	kd_tree						
3379	distance	1	5	{'V': 3}	chebyshev	20	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
3380	distance	1	7	{'w': 3}	minkowski	10	ball_tree						
3381	uniform	1	10	{'w': 2}	chebyshev	100	ball_tree						
3382	uniform	2	7	{'w': 3}	minkowski	30	ball_tree						
3383	uniform	3	7	{'V': 2}	minkowski	10	kd_tree						
3384	distance	3	3	{'w': 3}	mahalanobis	100	kd_tree						
3385	distance	2	3	{'V': 3}	chebyshev	40	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
3386	uniform	2	10	{'w': 1}	minkowski	10	brute	0.8089229609149177	0.5629692191997879	0.4012591222119436	0.7740224545102594	0.29545772187281616	0.7658492862243714
3387	uniform	1	5	{'V': 1}	mahalanobis	100	kd_tree						
3388	distance	3	10	{'V': 2}	seuclidean	100	brute						
3389	uniform	1	10	{'w': 3}	minkowski	10	brute	0.8171379498135813	0.5897287112894845	0.450160911318238	0.7515780304419586	0.34367575122292104	0.7834436124524782
3390	distance	3	7	{'w': 2}	seuclidean	30	kd_tree						
3391	distance	2	10	{'w': 3}	chebyshev	50	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
3392	distance	2	10	{'w': 2}	minkowski	30	ball_tree						
3393	uniform	3	3	{'V': 2}	chebyshev	50	ball_tree						
3394	uniform	1	5	{'w': 1}	seuclidean	50	brute						
3395	uniform	2	10	{'V': 1}	seuclidean	30	ball_tree						
3396	uniform	2	5	{'V': 2}	minkowski	50	kd_tree						
3397	distance	2	5	{'w': 2}	mahalanobis	40	kd_tree						
3398	distance	3	7	{'w': 1}	mahalanobis	40	ball_tree						
3399	distance	2	5	{'w': 1}	chebyshev	30	auto	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
3400	distance	3	7	{'w': 3}	seuclidean	30	kd_tree						
3401	uniform	1	7	{'w': 1}	seuclidean	30	ball_tree						
3402	uniform	2	7	{'V': 3}	chebyshev	30	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
3403	distance	2	5	{'w': 3}	mahalanobis	10	kd_tree						
3404	distance	2	10	{'V': 3}	chebyshev	10	ball_tree						
3405	uniform	1	5	{'w': 2}	chebyshev	40	ball_tree						
3406	distance	2	5	{'V': 1}	chebyshev	10	kd_tree						
3407	distance	1	5	{'w': 3}	seuclidean	20	brute						
3408	uniform	3	5	{'w': 2}	mahalanobis	40	auto						
3409	uniform	1	5	{'w': 3}	mahalanobis	50	kd_tree						
3410	distance	3	10	{'w': 2}	mahalanobis	20	kd_tree						
3411	uniform	3	5	{'w': 2}	mahalanobis	40	ball_tree						
3412	uniform	1	7	{'w': 1}	mahalanobis	40	kd_tree						
3413	uniform	2	7	{'w': 1}	seuclidean	100	brute						
3414	uniform	2	7	{'w': 2}	mahalanobis	100	brute						
3415	uniform	3	3	{'w': 1}	minkowski	10	kd_tree						
3416	distance	1	3	{'w': 3}	mahalanobis	50	brute						
3417	distance	1	10	{'V': 3}	seuclidean	30	ball_tree						
3418	uniform	2	5	{'V': 1}	mahalanobis	20	auto						
3419	uniform	3	7	{'w': 3}	seuclidean	40	auto						
3420	distance	2	5	{'V': 3}	chebyshev	50	ball_tree						
3421	uniform	3	5	{'w': 1}	minkowski	40	auto	0.8080013405387291	0.5226268719611011	0.4939006596107708	0.6700749995220407	0.3996505939902166	0.740045069420685
3422	uniform	3	10	{'V': 2}	mahalanobis	20	kd_tree						
3423	distance	2	7	{'V': 3}	chebyshev	40	auto	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
3424	uniform	2	3	{'V': 1}	mahalanobis	20	brute						
3425	distance	1	7	{'V': 1}	minkowski	100	brute						
3426	distance	1	3	{'w': 2}	seuclidean	30	ball_tree						
3427	distance	2	10	{'V': 2}	minkowski	100	ball_tree						
3428	uniform	3	10	{'V': 3}	chebyshev	30	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
3429	distance	2	3	{'w': 1}	seuclidean	50	ball_tree						
3430	distance	2	5	{'V': 1}	mahalanobis	30	kd_tree						
3431	distance	3	5	{'V': 2}	minkowski	10	auto	0.8043483725021993	0.5635233575017149	0.4907461052835454	0.6485467358312186	0.40328441649196367	0.7422412832831867
3432	distance	2	7	{'V': 1}	mahalanobis	20	ball_tree						
3433	uniform	2	5	{'V': 3}	seuclidean	50	ball_tree						
3434	distance	1	10	{'w': 1}	chebyshev	10	kd_tree						
3435	uniform	3	10	{'V': 2}	minkowski	30	auto	0.8089271500984457	0.561753843623249	0.398251628888283	0.795	0.2879804332634521	0.7554314889951776
3436	uniform	1	5	{'w': 2}	mahalanobis	50	auto						
3437	uniform	3	5	{'V': 3}	minkowski	100	ball_tree						
3438	uniform	2	7	{'w': 2}	minkowski	40	kd_tree						
3439	uniform	2	10	{'V': 1}	mahalanobis	40	ball_tree						
3440	uniform	3	7	{'V': 2}	minkowski	20	brute	0.8116626869423149	0.5528281001564063	0.49614267106109616	0.6869232042698876	0.403214535290007	0.7475205797460857
3441	distance	1	10	{'V': 1}	minkowski	30	kd_tree						
3442	distance	1	7	{'V': 3}	seuclidean	100	brute						
3443	distance	1	7	{'w': 1}	seuclidean	40	kd_tree						
3444	uniform	2	10	{'w': 1}	mahalanobis	50	kd_tree						
3445	uniform	3	3	{'V': 2}	chebyshev	100	auto	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
3446	distance	1	10	{'w': 1}	mahalanobis	20	ball_tree						
3447	distance	1	5	{'V': 1}	chebyshev	100	auto	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
3448	distance	3	3	{'V': 1}	seuclidean	30	brute						
3449	distance	1	5	{'V': 2}	mahalanobis	30	brute						
3450	distance	1	7	{'w': 1}	minkowski	30	ball_tree						
3451	distance	3	3	{'V': 3}	chebyshev	50	brute	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
3452	uniform	1	3	{'V': 2}	minkowski	10	ball_tree						
3453	distance	2	5	{'w': 3}	mahalanobis	50	kd_tree						
3454	uniform	1	7	{'V': 2}	chebyshev	50	ball_tree						
3455	distance	3	5	{'w': 3}	seuclidean	100	ball_tree						
3456	distance	3	7	{'w': 1}	mahalanobis	30	auto						
3457	uniform	1	7	{'V': 1}	seuclidean	10	brute						
3458	distance	1	10	{'w': 3}	seuclidean	50	brute						
