	weights	p	n_neighbors	metric_params	metric	leaf_size	algorithm	accuracy	average_precision	f1	precision	recall	roc_auc
7593	uniform	1	5	{'w': 3}	seuclidean	20	ball_tree						
7594	uniform	3	10	{'w': 2}	mahalanobis	50	ball_tree						
7595	uniform	2	5	{'V': 2}	mahalanobis	100	brute						
7596	uniform	2	3	{'w': 2}	mahalanobis	100	ball_tree						
7597	distance	3	7	{'w': 1}	chebyshev	50	ball_tree						
7598	uniform	3	5	{'w': 3}	mahalanobis	20	auto						
7599	distance	1	3	{'w': 2}	seuclidean	100	brute						
7600	distance	1	3	{'w': 1}	mahalanobis	40	kd_tree						
7601	distance	2	10	{'V': 2}	seuclidean	50	ball_tree						
7602	uniform	2	10	{'w': 1}	mahalanobis	100	brute						
7603	distance	3	5	{'w': 3}	minkowski	50	auto	0.8043483725021993	0.5635233575017149	0.4907461052835454	0.6485467358312186	0.40328441649196367	0.7422412832831867
7604	uniform	3	10	{'V': 3}	mahalanobis	10	brute						
7605	distance	2	5	{'V': 1}	minkowski	50	ball_tree						
7606	distance	3	5	{'V': 1}	minkowski	30	auto	0.8043483725021993	0.5635233575017149	0.4907461052835454	0.6485467358312186	0.40328441649196367	0.7422412832831867
7607	uniform	1	7	{'w': 1}	minkowski	10	kd_tree						
7608	distance	3	10	{'w': 2}	chebyshev	20	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
7609	distance	1	5	{'w': 3}	mahalanobis	10	brute						
7610	distance	3	10	{'V': 1}	seuclidean	20	brute						
7611	uniform	3	10	{'V': 1}	minkowski	40	brute	0.8089271500984457	0.561753843623249	0.398251628888283	0.795	0.2879804332634521	0.7554314889951776
7612	uniform	1	5	{'V': 2}	minkowski	100	brute						
7613	uniform	2	10	{'w': 1}	mahalanobis	50	auto						
7614	uniform	2	7	{'V': 1}	minkowski	10	kd_tree						
7615	uniform	1	5	{'V': 2}	seuclidean	20	auto						
7616	uniform	2	7	{'V': 2}	mahalanobis	20	kd_tree						
7617	distance	3	7	{'V': 1}	minkowski	100	brute	0.807100666080181	0.5809671515921131	0.4878812686715877	0.669193131397827	0.3995108315863033	0.745712682379349
7618	uniform	2	5	{'V': 1}	minkowski	30	brute	0.8107368773825983	0.5321831397844105	0.5087420149170202	0.6762087912087912	0.4217330538085255	0.7430878255414135
7619	uniform	3	3	{'w': 2}	mahalanobis	50	ball_tree						
7620	uniform	2	10	{'w': 2}	seuclidean	30	ball_tree						
7621	distance	2	7	{'V': 2}	seuclidean	50	brute						
7622	distance	2	10	{'V': 2}	minkowski	100	brute	0.8080055297222571	0.5850963673317819	0.4689020164232306	0.6811111111111111	0.3735849056603774	0.764399191327281
7623	distance	3	5	{'V': 1}	chebyshev	100	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
7624	uniform	2	10	{'V': 3}	chebyshev	40	kd_tree						
7625	uniform	1	7	{'w': 2}	chebyshev	100	auto	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
7626	distance	1	5	{'V': 3}	mahalanobis	10	brute						
7627	distance	2	10	{'w': 2}	minkowski	40	auto	0.8080055297222571	0.5850963673317819	0.4689020164232306	0.6811111111111111	0.3735849056603774	0.764399191327281
7628	uniform	3	10	{'V': 2}	mahalanobis	40	ball_tree						
7629	uniform	3	5	{'w': 2}	minkowski	50	ball_tree						
7630	distance	1	10	{'w': 1}	seuclidean	20	ball_tree						
7631	distance	2	5	{'w': 3}	mahalanobis	10	auto						
7632	distance	2	5	{'w': 2}	minkowski	10	auto	0.8025176993004063	0.566523409263659	0.49852666420609804	0.6389742524916944	0.4217330538085255	0.7434663423403288
7633	distance	2	3	{'w': 3}	minkowski	100	auto	0.7833186711909849	0.5306620695435149	0.480488712099482	0.5622611389929549	0.4252969951083159	0.7234963384444327
7634	uniform	2	7	{'V': 1}	minkowski	50	auto	0.8089187717313895	0.5455717884871283	0.48254485615086223	0.6707043090755489	0.3958071278825996	0.7520905169499545
7635	distance	2	10	{'w': 3}	minkowski	10	brute	0.8080055297222571	0.5850963673317819	0.4689020164232306	0.6811111111111111	0.3735849056603774	0.764399191327281
7636	distance	3	5	{'w': 2}	mahalanobis	10	ball_tree						
7637	uniform	3	7	{'w': 1}	mahalanobis	100	kd_tree						
7638	distance	3	3	{'V': 2}	seuclidean	50	kd_tree						
7639	distance	1	10	{'w': 1}	minkowski	40	kd_tree						
7640	distance	3	7	{'w': 3}	mahalanobis	30	brute						
7641	distance	3	3	{'V': 2}	minkowski	50	ball_tree						
7642	distance	2	10	{'w': 3}	minkowski	40	ball_tree						
7643	distance	3	5	{'V': 2}	mahalanobis	10	ball_tree						
7644	distance	3	3	{'w': 2}	seuclidean	10	auto						
7645	distance	2	5	{'w': 1}	chebyshev	100	kd_tree						
7646	uniform	2	7	{'w': 3}	chebyshev	100	auto	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
7647	uniform	2	7	{'V': 1}	seuclidean	10	brute						
7648	uniform	3	3	{'V': 1}	mahalanobis	20	kd_tree						
7649	uniform	1	7	{'w': 3}	chebyshev	20	auto	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
7650	uniform	1	5	{'V': 2}	mahalanobis	100	auto						
7651	uniform	3	5	{'w': 3}	chebyshev	50	ball_tree						
7652	uniform	2	7	{'V': 1}	mahalanobis	50	auto						
7653	uniform	3	7	{'V': 2}	chebyshev	50	kd_tree						
7654	distance	1	10	{'w': 2}	seuclidean	20	brute						
7655	uniform	1	10	{'V': 2}	minkowski	20	brute						
7656	uniform	3	3	{'V': 1}	seuclidean	40	auto						
7657	distance	3	5	{'w': 3}	mahalanobis	30	ball_tree						
7658	uniform	3	10	{'w': 3}	seuclidean	50	brute						
7659	distance	2	3	{'V': 1}	chebyshev	50	kd_tree						
7660	distance	2	7	{'V': 3}	mahalanobis	10	brute						
7661	uniform	3	7	{'w': 1}	seuclidean	30	auto						
7662	uniform	2	5	{'w': 3}	mahalanobis	20	ball_tree						
7663	distance	1	3	{'V': 3}	minkowski	20	ball_tree						
7664	uniform	1	10	{'V': 2}	minkowski	20	ball_tree						
7665	uniform	1	10	{'w': 2}	chebyshev	50	auto	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
7666	uniform	1	10	{'w': 1}	mahalanobis	40	auto						
7667	distance	1	7	{'w': 3}	seuclidean	30	auto						
7668	uniform	3	3	{'V': 1}	mahalanobis	40	kd_tree						
7669	distance	1	5	{'w': 3}	minkowski	40	auto	0.8025218884839346	0.5859814560310688	0.5081233060600125	0.6278291402994289	0.44416491963661775	0.7580773306044201
7670	distance	3	3	{'w': 1}	chebyshev	100	ball_tree						
7671	distance	3	5	{'V': 2}	mahalanobis	40	brute						
7672	uniform	3	7	{'V': 1}	chebyshev	30	kd_tree						
7673	uniform	2	5	{'w': 2}	mahalanobis	50	ball_tree						
7674	uniform	3	3	{'w': 1}	minkowski	30	kd_tree						
7675	uniform	1	5	{'w': 1}	chebyshev	20	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
7676	distance	1	5	{'V': 2}	chebyshev	50	ball_tree						
7677	distance	3	7	{'V': 3}	minkowski	20	kd_tree						
7678	distance	2	3	{'V': 1}	mahalanobis	40	ball_tree						
7679	distance	2	10	{'V': 3}	chebyshev	10	kd_tree						
7680	distance	2	5	{'w': 3}	chebyshev	10	kd_tree						
7681	uniform	1	5	{'V': 2}	chebyshev	20	ball_tree						
7682	uniform	1	5	{'w': 1}	seuclidean	10	kd_tree						
7683	distance	1	3	{'w': 2}	minkowski	30	auto	0.7778559758703028	0.5410446189038046	0.484051914366043	0.5457258847250643	0.45548567435359893	0.7364565281008413
7684	uniform	2	5	{'V': 3}	minkowski	10	kd_tree						
7685	distance	2	7	{'w': 3}	seuclidean	40	brute						
7686	uniform	1	7	{'V': 2}	mahalanobis	10	kd_tree						
7687	distance	2	5	{'V': 1}	minkowski	40	kd_tree						
7688	uniform	3	3	{'w': 3}	mahalanobis	50	auto						
7689	uniform	1	5	{'w': 3}	mahalanobis	20	brute						
7690	uniform	2	5	{'V': 1}	chebyshev	20	brute	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
7691	distance	2	3	{'V': 3}	seuclidean	100	brute						
7692	uniform	3	7	{'V': 3}	mahalanobis	10	ball_tree						
7693	distance	2	7	{'w': 2}	chebyshev	50	kd_tree						
7694	distance	2	5	{'V': 3}	mahalanobis	100	ball_tree						
7695	uniform	2	3	{'V': 2}	minkowski	10	kd_tree						
7696	uniform	2	3	{'w': 2}	mahalanobis	20	brute						
7697	distance	1	3	{'V': 3}	mahalanobis	10	auto						
7698	distance	3	3	{'V': 3}	mahalanobis	20	auto						
7699	uniform	1	7	{'w': 1}	mahalanobis	50	auto						
7700	distance	3	7	{'w': 1}	chebyshev	100	auto	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
7701	distance	1	3	{'w': 3}	seuclidean	50	brute						
7702	distance	3	10	{'V': 2}	mahalanobis	10	brute						
7703	uniform	1	5	{'V': 3}	mahalanobis	10	brute						
7704	uniform	1	3	{'w': 1}	chebyshev	30	ball_tree						
7705	distance	2	10	{'V': 1}	minkowski	20	auto	0.8080055297222571	0.5850963673317819	0.4689020164232306	0.6811111111111111	0.3735849056603774	0.764399191327281
7706	uniform	2	7	{'V': 1}	mahalanobis	50	brute						
7707	uniform	2	10	{'V': 1}	minkowski	10	ball_tree						
7708	distance	1	10	{'V': 3}	chebyshev	100	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
7709	distance	1	10	{'V': 2}	seuclidean	20	brute						
7710	uniform	3	3	{'w': 3}	seuclidean	10	brute						
7711	distance	1	5	{'V': 2}	minkowski	100	kd_tree						
7712	distance	2	5	{'w': 1}	mahalanobis	20	auto						
7713	uniform	2	5	{'V': 3}	chebyshev	20	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
7714	distance	3	5	{'w': 2}	minkowski	10	kd_tree						
7715	uniform	3	10	{'V': 3}	chebyshev	40	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
7716	uniform	1	10	{'w': 3}	minkowski	50	kd_tree						
7717	uniform	2	7	{'V': 3}	seuclidean	50	ball_tree						
7718	uniform	2	5	{'V': 1}	mahalanobis	40	brute						
7719	uniform	1	10	{'w': 3}	minkowski	30	auto	0.8171379498135813	0.5897287112894845	0.450160911318238	0.7515780304419586	0.34367575122292104	0.7834436124524782
7720	uniform	3	5	{'V': 3}	mahalanobis	100	brute						
7721	uniform	2	5	{'w': 3}	minkowski	50	ball_tree						
7722	distance	3	5	{'w': 1}	mahalanobis	10	ball_tree						
7723	uniform	1	7	{'w': 3}	chebyshev	40	ball_tree						
7724	uniform	1	3	{'V': 3}	minkowski	30	kd_tree						
7725	distance	3	3	{'V': 1}	minkowski	10	kd_tree						
7726	distance	2	7	{'w': 1}	seuclidean	50	auto						
7727	distance	2	7	{'w': 1}	seuclidean	30	brute						
7728	distance	1	7	{'V': 2}	mahalanobis	50	brute						
7729	uniform	1	10	{'V': 1}	seuclidean	40	brute						
7730	distance	3	10	{'w': 1}	chebyshev	10	auto	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
7731	distance	3	10	{'w': 2}	mahalanobis	50	auto						
7732	uniform	3	7	{'w': 2}	chebyshev	10	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
7733	distance	1	3	{'w': 2}	mahalanobis	100	kd_tree						
7734	distance	1	3	{'w': 1}	chebyshev	30	brute	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
7735	uniform	2	3	{'w': 1}	mahalanobis	100	brute						
7736	distance	1	10	{'V': 1}	seuclidean	50	kd_tree						
7737	uniform	2	5	{'V': 1}	mahalanobis	100	kd_tree						
7738	distance	3	3	{'w': 2}	mahalanobis	20	auto						
7739	uniform	2	10	{'w': 1}	chebyshev	40	kd_tree						
7740	distance	1	3	{'V': 2}	chebyshev	30	ball_tree						
7741	uniform	2	10	{'w': 1}	seuclidean	40	auto						
7742	distance	3	3	{'w': 3}	chebyshev	50	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
7743	distance	1	5	{'w': 2}	minkowski	10	brute	0.8025218884839346	0.5859814560310688	0.5081233060600125	0.6278291402994289	0.44416491963661775	0.7580773306044201
7744	uniform	2	5	{'V': 1}	seuclidean	10	kd_tree						
7745	distance	2	7	{'V': 2}	seuclidean	30	ball_tree						
7746	distance	3	10	{'w': 3}	chebyshev	50	ball_tree						
7747	uniform	3	3	{'w': 3}	mahalanobis	10	ball_tree						
7748	distance	2	5	{'w': 3}	mahalanobis	50	ball_tree						
7749	uniform	2	7	{'w': 1}	mahalanobis	50	auto						
7750	distance	1	5	{'w': 3}	mahalanobis	40	kd_tree						
7751	distance	1	10	{'V': 2}	chebyshev	50	auto	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
7752	distance	2	10	{'V': 1}	mahalanobis	20	brute						
7753	uniform	2	10	{'V': 2}	chebyshev	40	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
7754	uniform	3	10	{'w': 3}	seuclidean	100	ball_tree						
7755	distance	1	5	{'w': 2}	chebyshev	30	ball_tree						
7756	uniform	1	3	{'w': 2}	mahalanobis	100	ball_tree						
7757	distance	2	5	{'w': 3}	chebyshev	50	auto	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
7758	distance	3	5	{'V': 3}	seuclidean	100	kd_tree						
7759	distance	2	5	{'V': 2}	seuclidean	100	brute						
7760	distance	2	10	{'w': 3}	mahalanobis	10	kd_tree						
7761	distance	1	10	{'w': 3}	seuclidean	40	auto						
7762	uniform	3	7	{'V': 1}	mahalanobis	40	ball_tree						
7763	distance	1	5	{'V': 1}	mahalanobis	50	auto						
7764	distance	1	3	{'V': 1}	mahalanobis	100	brute						
7765	uniform	2	10	{'V': 3}	minkowski	100	auto	0.8089229609149177	0.5629692191997879	0.4012591222119436	0.7740224545102594	0.29545772187281616	0.7658492862243714
7766	distance	1	5	{'w': 2}	chebyshev	100	ball_tree						
7767	uniform	3	3	{'w': 3}	minkowski	40	brute	0.7897197436219681	0.4783181916661838	0.47689060211360357	0.5858582405054968	0.4103424178895877	0.7122724070795602
7768	distance	1	3	{'w': 2}	chebyshev	50	kd_tree						
7769	uniform	1	7	{'w': 3}	mahalanobis	50	brute						
7770	distance	3	7	{'w': 3}	mahalanobis	50	brute						
7771	distance	3	10	{'w': 3}	minkowski	50	brute	0.8162414645385614	0.5862316451925376	0.48557602574723335	0.7318375173213882	0.3810621942697414	0.7527400855566346
7772	distance	2	3	{'V': 3}	mahalanobis	10	kd_tree						
7773	uniform	2	10	{'V': 1}	chebyshev	30	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
7774	distance	2	7	{'w': 2}	mahalanobis	40	brute						
7775	distance	3	5	{'w': 3}	seuclidean	100	auto						
7776	uniform	2	5	{'w': 3}	chebyshev	30	brute	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
7777	uniform	3	7	{'w': 3}	seuclidean	50	kd_tree						
7778	distance	3	3	{'w': 1}	chebyshev	100	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
7779	distance	1	5	{'V': 3}	minkowski	100	ball_tree						
7780	distance	3	5	{'w': 1}	seuclidean	20	auto						
7781	uniform	2	7	{'V': 2}	seuclidean	20	kd_tree						
7782	uniform	3	5	{'w': 1}	seuclidean	50	auto						
7783	distance	3	5	{'w': 3}	chebyshev	10	kd_tree						
7784	distance	2	5	{'V': 1}	mahalanobis	100	kd_tree						
7785	uniform	3	7	{'V': 3}	mahalanobis	20	brute						
7786	uniform	1	10	{'V': 3}	chebyshev	50	auto	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
7787	distance	2	3	{'w': 2}	mahalanobis	100	kd_tree						
7788	uniform	2	7	{'w': 2}	chebyshev	100	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
7789	uniform	2	5	{'w': 2}	minkowski	100	ball_tree						
7790	uniform	3	5	{'w': 1}	seuclidean	40	ball_tree						
7791	distance	1	7	{'w': 1}	minkowski	30	brute	0.8070964768966528	0.5947338621950694	0.4964967147200158	0.6611467855815683	0.4255066387141859	0.7691869058088654
7792	distance	2	3	{'w': 1}	minkowski	100	brute	0.7833186711909849	0.5306620695435149	0.480488712099482	0.5622611389929549	0.4252969951083159	0.7234963384444327
7793	distance	1	7	{'w': 2}	minkowski	20	ball_tree						
7794	distance	2	5	{'V': 3}	minkowski	50	ball_tree						
7795	distance	2	7	{'V': 1}	mahalanobis	100	brute						
7796	distance	3	3	{'V': 1}	seuclidean	50	kd_tree						
7797	uniform	3	5	{'V': 2}	minkowski	40	kd_tree						
7798	distance	2	3	{'w': 1}	chebyshev	50	ball_tree						
7799	distance	3	3	{'w': 3}	mahalanobis	10	brute						
7800	distance	2	10	{'V': 2}	chebyshev	10	kd_tree						
7801	distance	1	3	{'w': 3}	chebyshev	20	ball_tree						
7802	distance	2	5	{'w': 1}	mahalanobis	100	brute						
7803	distance	1	3	{'V': 3}	minkowski	30	kd_tree						
7804	distance	2	5	{'w': 3}	chebyshev	100	ball_tree						
7805	uniform	2	5	{'w': 1}	seuclidean	50	brute						
7806	uniform	3	7	{'V': 1}	mahalanobis	30	kd_tree						
7807	distance	1	5	{'V': 1}	chebyshev	100	ball_tree						
7808	distance	1	10	{'w': 2}	mahalanobis	40	brute						
7809	distance	2	10	{'w': 3}	mahalanobis	100	kd_tree						
7810	distance	1	7	{'V': 3}	minkowski	40	brute						
7811	uniform	1	5	{'V': 2}	mahalanobis	40	brute						
7812	distance	2	3	{'w': 3}	minkowski	40	brute	0.7833186711909849	0.5306620695435149	0.480488712099482	0.5622611389929549	0.4252969951083159	0.7234963384444327
7813	uniform	1	3	{'V': 1}	chebyshev	10	ball_tree						
7814	uniform	3	5	{'w': 2}	seuclidean	30	auto						
7815	uniform	1	5	{'V': 1}	chebyshev	50	ball_tree						
7816	distance	2	10	{'V': 1}	seuclidean	30	kd_tree						
7817	distance	2	10	{'V': 3}	chebyshev	30	ball_tree						
7818	uniform	1	3	{'V': 2}	seuclidean	20	ball_tree						
7819	distance	2	3	{'w': 2}	minkowski	40	kd_tree						
7820	distance	2	5	{'V': 1}	seuclidean	30	brute						
7821	uniform	2	10	{'w': 2}	mahalanobis	10	ball_tree						
7822	uniform	1	10	{'V': 3}	mahalanobis	10	brute						
7823	uniform	2	3	{'V': 1}	minkowski	10	kd_tree						
7824	uniform	3	5	{'V': 2}	mahalanobis	10	auto						
7825	uniform	3	7	{'w': 1}	minkowski	10	kd_tree						
7826	uniform	2	10	{'w': 2}	mahalanobis	40	brute						
7827	uniform	1	10	{'w': 3}	chebyshev	10	auto	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
7828	uniform	3	10	{'V': 2}	mahalanobis	10	ball_tree						
7829	distance	3	10	{'V': 2}	mahalanobis	30	kd_tree						
7830	uniform	2	10	{'w': 1}	minkowski	100	auto	0.8089229609149177	0.5629692191997879	0.4012591222119436	0.7740224545102594	0.29545772187281616	0.7658492862243714
7831	uniform	1	3	{'w': 2}	minkowski	20	brute	0.7778517866867747	0.4849687185684413	0.475985228712127	0.5412634708286882	0.4479385045422782	0.7277703839945258
7832	distance	2	10	{'V': 3}	minkowski	40	auto	0.8080055297222571	0.5850963673317819	0.4689020164232306	0.6811111111111111	0.3735849056603774	0.764399191327281
7833	distance	2	10	{'V': 1}	seuclidean	20	auto						
7834	distance	2	3	{'V': 2}	seuclidean	20	ball_tree						
7835	uniform	1	5	{'w': 3}	chebyshev	50	ball_tree						
7836	uniform	2	5	{'V': 1}	minkowski	30	kd_tree						
7837	distance	2	5	{'w': 2}	chebyshev	100	kd_tree						
7838	uniform	1	3	{'w': 3}	seuclidean	10	auto						
7839	distance	3	10	{'w': 2}	minkowski	20	ball_tree						
7840	distance	3	5	{'V': 2}	seuclidean	20	ball_tree						
7841	uniform	3	3	{'w': 1}	chebyshev	20	kd_tree						
7842	distance	2	5	{'V': 1}	chebyshev	40	kd_tree						
7843	distance	2	3	{'w': 2}	minkowski	50	brute	0.7833186711909849	0.5306620695435149	0.480488712099482	0.5622611389929549	0.4252969951083159	0.7234963384444327
7844	distance	2	5	{'V': 1}	chebyshev	10	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
7845	distance	1	7	{'V': 1}	seuclidean	50	kd_tree						
7846	distance	1	7	{'w': 2}	mahalanobis	100	brute						
7847	uniform	3	10	{'w': 1}	minkowski	30	kd_tree						
7848	uniform	2	3	{'w': 3}	chebyshev	10	kd_tree						
7849	uniform	1	3	{'V': 3}	minkowski	40	auto						
7850	uniform	1	10	{'V': 2}	mahalanobis	40	kd_tree						
7851	uniform	3	5	{'V': 1}	seuclidean	100	auto						
7852	distance	3	7	{'V': 1}	chebyshev	20	brute	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
7853	uniform	3	7	{'V': 3}	mahalanobis	20	auto						
7854	distance	3	3	{'w': 1}	mahalanobis	40	ball_tree						
7855	uniform	2	7	{'w': 3}	mahalanobis	10	kd_tree						
7856	uniform	1	7	{'w': 1}	chebyshev	40	kd_tree						
7857	distance	2	7	{'w': 2}	minkowski	10	auto	0.8061874240710486	0.5746922436876181	0.48556948141485484	0.6618488107873477	0.4032844164919636	0.7507718696397941
7858	distance	1	7	{'w': 1}	mahalanobis	40	auto						
7859	uniform	1	5	{'V': 2}	seuclidean	30	ball_tree						
7860	uniform	2	7	{'V': 3}	seuclidean	20	brute						
7861	distance	1	3	{'w': 1}	chebyshev	50	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
7862	distance	2	3	{'w': 3}	seuclidean	30	auto						
7863	uniform	1	7	{'V': 1}	minkowski	20	brute						
7864	uniform	1	7	{'w': 1}	mahalanobis	30	kd_tree						
7865	uniform	1	3	{'w': 2}	mahalanobis	40	kd_tree						
7866	distance	3	7	{'V': 1}	seuclidean	50	kd_tree						
7867	distance	1	3	{'w': 3}	mahalanobis	10	brute						
7868	uniform	1	10	{'w': 2}	mahalanobis	20	brute						
7869	uniform	1	5	{'V': 1}	chebyshev	10	kd_tree						
7870	distance	1	3	{'V': 2}	minkowski	100	kd_tree						
7871	uniform	1	5	{'w': 3}	minkowski	100	kd_tree						
7872	uniform	3	3	{'w': 2}	mahalanobis	50	auto						
7873	uniform	2	5	{'w': 3}	mahalanobis	10	auto						
7874	distance	3	10	{'V': 1}	seuclidean	100	kd_tree						
7875	distance	3	3	{'V': 1}	seuclidean	40	ball_tree						
7876	distance	3	10	{'w': 2}	minkowski	40	brute	0.8162414645385614	0.5862316451925376	0.48557602574723335	0.7318375173213882	0.3810621942697414	0.7527400855566346
7877	uniform	1	10	{'w': 1}	seuclidean	30	ball_tree						
7878	distance	3	5	{'V': 2}	seuclidean	10	brute						
7879	distance	1	7	{'V': 3}	mahalanobis	30	ball_tree						
7880	uniform	3	10	{'w': 3}	seuclidean	30	ball_tree						
7881	distance	1	10	{'w': 2}	seuclidean	10	kd_tree						
7882	distance	1	5	{'V': 3}	seuclidean	30	ball_tree						
7883	distance	3	10	{'V': 1}	mahalanobis	30	auto						
7884	uniform	1	3	{'V': 1}	minkowski	100	ball_tree						
7885	uniform	3	3	{'V': 1}	chebyshev	100	auto	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
7886	uniform	2	5	{'V': 3}	mahalanobis	40	ball_tree						
7887	distance	1	3	{'V': 3}	minkowski	40	brute						
7888	uniform	1	7	{'w': 1}	seuclidean	20	brute						
7889	distance	3	7	{'w': 1}	mahalanobis	20	ball_tree						
7890	uniform	1	10	{'V': 1}	chebyshev	40	auto	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
7891	distance	1	10	{'w': 2}	chebyshev	30	ball_tree						
7892	uniform	2	5	{'V': 1}	mahalanobis	100	brute						
7893	uniform	1	5	{'w': 2}	mahalanobis	30	auto						
7894	distance	2	10	{'w': 3}	minkowski	20	brute	0.8080055297222571	0.5850963673317819	0.4689020164232306	0.6811111111111111	0.3735849056603774	0.764399191327281
7895	distance	2	10	{'V': 3}	seuclidean	40	ball_tree						
7896	uniform	3	5	{'w': 1}	chebyshev	30	brute	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
7897	distance	2	7	{'V': 3}	minkowski	40	auto	0.8061874240710486	0.5746922436876181	0.48556948141485484	0.6618488107873477	0.4032844164919636	0.7507718696397941
7898	uniform	2	3	{'w': 3}	chebyshev	50	brute	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
7899	distance	1	7	{'V': 2}	chebyshev	10	kd_tree						
7900	uniform	3	10	{'w': 3}	seuclidean	10	auto						
7901	uniform	1	5	{'w': 3}	mahalanobis	50	auto						
7902	uniform	2	7	{'V': 2}	seuclidean	100	ball_tree						
7903	uniform	3	7	{'V': 1}	minkowski	20	kd_tree						
7904	uniform	1	5	{'V': 2}	seuclidean	50	kd_tree						
7905	distance	2	5	{'V': 1}	chebyshev	100	auto	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
7906	distance	2	10	{'V': 2}	minkowski	100	auto	0.8080055297222571	0.5850963673317819	0.4689020164232306	0.6811111111111111	0.3735849056603774	0.764399191327281
7907	distance	3	3	{'w': 3}	mahalanobis	20	brute						
7908	distance	2	7	{'V': 1}	mahalanobis	10	auto						
7909	uniform	1	10	{'w': 1}	chebyshev	100	auto	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
7910	distance	2	7	{'w': 1}	chebyshev	10	auto	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
7911	distance	1	10	{'w': 1}	seuclidean	50	auto						
7912	distance	2	7	{'w': 2}	minkowski	10	ball_tree						
7913	distance	2	3	{'w': 3}	mahalanobis	100	brute						
7914	distance	2	5	{'w': 1}	chebyshev	10	kd_tree						
7915	uniform	1	5	{'w': 3}	minkowski	20	auto	0.8061832348875205	0.544218418058058	0.505125902510866	0.6528630056673832	0.43305380852550657	0.7532971757431863
7916	distance	3	5	{'w': 1}	minkowski	10	brute	0.8043483725021993	0.5635233575017149	0.4907461052835454	0.6485467358312186	0.40328441649196367	0.7422412832831867
