	shrinking	probability	kernel	gamma	degree	decision_function_shape	coef0	break_ties	C	accuracy	average_precision	f1	precision	recall	roc_auc
0	True	True	linear	scale	1	ovr	0.0	False	1.0	0.8545808721880105	0.761221202875378	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8618217427037613
1	True	False	poly	scale	1	ovo	0.001	True	0.005						
2	False	True	poly	auto	1	ovr	1.0	False	0.001	0.7586862720455783	0.7431838349064573	0.0	0.0	0.0	0.852062094531974
3	True	False	poly	scale	3	ovo	0.0	True	0.005						
4	True	False	sigmoid	scale	3	ovr	5.0	True	10.0	0.7586862720455783	0.583854825333513	0.0	0.0	0.0	0.8223765890849318
5	True	False	rbf	scale	5	ovr	1.0	False	0.05	0.7586862720455783	0.7230441609410447	0.0	0.0	0.0	0.8442980922237571
6	False	False	sigmoid	scale	2	ovo	5.0	False	0.001	0.7586862720455783	0.5892366385792215	0.0	0.0	0.0	0.8278161994858972
7	True	True	rbf	auto	4	ovr	0.01	True	0.001	0.7586862720455783	0.7292605797439466	0.0	0.0	0.0	0.847964572367846
8	False	True	sigmoid	auto	5	ovr	0.001	False	0.005	0.7586862720455783	0.7273197992920506	0.0	0.0	0.0	0.845189903299701
9	False	True	linear	scale	4	ovr	10.0	True	1.0	0.8545808721880105	0.761221503487647	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8617976987776943
10	True	False	sigmoid	auto	3	ovr	0.1	True	10.0	0.7888316367140045	0.564492130362534	0.5551693769758808	0.5641290232568122	0.556023222060958	0.7928204836763599
11	False	False	linear	auto	5	ovr	1.0	True	0.05	0.8545808721880105	0.7548365756037431	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8574920873625125
12	False	False	poly	auto	4	ovr	0.0	True	10.0	0.8262703699049055	0.6498234700906452	0.48893373463079015	0.7562271062271062	0.3776487663280116	0.8005350866455665
13	False	True	linear	auto	4	ovo	10.0	False	0.001	0.7586862720455783	0.7427584573252135	0.0	0.0	0.0	0.8506732299298791
14	False	False	sigmoid	auto	5	ovo	10.0	False	1.0	0.7586862720455783	0.6740423946649698	0.0	0.0	0.0	0.8304579712172346
15	False	False	linear	auto	5	ovr	1.0	False	0.01	0.7778685434208873	0.7418941250721026	0.14712314938730034	0.7666666666666667	0.08686502177068214	0.8507287495409797
16	False	True	rbf	scale	1	ovo	10.0	True	0.5						
17	False	True	sigmoid	scale	5	ovr	0.0	False	0.5	0.7951991956767627	0.5305544695924767	0.47621370938218444	0.5893690218834149	0.4268505079825834	0.7421546855054469
18	True	False	rbf	auto	3	ovr	5.0	True	0.1	0.7586862720455783	0.7290100985529049	0.0	0.0	0.0	0.849033434172102
19	False	True	poly	auto	5	ovo	0.1	True	0.01						
20	False	False	sigmoid	scale	4	ovr	0.1	True	10.0	0.7467638557245192	0.4889431363107043	0.4570020103620697	0.47881787802840436	0.44252539912917277	0.7405297532656024
21	False	False	rbf	scale	4	ovr	0.1	True	0.1	0.7605127560638432	0.7233328443562028	0.021818181818181816	0.3	0.011320754716981133	0.8445057443125185
22	True	True	poly	auto	2	ovo	10.0	False	0.01	0.8381425160236269	0.7438338186848986	0.47776405956910006	0.9368091074080184	0.36233671988388966	0.8509311556822355
23	True	True	rbf	scale	3	ovo	5.0	True	0.005						
24	False	False	linear	scale	3	ovo	0.0	True	0.05						
25	True	False	rbf	auto	3	ovo	0.001	False	0.05	0.7586862720455783	0.7292549238851174	0.0	0.0	0.0	0.8490557294490007
26	False	False	linear	scale	4	ovr	10.0	False	0.1	0.8545808721880105	0.7440054711439157	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8554168779617746
27	False	False	sigmoid	scale	3	ovr	0.1	True	10.0	0.7467638557245192	0.4889431363107043	0.4570020103620697	0.47881787802840436	0.44252539912917277	0.7405297532656024
28	False	False	rbf	scale	2	ovr	0.0	True	5.0	0.8609777554354656	0.7236753694512857	0.5992669358061963	0.8111349448615351	0.521044992743106	0.8404803539265917
29	False	False	linear	auto	3	ovo	1.0	False	0.005	0.7586862720455783	0.7422194270247472	0.0	0.0	0.0	0.8509145435151346
30	True	False	linear	auto	3	ovo	10.0	True	5.0						
31	False	True	poly	scale	3	ovr	0.0	False	0.1	0.7714716601734322	0.6644599607878456	0.0970356926799758	0.6	0.05283018867924529	0.8166602549530488
32	True	True	linear	scale	2	ovr	0.001	True	0.005	0.7586862720455783	0.7422194270247472	0.0	0.0	0.0	0.8509145435151346
33	True	True	poly	scale	1	ovo	1.0	True	1.0						
34	True	False	linear	auto	2	ovr	0.001	False	0.5	0.8545808721880105	0.7519844524517542	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8633539965376746
35	True	True	poly	auto	1	ovr	1.0	False	0.1	0.7586862720455783	0.7419473151454616	0.0	0.0	0.0	0.8506373826219246
36	False	True	rbf	scale	5	ovr	0.01	True	10.0	0.8490930417661599	0.7105812894405115	0.5832147366061761	0.7319963768115942	0.5134978229317853	0.8289296518439505
37	True	False	rbf	auto	3	ovr	0.01	True	0.005	0.7586862720455783	0.7277653856512537	0.0	0.0	0.0	0.8469298092223758
38	True	False	sigmoid	scale	2	ovo	0.001	True	0.5						
39	True	True	poly	scale	1	ovr	1.0	True	1.0	0.8545808721880105	0.7518016988924623	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8604879605504749
40	True	False	linear	auto	1	ovr	0.1	False	0.05	0.8545808721880105	0.7548365756037431	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8574920873625125
41	True	True	linear	auto	2	ovo	0.01	False	0.005	0.7586862720455783	0.7422194270247472	0.0	0.0	0.0	0.8509145435151346
42	False	False	sigmoid	scale	5	ovo	10.0	True	5.0						
43	True	True	poly	auto	5	ovr	0.001	True	10.0	0.7961291944200075	0.5887964355939477	0.365010985962931	0.6967226613965745	0.25312046444121916	0.7804942556874814
44	False	True	sigmoid	scale	5	ovr	1.0	True	10.0	0.7458506137153869	0.4371817481322349	0.4681120038649553	0.4734073260647894	0.46894049346879535	0.7252824068407155
45	True	True	linear	auto	2	ovr	0.01	False	0.001	0.7586862720455783	0.7427584573252135	0.0	0.0	0.0	0.8506732299298791
46	False	False	linear	auto	4	ovr	0.001	True	0.01	0.7778685434208873	0.7418941250721026	0.14712314938730034	0.7666666666666667	0.08686502177068214	0.8507287495409797
47	False	True	linear	scale	5	ovr	5.0	False	0.001	0.7586862720455783	0.7427584573252135	0.0	0.0	0.0	0.8506732299298791
48	True	False	rbf	scale	1	ovr	5.0	False	0.5	0.8564073562062754	0.7214877428722744	0.5600369657296881	0.8842298919718274	0.48686502177068214	0.8411409061499991
49	False	False	linear	scale	2	ovo	10.0	True	10.0						
50	False	True	linear	auto	2	ovo	0.0	False	5.0	0.8545808721880105	0.7559843968032732	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8610125553010299
51	True	True	linear	scale	3	ovo	0.01	True	0.001						
52	False	False	poly	scale	1	ovr	0.001	False	0.005	0.7586862720455783	0.741499433567741	0.0	0.0	0.0	0.8504988021753196
53	False	True	sigmoid	auto	3	ovo	0.0	True	10.0						
54	False	True	poly	scale	5	ovo	0.001	True	1.0						
55	True	True	linear	scale	5	ovo	5.0	True	0.05						
56	False	False	poly	scale	2	ovo	0.1	False	0.005	0.7586862720455783	0.7142233351435782	0.0	0.0	0.0	0.8409704128560687
57	False	True	rbf	scale	5	ovo	10.0	False	0.01	0.7586862720455783	0.7225329025708092	0.0	0.0	0.0	0.8442810428943641
58	False	False	rbf	auto	4	ovo	0.0	False	0.001	0.7586862720455783	0.7292605797439466	0.0	0.0	0.0	0.847964572367846
59	True	False	sigmoid	auto	1	ovr	5.0	True	0.005	0.7586862720455783	0.6689444183213843	0.0	0.0	0.0	0.8416821130676553
60	True	True	poly	auto	2	ovr	0.01	False	5.0	0.8564073562062754	0.7275685730963415	0.571729035742998	0.8065342789598109	0.5020319303338171	0.8408200290275761
61	False	True	linear	auto	5	ovr	10.0	True	0.5	0.8545808721880105	0.7519795993521029	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8632617552940353
62	False	True	linear	auto	2	ovr	5.0	True	0.05	0.8545808721880105	0.7548365756037431	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8574920873625125
63	False	False	sigmoid	auto	5	ovo	0.0	False	0.5	0.8582296510410121	0.7006899784337554	0.5811003819818356	0.7731763068972372	0.5095791001451379	0.8526881109343034
64	False	False	sigmoid	auto	2	ovr	0.001	True	0.005	0.7586862720455783	0.7273197992920506	0.0	0.0	0.0	0.845189903299701
65	False	False	linear	auto	2	ovr	0.1	True	10.0	0.8545808721880105	0.7602160059787091	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8622925664923846
66	False	True	poly	auto	2	ovr	0.001	True	0.1	0.7586862720455783	0.7038166372602519	0.0	0.0	0.0	0.8354809659538006
67	True	False	linear	auto	2	ovr	5.0	True	5.0	0.8545808721880105	0.7535855047574893	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8605150646125868
68	False	True	sigmoid	scale	5	ovo	0.1	True	10.0						
69	True	False	rbf	scale	2	ovo	5.0	True	0.01						
70	True	True	rbf	auto	3	ovr	5.0	False	0.01	0.7586862720455783	0.7285442724272935	0.0	0.0	0.0	0.8486854529875671
71	False	False	poly	auto	2	ovo	0.001	True	10.0						
72	False	True	poly	auto	5	ovr	10.0	False	0.05	0.817129571446525	0.6312827541359658	0.5886173051252536	0.6221812106022633	0.5818577648766328	0.7920738104814031
73	True	True	rbf	scale	5	ovo	0.001	False	0.1	0.7605127560638432	0.7233328443562028	0.021818181818181816	0.3	0.011320754716981133	0.8445057443125185
74	True	False	linear	scale	3	ovr	0.1	True	0.1	0.8545808721880105	0.7440054711439157	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8554168779617746
75	True	False	linear	scale	3	ovr	5.0	False	0.001	0.7586862720455783	0.7427584573252135	0.0	0.0	0.0	0.8506732299298791
76	True	False	rbf	scale	5	ovr	0.001	True	0.5	0.8564073562062754	0.7214877428722744	0.5600369657296881	0.8842298919718274	0.48686502177068214	0.8411409061499991
77	True	True	poly	auto	3	ovr	0.01	False	0.5	0.7787817854300196	0.6726712225182988	0.16183288409703506	0.7314285714285714	0.0944121915820029	0.817671848497036
78	True	False	poly	scale	2	ovr	0.0	False	10.0	0.8527418206191614	0.6984178205202431	0.6012123477297896	0.7297405201660521	0.536211901306241	0.8313620228373582
79	True	False	rbf	auto	1	ovo	0.001	False	0.005	0.7586862720455783	0.7277653856512537	0.0	0.0	0.0	0.8469298092223758
80	True	True	sigmoid	scale	5	ovo	0.0	True	0.05						
81	True	False	rbf	scale	5	ovr	0.01	True	0.01	0.7586862720455783	0.7225329025708092	0.0	0.0	0.0	0.8442810428943641
82	True	True	linear	scale	5	ovr	1.0	False	0.05	0.8545808721880105	0.7548365756037431	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8574920873625125
83	True	False	rbf	auto	4	ovr	0.001	True	0.05	0.7586862720455783	0.7292549238851174	0.0	0.0	0.0	0.8490557294490007
84	True	True	sigmoid	scale	4	ovr	1.0	False	5.0	0.7495035817519166	0.4408443214014784	0.4673984770762932	0.47630143280988324	0.4650217706821481	0.7280102995436025
85	False	False	linear	scale	1	ovr	5.0	True	0.01	0.7778685434208873	0.7418941250721026	0.14712314938730034	0.7666666666666667	0.08686502177068214	0.8507287495409797
86	False	False	linear	auto	1	ovr	0.1	True	0.01	0.7778685434208873	0.7418941250721026	0.14712314938730034	0.7666666666666667	0.08686502177068214	0.8507287495409797
87	False	False	sigmoid	auto	5	ovr	0.0	True	5.0	0.8052574253278036	0.6230503387080379	0.5652372379755608	0.5937015891166835	0.5518867924528302	0.7975693776557609
88	True	False	sigmoid	scale	2	ovr	10.0	True	0.01	0.7586862720455783	0.6813329048970238	0.0	0.0	0.0	0.8336868519069018
89	False	True	sigmoid	scale	4	ovr	5.0	True	1.0	0.7586862720455783	0.5837040837418385	0.0	0.0	0.0	0.8240649098571353
90	True	True	linear	scale	4	ovo	0.001	True	0.01						
91	True	True	rbf	auto	2	ovr	0.0	False	0.01	0.7586862720455783	0.7285442724272935	0.0	0.0	0.0	0.8486854529875671
92	True	False	poly	auto	5	ovo	0.1	False	0.05	0.7577688408529177	0.5477033822567031	0.0	0.0	0.0	0.7780548900973998
93	True	False	poly	scale	2	ovr	0.001	True	10.0	0.8527418206191614	0.6993690934790149	0.6012123477297896	0.7297405201660521	0.536211901306241	0.8313620228373582
94	True	False	linear	auto	4	ovo	0.01	False	0.5	0.8545808721880105	0.7519844524517542	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8633539965376746
95	True	True	rbf	auto	1	ovr	0.001	True	10.0	0.8609777554354656	0.7224263557980993	0.6015250131882992	0.8051117221081983	0.5285921625544268	0.8391876650287653
96	True	False	rbf	scale	5	ovr	0.1	False	0.1	0.7605127560638432	0.7233328443562028	0.021818181818181816	0.3	0.011320754716981133	0.8445057443125185
97	True	False	rbf	scale	2	ovo	1.0	False	1.0	0.8554899250136149	0.7206041314688442	0.5524897959183673	0.6842298919718275	0.4830188679245283	0.8387754209872874
98	True	False	sigmoid	auto	5	ovo	0.1	False	0.01	0.7586862720455783	0.7280004247467554	0.0	0.0	0.0	0.8437971042369771
99	True	True	poly	auto	5	ovo	0.0	False	0.005	0.7586862720455783	0.4890109072707335	0.0	0.0	0.0	0.752305156766398
100	False	False	linear	auto	5	ovr	0.1	False	0.5	0.8545808721880105	0.7519795993521029	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8632617552940353
101	True	True	rbf	auto	1	ovo	0.0	False	0.01	0.7586862720455783	0.7285442724272935	0.0	0.0	0.0	0.8486854529875671
102	False	False	sigmoid	scale	3	ovo	0.1	True	0.5						
103	False	True	linear	auto	4	ovr	1.0	False	0.5	0.8545808721880105	0.7519795993521029	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8632617552940353
104	False	True	poly	scale	3	ovo	10.0	False	5.0	0.8299233379414351	0.6451471591094226	0.6015844510624958	0.6534821802516901	0.5818577648766328	0.7980589994229458
105	True	False	rbf	scale	4	ovr	0.1	False	0.1	0.7605127560638432	0.7233328443562028	0.021818181818181816	0.3	0.011320754716981133	0.8445057443125185
106	True	False	poly	scale	5	ovr	10.0	True	0.005	0.8253487495287167	0.649741350595961	0.5720892451131361	0.6393607574161569	0.5476052249637156	0.8064319688040988
107	False	False	poly	scale	3	ovo	0.0	True	0.1						
108	True	False	poly	auto	1	ovo	0.1	False	0.5	0.8554941141971429	0.748378630732075	0.5682687163434179	0.864469696969697	0.5132801161103048	0.8529643975029291
109	True	True	poly	scale	5	ovo	0.0	True	1.0						
110	True	False	rbf	auto	2	ovr	5.0	True	0.05	0.7586862720455783	0.7292549238851174	0.0	0.0	0.0	0.8490557294490007
111	True	True	poly	scale	4	ovr	0.1	False	0.01	0.7586862720455783	0.5851800157156458	0.0	0.0	0.0	0.7917437529508455
112	True	True	rbf	scale	4	ovo	0.001	True	0.1						
113	False	True	poly	scale	1	ovo	5.0	True	5.0						
114	False	False	rbf	auto	4	ovo	5.0	True	0.005						
115	False	True	linear	auto	1	ovo	10.0	False	5.0	0.8545808721880105	0.7559843968032732	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8610125553010299
116	False	False	poly	auto	3	ovr	1.0	True	0.01	0.7586862720455783	0.7261460228961573	0.0	0.0	0.0	0.8472410687743718
117	False	True	sigmoid	auto	3	ovr	1.0	False	0.05	0.7586862720455783	0.6951464962800754	0.0	0.0	0.0	0.8397655935789603
118	False	True	rbf	scale	2	ovo	1.0	False	0.1	0.7605127560638432	0.7233328443562028	0.021818181818181816	0.3	0.011320754716981133	0.8445057443125185
119	False	False	sigmoid	auto	2	ovr	0.1	False	5.0	0.7906706882828536	0.5631835844629528	0.5492578791028648	0.5778947368421053	0.5444847605224963	0.7845122143144422
120	False	True	poly	auto	2	ovo	0.0	False	5.0	0.8573247873989359	0.7274593815995993	0.578612152626115	0.8232009456264777	0.5058780841799709	0.8399273436270482
121	False	True	sigmoid	scale	4	ovo	0.0	True	0.01						
122	False	False	poly	auto	3	ovr	1.0	True	5.0	0.858225461857484	0.7033882526683815	0.610895509719039	0.7528616026830313	0.5437590711175617	0.8318485844684981
123	True	False	linear	scale	4	ovo	0.01	True	0.01						
124	True	False	sigmoid	auto	3	ovr	0.0	True	0.01	0.7586862720455783	0.7300943760171967	0.0	0.0	0.0	0.847234948502282
125	False	False	poly	scale	3	ovo	0.0	False	0.1	0.7714716601734322	0.6644599607878456	0.0970356926799758	0.6	0.05283018867924529	0.8166602549530488
126	False	False	linear	scale	4	ovo	10.0	True	5.0						
127	True	False	linear	scale	4	ovo	0.0	True	10.0						
128	True	True	poly	scale	3	ovr	1.0	True	0.001	0.7586862720455783	0.7193765710187187	0.0	0.0	0.0	0.8450360221728715
129	True	True	linear	scale	3	ovo	0.01	True	0.05						
130	True	True	sigmoid	scale	2	ovr	5.0	True	0.5	0.7586862720455783	0.5834222965818583	0.0	0.0	0.0	0.823651354328781
131	False	False	linear	scale	2	ovr	0.1	False	0.005	0.7586862720455783	0.7422194270247472	0.0	0.0	0.0	0.8509145435151346
132	True	False	rbf	auto	1	ovr	0.001	True	0.005	0.7586862720455783	0.7277653856512537	0.0	0.0	0.0	0.8469298092223758
133	True	False	rbf	scale	1	ovo	0.001	False	0.1	0.7605127560638432	0.7233328443562028	0.021818181818181816	0.3	0.011320754716981133	0.8445057443125185
134	True	False	linear	auto	2	ovo	1.0	False	0.005	0.7586862720455783	0.7422194270247472	0.0	0.0	0.0	0.8509145435151346
135	True	False	sigmoid	auto	4	ovo	10.0	False	0.05	0.7586862720455783	0.6740423946649698	0.0	0.0	0.0	0.8304579712172346
136	True	True	poly	scale	1	ovo	0.01	True	0.1						
137	True	False	linear	scale	1	ovo	0.01	False	0.01	0.7778685434208873	0.7418941250721026	0.14712314938730034	0.7666666666666667	0.08686502177068214	0.8507287495409797
138	False	True	rbf	scale	2	ovr	0.0	True	5.0	0.8609777554354656	0.7236753694512857	0.5992669358061963	0.8111349448615351	0.521044992743106	0.8404803539265917
139	True	False	poly	scale	4	ovo	0.01	False	0.5	0.787914205521344	0.6153568957381875	0.30757520399464133	0.7115909090909092	0.19666182873730045	0.7945214821550353
140	False	True	rbf	auto	5	ovr	0.0	False	0.005	0.7586862720455783	0.7277653856512537	0.0	0.0	0.0	0.8469298092223758
141	True	False	sigmoid	auto	5	ovr	5.0	True	0.01	0.7586862720455783	0.6689444183213843	0.0	0.0	0.0	0.8416821130676553
142	True	True	sigmoid	scale	2	ovr	0.1	False	0.05	0.7586862720455783	0.690652354148013	0.0	0.0	0.0	0.8361974749506006
143	True	True	linear	auto	5	ovr	10.0	True	0.05	0.8545808721880105	0.7548365756037431	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8574920873625125
144	False	False	rbf	auto	5	ovo	0.001	False	0.01	0.7586862720455783	0.7285442724272935	0.0	0.0	0.0	0.8486854529875671
145	True	True	sigmoid	auto	4	ovr	0.1	False	0.1	0.7586862720455783	0.7253741370242988	0.0	0.0	0.0	0.8425153443964538
146	True	False	sigmoid	scale	3	ovr	1.0	True	0.01	0.7586862720455783	0.609736714599258	0.0	0.0	0.0	0.8316724080647699
147	False	False	poly	scale	5	ovo	5.0	False	0.001	0.8609819446189937	0.7377105247733711	0.5856111883872739	0.8841359561086579	0.5096516690856314	0.8380829559165545
148	False	False	rbf	auto	4	ovr	1.0	False	0.01	0.7586862720455783	0.7285442724272935	0.0	0.0	0.0	0.8486854529875671
149	False	True	linear	scale	2	ovo	0.01	False	0.001	0.7586862720455783	0.7427584573252135	0.0	0.0	0.0	0.8506732299298791
150	False	True	sigmoid	scale	1	ovo	0.01	True	0.001						
151	True	False	sigmoid	auto	4	ovr	0.01	False	10.0	0.7997947300071216	0.6094452203359366	0.5697215072610231	0.5879596634265565	0.5634978229317852	0.7929398289821113
152	False	False	linear	auto	1	ovo	1.0	False	1.0	0.8545808721880105	0.761221503487647	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8617976987776943
153	False	True	linear	scale	1	ovo	0.01	False	0.01	0.7778685434208873	0.7418941250721026	0.14712314938730034	0.7666666666666667	0.08686502177068214	0.8507287495409797
154	True	False	linear	auto	2	ovo	0.0	True	0.5						
155	False	True	linear	auto	1	ovo	0.1	True	5.0						
156	True	False	linear	scale	5	ovr	0.01	True	0.1	0.8545808721880105	0.7440054711439157	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8554168779617746
157	False	False	poly	auto	1	ovo	0.01	True	1.0						
158	False	True	rbf	scale	2	ovr	1.0	False	0.001	0.7586862720455783	0.7254357611942857	0.0	0.0	0.0	0.8442513158584994
159	True	False	poly	scale	5	ovo	0.1	False	0.5	0.7997821624565372	0.6015289549980493	0.37799735773368315	0.7178030303030303	0.26074020319303337	0.7889249304911956
160	True	False	linear	scale	3	ovo	0.1	False	0.005	0.7586862720455783	0.7422194270247472	0.0	0.0	0.0	0.8509145435151346
161	True	True	rbf	auto	4	ovo	5.0	True	0.01						
162	True	False	rbf	auto	4	ovo	0.01	False	0.5	0.8554941141971429	0.7315976178691226	0.558527531767424	0.8811819964711018	0.48686502177068214	0.8490356199835627
163	True	False	rbf	auto	3	ovr	0.0	False	0.5	0.8554941141971429	0.7315976178691226	0.558527531767424	0.8811819964711018	0.48686502177068214	0.8490356199835627
164	True	True	sigmoid	scale	3	ovr	1.0	False	0.005	0.7586862720455783	0.6050854608979345	0.0	0.0	0.0	0.8260435063913126
165	True	False	sigmoid	scale	4	ovo	10.0	True	10.0						
166	False	True	linear	auto	5	ovr	1.0	True	0.5	0.8545808721880105	0.7519795993521029	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8632617552940353
167	False	False	poly	scale	5	ovr	10.0	True	1.0	0.7632147794394872	0.5500794069585404	0.5450279255544311	0.5096470525088945	0.6010885341074019	0.7662471365869866
168	True	False	rbf	auto	5	ovr	5.0	True	0.005	0.7586862720455783	0.7277653856512537	0.0	0.0	0.0	0.8469298092223758
169	False	False	sigmoid	scale	1	ovo	0.001	True	5.0						
170	False	True	poly	scale	1	ovo	0.0	False	0.1	0.7669096393112982	0.7418441255254136	0.06445332408589607	0.8	0.034034833091436865	0.8506391312710931
171	True	True	linear	scale	1	ovr	10.0	False	0.01	0.7778685434208873	0.7418941250721026	0.14712314938730034	0.7666666666666667	0.08686502177068214	0.8507287495409797
172	True	True	sigmoid	auto	4	ovr	1.0	True	0.001	0.7586862720455783	0.6849265791799589	0.0	0.0	0.0	0.8322153636315945
173	False	False	rbf	scale	3	ovr	1.0	False	0.001	0.7586862720455783	0.7254357611942857	0.0	0.0	0.0	0.8442513158584994
174	False	False	rbf	scale	2	ovr	0.1	False	0.1	0.7605127560638432	0.7233328443562028	0.021818181818181816	0.3	0.011320754716981133	0.8445057443125185
175	True	False	sigmoid	scale	1	ovr	0.0	False	5.0	0.7604876209626743	0.5315225645984444	0.4872802559759082	0.5108832104658891	0.480188679245283	0.7437179778621015
176	True	True	linear	scale	4	ovr	10.0	True	0.001	0.7586862720455783	0.7427584573252135	0.0	0.0	0.0	0.8506732299298791
177	False	False	sigmoid	auto	4	ovr	5.0	False	0.01	0.7586862720455783	0.6689444183213843	0.0	0.0	0.0	0.8416821130676553
178	False	False	linear	scale	4	ovo	1.0	False	1.0	0.8545808721880105	0.761221503487647	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8617976987776943
179	True	True	poly	auto	3	ovr	0.1	False	10.0	0.8527376314356332	0.6963900645736874	0.5972567366626772	0.7325320512820512	0.5286647314949202	0.8199848741846925
180	False	True	rbf	scale	5	ovr	0.01	True	0.5	0.8564073562062754	0.7214877428722744	0.5600369657296881	0.8842298919718274	0.48686502177068214	0.8411409061499991
181	False	False	rbf	auto	2	ovr	5.0	True	0.1	0.7586862720455783	0.7290100985529049	0.0	0.0	0.0	0.849033434172102
182	False	False	sigmoid	auto	1	ovo	0.01	False	0.001	0.7586862720455783	0.7264329195736482	0.0	0.0	0.0	0.8494491755119171
183	True	False	poly	scale	3	ovo	1.0	False	10.0	0.8216915923086591	0.6378313352487538	0.5590719991448134	0.6284847318000956	0.5324383164005806	0.8026413345690454
184	True	True	poly	auto	3	ovr	0.01	True	0.005	0.7586862720455783	0.647760332322924	0.0	0.0	0.0	0.8128853585605121
185	False	False	sigmoid	auto	3	ovo	0.1	False	10.0	0.7888316367140045	0.564492130362534	0.5551693769758808	0.5641290232568122	0.556023222060958	0.7928204836763599
186	True	True	sigmoid	auto	4	ovo	5.0	True	1.0						
187	False	True	sigmoid	scale	1	ovr	0.01	True	0.001	0.7586862720455783	0.7037348597398564	0.0	0.0	0.0	0.8427837620438211
188	False	True	poly	auto	1	ovo	1.0	False	0.1	0.7586862720455783	0.7419473151454616	0.0	0.0	0.0	0.8506373826219246
189	False	True	poly	auto	1	ovr	0.001	True	5.0	0.8545808721880105	0.7629021050352345	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8635966216098065
190	True	False	rbf	auto	1	ovr	1.0	False	0.05	0.7586862720455783	0.7292549238851174	0.0	0.0	0.0	0.8490557294490007
191	False	True	linear	scale	1	ovr	5.0	False	0.05	0.8545808721880105	0.7548365756037431	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8574920873625125
192	False	False	poly	scale	1	ovo	0.001	False	0.001	0.7586862720455783	0.7441580095848163	0.0	0.0	0.0	0.8518841694790774
193	True	True	linear	auto	1	ovo	0.0	False	0.1	0.8545808721880105	0.7440054711439157	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8554168779617746
194	True	True	poly	auto	4	ovr	0.001	False	10.0	0.8280968539231705	0.6509956856058589	0.4950069811805788	0.7579740099228418	0.38519593613933234	0.8008786962071799
195	True	False	poly	scale	3	ovr	5.0	False	0.01	0.8545808721880105	0.754574912728126	0.5658018801864142	0.8624224297869618	0.5095065312046445	0.8559681396121496
196	True	False	poly	scale	1	ovr	10.0	True	0.5	0.8545808721880105	0.7534493105995199	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8568026824278245
197	True	True	linear	auto	3	ovo	1.0	False	5.0	0.8545808721880105	0.7535855047574893	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8605150646125868
198	False	False	linear	auto	1	ovr	5.0	True	0.1	0.8545808721880105	0.7440054711439157	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8554168779617746
199	True	True	sigmoid	auto	3	ovr	10.0	False	0.01	0.7586862720455783	0.6740423946649698	0.0	0.0	0.0	0.8304579712172346
200	False	True	linear	scale	3	ovr	0.0	False	10.0	0.8545808721880105	0.7602160059787091	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8622925664923846
201	True	True	rbf	scale	4	ovr	0.01	False	0.05	0.7586862720455783	0.7230441609410447	0.0	0.0	0.0	0.8442980922237571
202	False	False	rbf	scale	3	ovr	0.0	True	0.01	0.7586862720455783	0.7225329025708092	0.0	0.0	0.0	0.8442810428943641
203	True	True	rbf	auto	4	ovo	5.0	False	0.001	0.7586862720455783	0.7292605797439466	0.0	0.0	0.0	0.847964572367846
204	False	False	rbf	auto	3	ovr	5.0	True	0.1	0.7586862720455783	0.7290100985529049	0.0	0.0	0.0	0.849033434172102
205	False	False	sigmoid	auto	5	ovr	0.01	False	1.0	0.8363160320053622	0.652065344363933	0.5662887055275206	0.6889284750337381	0.5285921625544268	0.8061963383286411
206	False	True	sigmoid	auto	3	ovo	10.0	True	0.005						
207	True	True	linear	scale	2	ovr	1.0	True	0.05	0.8545808721880105	0.7548365756037431	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8574920873625125
