	shrinking	probability	kernel	gamma	degree	decision_function_shape	coef0	break_ties	C	accuracy	average_precision	f1	precision	recall	roc_auc
2611	True	False	sigmoid	scale	1	ovr	5.0	True	10.0	0.7586862720455783	0.583854825333513	0.0	0.0	0.0	0.8223765890849318
2612	False	False	poly	auto	3	ovo	0.0	False	0.001	0.7586862720455783	0.6412426342857864	0.0	0.0	0.0	0.8039309633308269
2613	False	False	poly	scale	3	ovo	0.1	False	0.5	0.8536718193624063	0.7043435983969901	0.5624315667216824	0.8371789241450525	0.47191582002902754	0.8217457638973894
2614	True	False	poly	auto	5	ovr	5.0	True	0.05	0.8289933391981903	0.6624797489376552	0.567164459111013	0.6522341430499325	0.5248911465892598	0.8147690908772974
2615	True	False	linear	auto	5	ovo	1.0	True	0.5						
2616	False	True	sigmoid	scale	4	ovr	5.0	False	1.0	0.7586862720455783	0.5837040837418385	0.0	0.0	0.0	0.8240649098571353
2617	True	True	rbf	auto	2	ovr	1.0	True	0.001	0.7586862720455783	0.7292605797439466	0.0	0.0	0.0	0.847964572367846
2618	True	True	sigmoid	auto	4	ovr	0.1	True	0.1	0.7586862720455783	0.7253741370242988	0.0	0.0	0.0	0.8425153443964538
2619	False	False	linear	auto	3	ovr	0.01	True	0.5	0.8545808721880105	0.7519795993521029	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8632617552940353
2620	False	False	poly	scale	5	ovo	0.0	False	0.001	0.7586862720455783	0.4967361921827294	0.0	0.0	0.0	0.7523401297497683
2621	False	False	rbf	scale	5	ovo	0.1	True	0.005						
2622	False	False	sigmoid	scale	3	ovo	0.1	True	0.01						
2623	False	False	rbf	auto	3	ovr	5.0	True	0.5	0.8554941141971429	0.7315976178691226	0.558527531767424	0.8811819964711018	0.48686502177068214	0.8490356199835627
2624	True	False	poly	scale	2	ovr	1.0	False	0.1	0.8582338402245402	0.7472300140854633	0.571192037266226	0.8799301242236025	0.505732946298984	0.8503436095616136
2625	False	True	rbf	auto	2	ovo	10.0	True	0.05						
2626	False	False	linear	scale	2	ovr	5.0	False	5.0	0.8545808721880105	0.7559843968032732	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8610125553010299
2627	False	False	linear	auto	4	ovo	0.01	True	0.1						
2628	True	True	rbf	auto	1	ovo	0.1	False	0.01	0.7586862720455783	0.7285442724272935	0.0	0.0	0.0	0.8486854529875671
2629	False	True	linear	scale	2	ovo	0.1	True	0.001						
2630	False	True	poly	auto	1	ovr	1.0	False	0.005	0.7586862720455783	0.7423624229384049	0.0	0.0	0.0	0.8510574955846609
2631	True	True	rbf	scale	4	ovr	0.1	False	0.01	0.7586862720455783	0.7225329025708092	0.0	0.0	0.0	0.8442810428943641
2632	False	True	sigmoid	scale	1	ovo	0.1	True	5.0						
2633	False	False	linear	auto	5	ovr	10.0	True	0.01	0.7778685434208873	0.7418941250721026	0.14712314938730034	0.7666666666666667	0.08686502177068214	0.8507287495409797
2634	False	False	poly	scale	4	ovr	0.1	False	0.05	0.7659880189351096	0.5977810139262484	0.06404420141262246	0.6	0.033962264150943396	0.792333484882928
2635	False	False	linear	auto	5	ovr	10.0	False	10.0	0.8545808721880105	0.7602160059787091	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8622925664923846
2636	False	True	rbf	auto	2	ovo	0.0	False	1.0	0.8573205982154078	0.7252177256423649	0.5665754667268316	0.8808272946859903	0.49818577648766327	0.844222900309511
2637	False	False	rbf	auto	1	ovr	1.0	False	0.001	0.7586862720455783	0.7292605797439466	0.0	0.0	0.0	0.847964572367846
2638	False	False	linear	scale	5	ovr	0.1	False	0.1	0.8545808721880105	0.7440054711439157	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8554168779617746
2639	True	False	linear	auto	4	ovr	5.0	True	10.0	0.8545808721880105	0.7601454689789204	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8623157360938676
2640	True	True	sigmoid	scale	1	ovo	10.0	True	5.0						
2641	False	False	rbf	scale	5	ovo	5.0	False	1.0	0.8554899250136149	0.7206041314688442	0.5524897959183673	0.6842298919718275	0.4830188679245283	0.8387754209872874
2642	True	False	linear	auto	3	ovo	0.01	True	0.01						
2643	False	False	poly	auto	2	ovo	0.001	False	0.01	0.7586862720455783	0.7051125829164794	0.0	0.0	0.0	0.8359981289453897
2644	True	True	rbf	auto	5	ovr	0.001	False	0.5	0.8554941141971429	0.7315976178691226	0.558527531767424	0.8811819964711018	0.48686502177068214	0.8490356199835627
2645	False	False	poly	scale	1	ovo	0.0	False	0.1	0.7669096393112982	0.7418441255254136	0.06445332408589607	0.8	0.034034833091436865	0.8506391312710931
2646	True	True	linear	auto	3	ovo	0.0	True	0.01						
2647	True	False	poly	auto	4	ovr	10.0	True	5.0	0.80340580620837	0.6106065548990871	0.5894461383352159	0.5786788258462259	0.6122641509433963	0.7813467221571336
2648	True	False	linear	auto	2	ovo	0.001	True	0.001						
2649	False	True	rbf	auto	5	ovr	0.01	False	0.1	0.7586862720455783	0.7290100985529049	0.0	0.0	0.0	0.849033434172102
2650	True	False	poly	auto	4	ovo	0.01	True	0.001						
2651	False	False	sigmoid	auto	4	ovr	0.1	True	0.05	0.7586862720455783	0.7249539115119263	0.0	0.0	0.0	0.8432003777082204
2652	False	True	sigmoid	auto	1	ovo	10.0	False	0.01	0.7586862720455783	0.6740423946649698	0.0	0.0	0.0	0.8304579712172346
2653	True	True	poly	scale	5	ovo	0.01	True	10.0						
2654	False	True	rbf	scale	2	ovo	1.0	False	0.05	0.7586862720455783	0.7230441609410447	0.0	0.0	0.0	0.8442980922237571
2655	True	False	rbf	auto	1	ovo	1.0	True	0.005						
2656	True	True	linear	scale	4	ovr	1.0	False	10.0	0.8545808721880105	0.7601454689789204	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8623157360938676
2657	False	False	rbf	auto	5	ovr	10.0	False	5.0	0.8609819446189937	0.7319937595978754	0.5854176520525083	0.8833717948717948	0.5096516690856314	0.8433704338398587
2658	True	False	sigmoid	auto	3	ovr	0.1	False	0.5	0.845435884546102	0.6872895701317493	0.5565514793626459	0.7033524524256232	0.49071117561683597	0.8484288387220872
2659	True	True	sigmoid	auto	3	ovo	10.0	True	10.0						
2660	True	False	linear	auto	2	ovr	0.001	False	10.0	0.8545808721880105	0.7601454689789204	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8623157360938676
2661	True	True	rbf	auto	1	ovr	1.0	False	0.001	0.7586862720455783	0.7292605797439466	0.0	0.0	0.0	0.847964572367846
2662	False	True	rbf	auto	3	ovo	5.0	False	0.05	0.7586862720455783	0.7292549238851174	0.0	0.0	0.0	0.8490557294490007
2663	True	False	sigmoid	scale	5	ovr	0.01	True	10.0	0.754078170164635	0.5014765011871407	0.47266144454780523	0.4936478202366981	0.4576923076923077	0.7429498837148303
2664	False	False	rbf	scale	4	ovr	0.01	False	1.0	0.8554899250136149	0.7206041314688442	0.5524897959183673	0.6842298919718275	0.4830188679245283	0.8387754209872874
2665	False	False	sigmoid	scale	4	ovo	0.01	True	0.01						
2666	True	False	sigmoid	scale	2	ovo	5.0	True	0.05						
2667	False	True	poly	scale	1	ovr	0.01	False	1.0	0.8545808721880105	0.7570080236605148	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8603974679560039
2668	False	False	poly	scale	4	ovr	0.0	False	0.01	0.7586862720455783	0.5629803565765026	0.0	0.0	0.0	0.7806118523440644
2669	True	True	rbf	scale	1	ovr	10.0	True	0.001	0.7586862720455783	0.7254357611942857	0.0	0.0	0.0	0.8442513158584994
2670	False	False	sigmoid	scale	2	ovr	0.01	True	5.0	0.7568262745590885	0.5028260913059152	0.47304299476616984	0.5016772700983227	0.45391872278664736	0.7462946124119118
2671	False	False	poly	scale	4	ovr	0.0	True	1.0	0.8189560554647899	0.6341475303256259	0.45101579460384544	0.7706709956709956	0.32489114658925977	0.7970928707573399
2672	False	True	linear	auto	3	ovr	10.0	False	0.01	0.7778685434208873	0.7418941250721026	0.14712314938730034	0.7666666666666667	0.08686502177068214	0.8507287495409797
2673	True	True	sigmoid	auto	4	ovo	0.001	False	0.005	0.7586862720455783	0.7273197992920506	0.0	0.0	0.0	0.845189903299701
2674	False	True	linear	scale	4	ovo	0.1	False	0.1	0.8545808721880105	0.7440054711439157	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8554168779617746
2675	False	True	sigmoid	scale	4	ovr	1.0	False	0.05	0.7586862720455783	0.6038547031351558	0.0	0.0	0.0	0.829874359557242
2676	True	False	poly	scale	2	ovr	0.01	True	0.005	0.7586862720455783	0.7051884180255024	0.0	0.0	0.0	0.8359657789357721
2677	False	True	sigmoid	scale	1	ovo	0.0	False	10.0	0.7568178961920322	0.5048329217446001	0.4796789884074544	0.4996278866818808	0.46523947750362843	0.7434727298162171
2678	True	True	linear	auto	5	ovr	10.0	False	0.001	0.7586862720455783	0.7427584573252135	0.0	0.0	0.0	0.8506732299298791
2679	False	True	sigmoid	scale	1	ovr	0.01	True	0.05	0.7586862720455783	0.6982054375144038	0.0	0.0	0.0	0.8391693042124959
2680	True	True	rbf	auto	5	ovr	1.0	False	10.0	0.8609777554354656	0.7224263557980993	0.6015250131882992	0.8051117221081983	0.5285921625544268	0.8391876650287653
2681	False	True	poly	scale	3	ovo	1.0	True	1.0						
2682	False	False	rbf	scale	5	ovr	10.0	True	10.0	0.8490930417661599	0.7105812894405115	0.5832147366061761	0.7319963768115942	0.5134978229317853	0.8289296518439505
2683	False	False	poly	auto	4	ovr	0.01	True	0.5	0.7732981441916971	0.5874252935204796	0.12326938821836327	0.875	0.06799709724238026	0.7909765331281585
2684	False	False	poly	scale	5	ovr	0.01	False	0.1	0.7769636797788111	0.5411328939010376	0.1840434419381788	0.7728571428571428	0.10595065312046445	0.770514277720461
2685	False	True	sigmoid	auto	4	ovr	0.001	True	0.05	0.7586862720455783	0.7288358072353756	0.0	0.0	0.0	0.8457297987304807
2686	False	True	rbf	auto	1	ovr	0.1	False	0.001	0.7586862720455783	0.7292605797439466	0.0	0.0	0.0	0.847964572367846
2687	True	False	linear	scale	1	ovr	0.01	True	5.0	0.8545808721880105	0.7535855047574893	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8605150646125868
2688	True	False	rbf	auto	4	ovo	0.1	True	10.0						
2689	False	False	linear	auto	2	ovr	0.01	False	1.0	0.8545808721880105	0.761221503487647	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8617976987776943
2690	False	False	poly	scale	3	ovr	0.01	True	1.0	0.8545892505550666	0.6936975215379577	0.586482580335464	0.8130651340996169	0.48722786647314953	0.8163061534964239
2691	False	False	rbf	auto	2	ovo	5.0	True	10.0						
2692	False	True	sigmoid	scale	4	ovo	0.001	True	0.5						
2693	True	False	poly	auto	1	ovr	0.01	True	0.05	0.7586862720455783	0.74223282909996	0.0	0.0	0.0	0.8508424117369332
2694	False	False	rbf	auto	5	ovr	10.0	False	0.05	0.7586862720455783	0.7292549238851174	0.0	0.0	0.0	0.8490557294490007
2695	False	False	rbf	auto	5	ovo	0.01	False	1.0	0.8573205982154078	0.7252177256423649	0.5665754667268316	0.8808272946859903	0.49818577648766327	0.844222900309511
2696	False	False	linear	scale	1	ovr	10.0	False	0.001	0.7586862720455783	0.7427584573252135	0.0	0.0	0.0	0.8506732299298791
2697	False	True	linear	auto	3	ovo	1.0	True	5.0						
2698	False	True	sigmoid	scale	1	ovo	0.0	False	0.1	0.7696493653386955	0.701195912397162	0.08370271875901956	0.8	0.045355587808417995	0.8404362005350867
2699	True	True	poly	scale	1	ovo	10.0	True	0.5						
2700	True	False	rbf	auto	1	ovr	1.0	True	0.001	0.7586862720455783	0.7292605797439466	0.0	0.0	0.0	0.847964572367846
2701	False	True	linear	auto	4	ovo	5.0	False	0.001	0.7586862720455783	0.7427584573252135	0.0	0.0	0.0	0.8506732299298791
2702	True	False	sigmoid	scale	1	ovr	1.0	True	10.0	0.7458506137153869	0.4371817481322349	0.4681120038649553	0.4734073260647894	0.46894049346879535	0.7252824068407155
2703	True	False	linear	auto	4	ovr	0.1	False	10.0	0.8545808721880105	0.7601454689789204	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8623157360938676
2704	False	True	rbf	scale	1	ovr	0.1	True	0.01	0.7586862720455783	0.7225329025708092	0.0	0.0	0.0	0.8442810428943641
2705	False	True	poly	auto	3	ovo	0.1	True	5.0						
2706	True	True	linear	scale	4	ovo	5.0	True	1.0						
2707	True	False	poly	scale	1	ovr	5.0	True	0.05	0.7586862720455783	0.7425838286194242	0.0	0.0	0.0	0.8512795740290626
2708	True	True	poly	auto	2	ovo	0.1	True	0.01						
2709	True	True	rbf	scale	1	ovr	0.0	True	1.0	0.8554899250136149	0.7206041314688442	0.5524897959183673	0.6842298919718275	0.4830188679245283	0.8387754209872874
2710	True	False	rbf	auto	2	ovo	5.0	True	5.0						
2711	False	True	sigmoid	scale	5	ovo	1.0	False	5.0	0.7495035817519166	0.4408443214014784	0.4673984770762932	0.47630143280988324	0.4650217706821481	0.7280102995436025
2712	False	True	rbf	auto	2	ovr	0.0	True	0.1	0.7586862720455783	0.7290100985529049	0.0	0.0	0.0	0.849033434172102
2713	False	False	sigmoid	scale	5	ovr	0.0	False	10.0	0.7568178961920322	0.5048329217446001	0.4796789884074544	0.4996278866818808	0.46523947750362843	0.7434727298162171
2714	True	False	linear	scale	3	ovr	0.001	False	0.5	0.8545808721880105	0.7519844524517542	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8633539965376746
2715	False	False	linear	scale	1	ovr	0.001	True	1.0	0.8545808721880105	0.761221503487647	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8617976987776943
2716	False	True	rbf	auto	1	ovr	0.1	False	0.005	0.7586862720455783	0.7277653856512537	0.0	0.0	0.0	0.8469298092223758
2717	False	True	linear	scale	4	ovr	5.0	False	0.001	0.7586862720455783	0.7427584573252135	0.0	0.0	0.0	0.8506732299298791
2718	False	True	poly	auto	5	ovr	0.001	True	0.5	0.7669096393112982	0.5290624233691681	0.0852533545636994	0.8266666666666665	0.045428156748911465	0.7643808907618865
2719	True	False	poly	scale	1	ovr	0.01	True	0.001	0.7586862720455783	0.7441580095848163	0.0	0.0	0.0	0.8518841694790774
2720	True	False	sigmoid	auto	4	ovo	0.0	False	10.0	0.7988856771815173	0.5741207129691759	0.5692168354877475	0.5900920918162298	0.5708998548621189	0.7923085666322767
2721	True	False	rbf	scale	3	ovo	0.0	True	5.0						
2722	True	True	poly	scale	5	ovo	0.0	True	0.005						
2723	False	False	rbf	auto	4	ovr	0.01	False	0.05	0.7586862720455783	0.7292549238851174	0.0	0.0	0.0	0.8490557294490007
2724	False	False	sigmoid	auto	1	ovr	5.0	True	0.01	0.7586862720455783	0.6689444183213843	0.0	0.0	0.0	0.8416821130676553
2725	False	False	rbf	auto	2	ovo	0.01	False	0.5	0.8554941141971429	0.7315976178691226	0.558527531767424	0.8811819964711018	0.48686502177068214	0.8490356199835627
2726	False	False	rbf	auto	2	ovo	1.0	False	0.01	0.7586862720455783	0.7285442724272935	0.0	0.0	0.0	0.8486854529875671
2727	False	False	linear	scale	3	ovo	0.1	True	0.1						
2728	False	False	sigmoid	scale	4	ovo	0.1	True	1.0						
2729	True	True	rbf	auto	5	ovo	0.1	True	10.0						
2730	False	False	poly	scale	1	ovo	0.1	True	5.0						
2731	False	True	rbf	scale	2	ovo	5.0	False	0.01	0.7586862720455783	0.7225329025708092	0.0	0.0	0.0	0.8442810428943641
2732	True	True	linear	auto	3	ovr	0.001	False	0.5	0.8545808721880105	0.7519844524517542	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8633539965376746
2733	True	True	linear	scale	2	ovo	0.0	True	0.1						
2734	False	False	rbf	auto	4	ovr	0.1	False	0.1	0.7586862720455783	0.7290100985529049	0.0	0.0	0.0	0.849033434172102
2735	True	True	poly	auto	4	ovo	0.01	True	0.05						
2736	False	True	linear	scale	3	ovo	0.0	True	10.0						
2737	True	True	linear	scale	2	ovr	0.0	False	0.1	0.8545808721880105	0.7440054711439157	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8554168779617746
2738	False	True	sigmoid	auto	2	ovr	0.001	True	0.5	0.8582296510410121	0.7006967907125702	0.5811003819818356	0.7731763068972372	0.5095791001451379	0.8526422088936296
2739	False	False	sigmoid	scale	3	ovr	0.001	True	10.0	0.7577311382011647	0.5018625247577104	0.48039776648472304	0.5010792654917502	0.46523947750362843	0.7431326175529404
2740	False	True	sigmoid	scale	2	ovo	1.0	False	0.005	0.7586862720455783	0.6050854608979345	0.0	0.0	0.0	0.8260435063913126
2741	True	True	rbf	scale	2	ovr	0.0	False	1.0	0.8554899250136149	0.7206041314688442	0.5524897959183673	0.6842298919718275	0.4830188679245283	0.8387754209872874
2742	True	True	poly	scale	2	ovo	1.0	True	10.0						
2743	True	True	linear	scale	1	ovo	0.1	True	0.001						
2744	True	False	sigmoid	auto	4	ovr	0.001	False	1.0	0.8381467052071552	0.6562816589297773	0.568149519314744	0.7134135712066747	0.5285921625544268	0.8072892440589644
2745	False	False	linear	auto	4	ovo	0.0	True	0.5						
2746	False	False	sigmoid	scale	4	ovo	0.01	True	10.0						
2747	True	True	linear	scale	5	ovr	0.1	True	10.0	0.8545808721880105	0.7601454689789204	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8623157360938676
2748	False	True	poly	auto	5	ovo	1.0	True	1.0						
2749	False	True	linear	scale	5	ovr	0.1	False	0.05	0.8545808721880105	0.7548365756037431	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8574920873625125
2750	True	True	linear	auto	5	ovo	1.0	True	5.0						
2751	True	False	rbf	auto	5	ovo	10.0	True	0.05						
2752	True	True	rbf	auto	3	ovo	5.0	True	0.1						
2753	True	False	rbf	scale	1	ovr	0.1	True	0.01	0.7586862720455783	0.7225329025708092	0.0	0.0	0.0	0.8442810428943641
2754	False	False	rbf	auto	4	ovo	0.01	False	0.5	0.8554941141971429	0.7315976178691226	0.558527531767424	0.8811819964711018	0.48686502177068214	0.8490356199835627
2755	False	False	linear	scale	5	ovr	0.001	True	0.005	0.7586862720455783	0.7422194270247472	0.0	0.0	0.0	0.8509145435151346
2756	False	False	sigmoid	scale	5	ovr	0.1	True	0.5	0.7878806920531188	0.5473769053770714	0.4976947497615264	0.5643067479573639	0.4571117561683599	0.7750231696014829
2757	False	False	linear	auto	3	ovo	0.01	True	0.01						
2758	True	True	sigmoid	auto	5	ovo	0.1	True	5.0						
2759	True	True	rbf	auto	1	ovo	1.0	False	0.1	0.7586862720455783	0.7290100985529049	0.0	0.0	0.0	0.849033434172102
2760	False	False	sigmoid	auto	3	ovo	5.0	True	0.01						
2761	True	False	linear	scale	2	ovo	0.01	True	1.0						
2762	True	True	sigmoid	auto	5	ovo	0.01	True	0.5						
2763	True	False	sigmoid	scale	4	ovo	5.0	False	0.5	0.7586862720455783	0.5834222965818583	0.0	0.0	0.0	0.823651354328781
2764	False	True	linear	scale	4	ovo	1.0	False	0.1	0.8545808721880105	0.7440054711439157	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8554168779617746
2765	True	False	rbf	auto	5	ovo	0.001	False	5.0	0.8609819446189937	0.7319768072847321	0.5854176520525083	0.8833717948717948	0.5096516690856314	0.8433477014006681
2766	False	True	linear	scale	1	ovo	0.1	True	0.005						
2767	False	False	sigmoid	auto	5	ovr	0.0	False	0.001	0.7586862720455783	0.7315058814378071	0.0	0.0	0.0	0.8507357441376536
2768	False	False	sigmoid	scale	2	ovo	0.1	False	5.0	0.7504252021281053	0.48505134909682796	0.4536544816488006	0.48269066117012843	0.4348330914368651	0.7390866805392834
2769	False	False	rbf	scale	1	ovr	0.001	False	10.0	0.8490930417661599	0.7105812894405115	0.5832147366061761	0.7319963768115942	0.5134978229317853	0.8289296518439505
2770	True	False	linear	scale	1	ovr	0.01	False	0.01	0.7778685434208873	0.7418941250721026	0.14712314938730034	0.7666666666666667	0.08686502177068214	0.8507287495409797
2771	False	True	rbf	scale	5	ovo	1.0	False	1.0	0.8554899250136149	0.7206041314688442	0.5524897959183673	0.6842298919718275	0.4830188679245283	0.8387754209872874
2772	True	False	sigmoid	auto	4	ovr	10.0	True	10.0	0.7586862720455783	0.6740423946649698	0.0	0.0	0.0	0.8304579712172346
2773	False	False	rbf	auto	3	ovr	0.001	True	0.05	0.7586862720455783	0.7292549238851174	0.0	0.0	0.0	0.8490557294490007
2774	True	True	sigmoid	scale	3	ovo	0.001	True	5.0						
2775	False	True	linear	scale	1	ovo	10.0	False	0.05	0.8545808721880105	0.7548365756037431	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8574920873625125
2776	True	True	sigmoid	auto	5	ovo	1.0	False	0.5	0.7833479954756817	0.6793027686593934	0.2050401076644281	0.8995337995337996	0.12082728592162555	0.8350228198716492
2777	True	True	poly	scale	2	ovr	10.0	False	0.005	0.7696493653386954	0.7449807812674394	0.08392009446010748	0.8	0.045355587808417995	0.8512800111913548
2778	True	True	rbf	auto	5	ovr	0.0	True	0.1	0.7586862720455783	0.7290100985529049	0.0	0.0	0.0	0.849033434172102
2779	True	True	sigmoid	scale	4	ovr	0.01	True	1.0	0.7631728876042059	0.5210868298884086	0.49411429638432774	0.511614093250776	0.4801161103047896	0.7694410442932835
2780	True	True	sigmoid	scale	5	ovo	10.0	True	0.01						
2781	False	True	rbf	auto	1	ovr	1.0	True	0.005	0.7586862720455783	0.7277653856512537	0.0	0.0	0.0	0.8469298092223758
2782	True	True	rbf	scale	4	ovr	0.1	True	0.05	0.7586862720455783	0.7230441609410447	0.0	0.0	0.0	0.8442980922237571
2783	False	False	sigmoid	scale	3	ovr	10.0	True	0.1	0.7586862720455783	0.6813329048970238	0.0	0.0	0.0	0.8336868519069018
2784	False	True	sigmoid	scale	2	ovo	5.0	True	0.1						
2785	False	True	sigmoid	auto	4	ovo	0.1	False	0.005	0.7586862720455783	0.7248490513076421	0.0	0.0	0.0	0.8417940266144404
2786	True	True	poly	auto	2	ovr	0.01	False	1.0	0.8545808721880105	0.7296684878040438	0.5561598125292266	0.8825471302890658	0.48309143686502176	0.8398045010229598
2787	True	True	rbf	scale	5	ovo	5.0	False	0.001	0.7586862720455783	0.7254357611942857	0.0	0.0	0.0	0.8442513158584994
2788	False	True	rbf	scale	3	ovo	1.0	False	0.01	0.7586862720455783	0.7225329025708092	0.0	0.0	0.0	0.8442810428943641
2789	False	False	rbf	scale	2	ovr	5.0	True	10.0	0.8490930417661599	0.7105812894405115	0.5832147366061761	0.7319963768115942	0.5134978229317853	0.8289296518439505
2790	True	False	sigmoid	scale	3	ovr	5.0	False	0.01	0.7586862720455783	0.588726804253777	0.0	0.0	0.0	0.8274752128980364
2791	False	False	rbf	scale	3	ovr	0.01	False	10.0	0.8490930417661599	0.7105812894405115	0.5832147366061761	0.7319963768115942	0.5134978229317853	0.8289296518439505
2792	True	True	rbf	scale	4	ovr	0.0	False	0.5	0.8564073562062754	0.7214877428722744	0.5600369657296881	0.8842298919718274	0.48686502177068214	0.8411409061499991
2793	False	True	rbf	scale	2	ovo	10.0	False	0.5	0.8564073562062754	0.7214877428722744	0.5600369657296881	0.8842298919718274	0.48686502177068214	0.8411409061499991
2794	False	True	poly	auto	5	ovo	0.1	True	0.001						
2795	True	True	poly	auto	1	ovr	0.001	True	1.0	0.8545808721880105	0.7546197675764635	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8588140661339116
2796	True	False	linear	auto	1	ovr	0.001	True	0.001	0.7586862720455783	0.7427584573252135	0.0	0.0	0.0	0.8506732299298791
2797	False	False	linear	auto	1	ovo	0.0	False	0.05	0.8545808721880105	0.7548365756037431	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8574920873625125
2798	True	False	rbf	scale	1	ovo	0.01	True	5.0						
2799	False	True	rbf	scale	3	ovo	0.0	False	0.1	0.7605127560638432	0.7233328443562028	0.021818181818181816	0.3	0.011320754716981133	0.8445057443125185
2800	True	False	poly	auto	5	ovo	0.0	True	0.005						
2801	False	True	rbf	scale	5	ovo	0.001	False	5.0	0.8609777554354656	0.7236753694512857	0.5992669358061963	0.8111349448615351	0.521044992743106	0.8404803539265917
2802	False	True	rbf	auto	1	ovo	5.0	False	5.0	0.8609819446189937	0.7319937595978754	0.5854176520525083	0.8833717948717948	0.5096516690856314	0.8433704338398587
2803	False	False	rbf	auto	5	ovo	10.0	True	0.001						
2804	False	False	poly	auto	3	ovr	10.0	True	1.0	0.8454316953625739	0.6939870535554388	0.5957884423541511	0.7022638146167558	0.5400580551523948	0.8309169916239705
2805	False	False	rbf	auto	3	ovo	0.1	True	10.0						
2806	False	True	rbf	auto	4	ovr	1.0	True	1.0	0.8573205982154078	0.7252177256423649	0.5665754667268316	0.8808272946859903	0.49818577648766327	0.844222900309511
2807	False	False	rbf	scale	1	ovr	1.0	False	0.1	0.7605127560638432	0.7233328443562028	0.021818181818181816	0.3	0.011320754716981133	0.8445057443125185
2808	True	False	rbf	auto	4	ovr	1.0	False	0.5	0.8554941141971429	0.7315976178691226	0.558527531767424	0.8811819964711018	0.48686502177068214	0.8490356199835627
2809	False	True	sigmoid	scale	4	ovr	10.0	False	0.005	0.7586862720455783	0.6813329048970238	0.0	0.0	0.0	0.8336868519069018
2810	True	True	rbf	auto	4	ovr	10.0	False	0.005	0.7586862720455783	0.7277653856512537	0.0	0.0	0.0	0.8469298092223758
2811	False	False	linear	auto	5	ovr	10.0	False	0.01	0.7778685434208873	0.7418941250721026	0.14712314938730034	0.7666666666666667	0.08686502177068214	0.8507287495409797
2812	False	False	sigmoid	auto	1	ovo	0.001	False	0.005	0.7586862720455783	0.7273197992920506	0.0	0.0	0.0	0.845189903299701
2813	True	False	poly	auto	4	ovr	1.0	False	1.0	0.8573122198483516	0.7133534799434446	0.604339980216509	0.7578083878487104	0.5324383164005806	0.8330796334831343
2814	False	True	linear	auto	2	ovr	0.001	False	5.0	0.8545808721880105	0.7559843968032732	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8610125553010299
2815	False	True	poly	scale	4	ovr	0.01	False	0.001	0.7586862720455783	0.5491567525565819	0.0	0.0	0.0	0.780836990924511
2816	True	True	sigmoid	auto	2	ovo	0.001	True	0.1						
2817	False	True	poly	scale	4	ovo	10.0	False	0.005	0.8628084286372586	0.7303418414150219	0.6144293449273345	0.8078126791747158	0.5362844702467344	0.8428869323447638
2818	False	False	rbf	auto	1	ovo	0.001	True	10.0						
2819	True	True	poly	auto	1	ovr	5.0	True	0.01	0.7586862720455783	0.7403923440534984	0.0	0.0	0.0	0.8499169391644955
2820	True	False	rbf	scale	1	ovo	0.01	False	5.0	0.8609777554354656	0.7236753694512857	0.5992669358061963	0.8111349448615351	0.521044992743106	0.8404803539265917
2821	True	False	linear	auto	5	ovo	0.1	True	0.01						
2822	False	False	poly	scale	4	ovr	5.0	False	0.005	0.8582338402245402	0.7443879101471912	0.5717920972722266	0.8764880952380952	0.5095065312046445	0.8440152482207495
2823	True	False	rbf	scale	5	ovo	0.01	True	0.01						
2824	True	True	linear	scale	1	ovr	5.0	False	0.005	0.7586862720455783	0.7422194270247472	0.0	0.0	0.0	0.8509145435151346
2825	True	False	rbf	scale	5	ovr	5.0	False	5.0	0.8609777554354656	0.7236753694512857	0.5992669358061963	0.8111349448615351	0.521044992743106	0.8404803539265917
2826	False	False	sigmoid	auto	5	ovo	1.0	True	0.1						
2827	True	True	linear	scale	5	ovo	0.1	False	5.0	0.8545808721880105	0.7535855047574893	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8605150646125868
2828	True	False	rbf	auto	5	ovo	5.0	False	1.0	0.8573205982154078	0.7252177256423649	0.5665754667268316	0.8808272946859903	0.49818577648766327	0.844222900309511
