	solver	penalty	l1_ratio	intercept_scaling	dual	C	accuracy	average_precision	f1	precision	recall	roc_auc
5502	sag	l2	0.0	0	False	0.005	0.7586862720455783	0.7188137301961903	0.0	0.0	0.0	0.8415527130291849
5503	lbfgs	l1	1.0	0	False	1.0						
5504	sag	l1	0.9	5	True	10.0						
5505	newton-cg	l2	0.9	1	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
5506	saga	l1	0.6	1	False	0.005	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
5507	liblinear	elasticnet	1.0	0	True	1.0						
5508	lbfgs	none	0.6	0	True	5.0						
5509	sag	none	1.0	0	True	5.0						
5510	liblinear	l2	0.3	5	True	0.5	0.865552343848184	0.7538447628373824	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580254253589101
5511	liblinear	l1	0.3	0	True	0.001						
5512	newton-cg	none	0.3	0	True	0.005						
5513	sag	elasticnet	1.0	5	False	0.1						
5514	lbfgs	elasticnet	0.45	0	False	0.05						
5515	sag	elasticnet	0.0	1	False	0.01						
5516	lbfgs	l1	0.3	0	False	0.1						
5517	newton-cg	elasticnet	0.45	1	False	0.005						
5518	sag	elasticnet	0.0	5	False	0.5						
5519	lbfgs	l2	0.75	0	True	0.05						
5520	lbfgs	l1	0.75	5	True	0.001						
5521	lbfgs	l1	0.9	0	True	0.001						
5522	lbfgs	l1	0.75	5	False	5.0						
5523	liblinear	none	1.0	0	False	0.5						
5524	sag	l2	0.0	0	False	1.0	0.8628126178207868	0.7536426324592191	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577657509573855
5525	sag	none	0.6	5	False	0.05	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5526	liblinear	none	0.6	5	True	10.0						
5527	sag	l1	0.0	5	False	0.001						
5528	liblinear	none	1.0	0	True	0.1						
5529	lbfgs	none	0.75	5	False	0.01	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5530	sag	elasticnet	0.9	0	True	0.5						
5531	liblinear	l2	1.0	1	False	1.0	0.8609819446189937	0.7536628242415946	0.6092770719903207	0.8135715538451518	0.5436865021770683	0.8581307814713135
5532	lbfgs	none	0.3	5	False	10.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5533	saga	none	0.6	5	True	10.0						
5534	newton-cg	none	0.0	5	True	0.001						
5535	sag	l1	0.9	5	True	0.01						
5536	sag	l2	0.0	0	False	1.0	0.8628126178207868	0.753712421541105	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577889205588682
5537	newton-cg	none	0.75	5	True	0.005						
5538	newton-cg	none	0.3	5	True	5.0						
5539	saga	l1	1.0	0	True	1.0						
5540	lbfgs	none	0.75	5	False	1.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5541	sag	elasticnet	0.0	1	True	10.0						
5542	saga	none	0.75	1	True	0.005						
5543	liblinear	none	0.45	0	True	10.0						
5544	newton-cg	l1	0.0	5	True	1.0						
5545	newton-cg	l1	0.75	0	True	5.0						
5546	saga	l2	0.3	5	False	0.01	0.7659922081186378	0.7355950416720244	0.05740259740259741	0.6	0.030188679245283023	0.8470959308933848
5547	liblinear	l1	0.6	5	True	0.1						
5548	liblinear	l1	0.75	0	True	10.0						
5549	newton-cg	l1	0.45	0	False	10.0						
5550	newton-cg	l2	0.3	0	True	0.01						
5551	sag	none	0.6	1	False	0.5	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
5552	sag	elasticnet	0.75	1	True	0.005						
5553	newton-cg	l2	0.9	5	True	0.001						
5554	liblinear	elasticnet	0.3	0	True	0.05						
5555	lbfgs	elasticnet	0.15	5	True	10.0						
5556	sag	elasticnet	1.0	0	False	0.05						
5557	sag	elasticnet	0.9	5	False	1.0						
5558	saga	l2	0.0	0	False	0.01	0.7659922081186378	0.7355950416720244	0.05740259740259741	0.6	0.030188679245283023	0.8470959308933848
5559	sag	none	0.45	0	True	1.0						
5560	newton-cg	none	0.0	1	False	0.01	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
5561	liblinear	l1	0.3	0	False	0.005						
5562	saga	none	0.75	0	False	0.01	0.8609819446189938	0.7516116070255817	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557657334708937
5563	liblinear	elasticnet	0.9	5	False	10.0						
5564	liblinear	l1	0.75	5	False	0.001	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
5565	saga	l1	0.45	5	False	0.01	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
5566	lbfgs	elasticnet	0.15	1	True	0.5						
5567	sag	l2	0.45	1	True	0.01						
5568	saga	elasticnet	0.0	1	True	0.5						
5569	lbfgs	elasticnet	0.9	0	False	10.0						
5570	lbfgs	none	0.15	0	False	1.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5571	newton-cg	l2	0.15	0	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
5572	saga	elasticnet	0.9	1	True	0.1						
5573	sag	l1	0.9	5	False	0.5						
5574	liblinear	l1	0.75	1	True	0.5						
5575	saga	l2	1.0	0	False	0.005	0.7586862720455783	0.7192164528183767	0.0	0.0	0.0	0.8416209103467572
5576	liblinear	l1	0.75	5	True	0.5						
5577	liblinear	l1	0.15	0	False	5.0						
5578	liblinear	elasticnet	0.0	5	False	0.1						
5579	liblinear	none	1.0	5	False	10.0						
5580	sag	l2	0.45	0	False	10.0	0.8618951866281261	0.7512348565002878	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8559707625859024
5581	liblinear	l1	0.15	0	False	0.005						
5582	liblinear	l2	0.6	5	True	1.0	0.8628126178207868	0.7537971477868138	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8578566807141484
5583	lbfgs	l1	0.45	5	False	0.5						
5584	lbfgs	l2	1.0	0	True	5.0						
5585	lbfgs	none	0.0	5	True	0.001						
5586	lbfgs	none	0.45	5	True	0.1						
5587	lbfgs	elasticnet	0.3	1	False	5.0						
5588	sag	l2	0.75	0	True	0.001						
5589	liblinear	none	0.9	5	True	0.005						
5590	sag	none	0.3	0	True	0.1						
5591	saga	l2	0.6	0	True	10.0						
5592	saga	none	0.3	0	True	0.5						
5593	sag	l1	1.0	0	True	0.001						
5594	lbfgs	none	0.0	1	False	0.1	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5595	sag	none	1.0	0	True	1.0						
5596	newton-cg	l1	1.0	0	True	0.005						
5597	sag	none	0.75	0	False	0.05	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5598	liblinear	elasticnet	0.15	5	True	1.0						
5599	saga	none	0.75	5	True	0.1						
5600	newton-cg	l1	0.3	5	True	5.0						
5601	newton-cg	l1	0.75	0	True	0.5						
5602	sag	l1	0.3	5	True	0.5						
5603	saga	l2	0.0	5	True	0.05						
5604	lbfgs	elasticnet	0.9	5	True	1.0						
5605	liblinear	l2	0.75	0	True	0.001						
5606	newton-cg	l2	1.0	0	False	1.0	0.8628126178207868	0.7537481125975024	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577653137950932
5607	liblinear	none	0.0	0	False	0.005						
5608	saga	l2	0.45	5	True	0.005						
5609	saga	elasticnet	0.45	0	False	10.0	0.8609819446189938	0.7515614712608649	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8558339307884658
5610	saga	none	0.45	1	True	5.0						
5611	saga	elasticnet	0.75	5	True	10.0						
5612	liblinear	l1	0.0	5	False	10.0	0.8618951866281261	0.7502217384294693	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8555169881266721
5613	saga	elasticnet	0.3	1	False	0.5	0.865552343848184	0.7542556548425698	0.6125273016917012	0.8773249299719887	0.5361393323657475	0.8568096770244986
5614	saga	none	1.0	0	True	0.005						
5615	saga	l2	1.0	0	True	0.1						
5616	lbfgs	elasticnet	0.15	5	False	0.1						
5617	sag	none	1.0	1	True	1.0						
5618	lbfgs	elasticnet	0.3	0	False	0.01						
5619	liblinear	none	0.3	5	False	0.1						
5620	saga	l1	0.75	5	True	0.1						
5621	lbfgs	elasticnet	0.15	5	True	0.05						
5622	lbfgs	elasticnet	0.15	5	False	0.01						
5623	newton-cg	none	0.15	1	False	10.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
5624	newton-cg	l2	0.45	0	False	5.0	0.8628084286372586	0.751755674229396	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8563803836536277
5625	lbfgs	l2	0.9	5	True	0.05						
5626	sag	l2	0.15	5	True	1.0						
5627	sag	l2	0.3	1	False	0.1	0.8609777554354656	0.7528844479945002	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569307709794185
5628	lbfgs	l2	0.75	0	True	1.0						
5629	newton-cg	l2	0.45	1	True	1.0						
5630	lbfgs	l1	0.3	5	False	0.05						
5631	newton-cg	none	1.0	0	True	0.005						
5632	lbfgs	elasticnet	0.9	0	True	0.05						
5633	liblinear	l2	0.75	1	True	10.0	0.8609819446189937	0.7526695812498408	0.6139675614604719	0.8059022771336576	0.5550072568940494	0.8571843251088535
5634	saga	l2	0.6	1	False	0.05	0.8591512714172008	0.7490336985001573	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548275831919842
5635	saga	l1	0.3	5	True	0.01						
5636	saga	l2	0.6	5	False	0.01	0.7659922081186378	0.7355950416720244	0.05740259740259741	0.6	0.030188679245283023	0.8470959308933848
5637	sag	none	0.0	0	True	5.0						
5638	newton-cg	l2	0.45	5	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
5639	newton-cg	l2	0.6	5	False	5.0	0.8628084286372586	0.751755674229396	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8563803836536277
5640	saga	elasticnet	0.0	0	True	5.0						
5641	lbfgs	elasticnet	0.6	0	True	0.01						
5642	saga	l1	0.15	1	False	0.01	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
5643	newton-cg	elasticnet	0.75	1	False	0.05						
5644	sag	l1	0.75	0	True	5.0						
5645	lbfgs	l1	0.6	1	False	10.0						
5646	saga	elasticnet	0.15	0	True	0.01						
5647	saga	l2	0.9	0	True	1.0						
5648	sag	elasticnet	0.3	5	False	0.01						
5649	lbfgs	l2	0.75	1	False	5.0	0.8628084286372586	0.7517929836846781	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564031160928183
5650	saga	l1	0.75	1	False	5.0	0.8618951866281261	0.7520334605486095	0.6140701047722125	0.8131380374293933	0.551233671988389	0.8559231118960604
5651	lbfgs	none	0.9	0	True	0.1						
5652	newton-cg	elasticnet	0.3	5	True	0.005						
5653	liblinear	l2	0.0	5	False	0.1	0.8600645134263333	0.7528973076742085	0.5707403642301196	0.9095238095238095	0.4793904208998548	0.8569071642156434
5654	saga	l2	0.15	5	True	0.005						
5655	newton-cg	none	0.45	1	True	0.001						
5656	lbfgs	none	0.9	5	True	1.0						
5657	liblinear	none	0.0	0	False	0.05						
5658	saga	elasticnet	0.0	0	False	0.01	0.7659922081186378	0.7355950416720244	0.05740259740259741	0.6	0.030188679245283023	0.8470959308933848
5659	newton-cg	elasticnet	0.6	0	False	0.001						
5660	liblinear	l2	0.75	5	True	0.5	0.865552343848184	0.7538447628373824	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580254253589101
5661	sag	l1	0.15	0	False	0.5						
5662	lbfgs	l2	0.3	5	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
5663	liblinear	l1	0.75	5	False	1.0	0.8628126178207868	0.7534315735187895	0.6114335256746517	0.8590618683641938	0.5436865021770683	0.8551060555720706
5664	saga	none	0.15	5	True	1.0						
5665	sag	l2	1.0	0	True	5.0						
5666	newton-cg	l2	0.75	0	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
5667	saga	none	0.15	5	True	0.01						
5668	liblinear	l1	0.9	0	False	0.05						
5669	lbfgs	l1	0.0	1	True	0.01						
5670	lbfgs	l2	0.6	5	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
5671	liblinear	l1	0.75	0	True	0.01						
5672	lbfgs	l2	0.45	1	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
5673	lbfgs	l2	0.0	5	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
5674	saga	elasticnet	0.9	5	False	0.005	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
5675	lbfgs	l1	0.3	5	True	5.0						
5676	lbfgs	elasticnet	1.0	0	True	5.0						
5677	saga	elasticnet	0.6	0	False	0.5	0.8637258598299191	0.755685753863675	0.6063134956242061	0.8752780687871965	0.5285921625544268	0.8559384125762849
5678	saga	l2	0.0	0	False	0.1	0.8609777554354656	0.7529842086143723	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569539405809014
5679	liblinear	l2	0.0	5	True	0.05	0.8591512714172008	0.7491134938947603	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548962176718484
5680	newton-cg	l1	0.0	0	False	0.1						
5681	sag	l2	0.6	0	False	0.1	0.8609777554354656	0.7528370365443828	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8568848689387447
5682	newton-cg	none	0.15	0	False	0.5	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
5683	liblinear	elasticnet	0.6	1	False	5.0						
5684	saga	none	0.6	0	True	5.0						
5685	newton-cg	elasticnet	0.15	0	True	1.0						
5686	lbfgs	elasticnet	0.15	1	False	1.0						
5687	saga	l1	0.45	0	False	0.005	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
5688	lbfgs	l1	0.0	5	True	0.005						
5689	saga	l1	0.3	0	True	0.1						
5690	liblinear	none	0.0	0	False	0.001						
5691	lbfgs	elasticnet	0.9	1	False	0.01						
5692	liblinear	none	0.9	1	True	10.0						
5693	sag	elasticnet	0.0	0	True	10.0						
5694	liblinear	elasticnet	0.75	0	True	0.005						
5695	sag	none	0.15	0	True	0.005						
5696	saga	none	0.75	0	False	5.0	0.8609819446189938	0.7516252271836563	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557657334708937
5697	lbfgs	l1	0.9	0	True	1.0						
5698	newton-cg	l2	0.6	5	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
5699	newton-cg	elasticnet	0.15	0	True	0.5						
5700	newton-cg	elasticnet	0.3	0	False	0.5						
5701	liblinear	none	0.15	0	True	0.05						
5702	newton-cg	l1	0.9	5	True	0.5						
5703	sag	none	1.0	1	False	0.5	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
5704	saga	none	0.3	5	False	0.05	0.8609819446189938	0.7516653399929136	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557652963086015
5705	saga	elasticnet	1.0	0	False	1.0	0.8628126178207868	0.7540417333078145	0.6114335256746517	0.8590618683641938	0.5436865021770683	0.8552896637347649
5706	sag	l2	0.75	1	False	1.0	0.8628126178207868	0.753712421541105	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577889205588682
5707	sag	none	0.45	5	False	0.001	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5708	sag	elasticnet	0.45	0	False	0.01						
5709	liblinear	none	0.6	5	False	0.005						
5710	saga	l1	0.9	0	True	0.05						
5711	saga	l2	0.3	0	False	0.005	0.7586862720455783	0.7192085173154431	0.0	0.0	0.0	0.8415981779075665
5712	liblinear	l1	0.75	5	False	10.0	0.8618951866281261	0.7502217384294693	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8555169881266721
5713	sag	none	0.75	0	False	0.005	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5714	saga	elasticnet	1.0	5	False	0.01	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
5715	sag	elasticnet	0.6	0	False	1.0						
5716	newton-cg	none	0.45	0	True	0.005						
5717	sag	l2	1.0	5	True	0.1						
5718	liblinear	l2	0.0	5	False	0.1	0.8600645134263333	0.7528973076742085	0.5707403642301196	0.9095238095238095	0.4793904208998548	0.8569071642156434
5719	lbfgs	l1	0.15	5	False	5.0						
5720	liblinear	l2	0.6	5	False	0.005	0.7586862720455783	0.7306672959740668	0.0	0.0	0.0	0.8436642069001697
5721	newton-cg	l1	0.0	1	True	0.05						
5722	lbfgs	elasticnet	0.0	0	True	0.001						
5723	liblinear	elasticnet	0.6	5	False	5.0						
5724	saga	l1	0.45	5	False	0.05	0.8582338402245402	0.7384080864323623	0.5641609244259727	0.8939853261096934	0.48686502177068214	0.8494019619843671
5725	sag	elasticnet	0.75	0	False	5.0						
5726	newton-cg	l2	0.3	0	True	1.0						
5727	newton-cg	none	1.0	5	True	0.5						
5728	newton-cg	elasticnet	0.9	0	True	1.0						
5729	liblinear	l2	0.45	5	False	0.005	0.7586862720455783	0.7306672959740668	0.0	0.0	0.0	0.8436642069001697
5730	sag	none	0.0	0	False	0.01	0.8609819446189938	0.7507470213941954	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554256212076172
5731	saga	elasticnet	0.3	0	False	0.001	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
5732	lbfgs	elasticnet	0.6	5	True	0.01						
5733	newton-cg	l2	0.75	0	True	0.5						
5734	sag	l1	1.0	0	True	0.005						
5735	liblinear	l1	0.45	0	True	0.05						
5736	newton-cg	none	0.6	0	False	0.05	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
5737	saga	l2	1.0	0	False	0.5	0.865552343848184	0.7534873064277814	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580026929197195
5738	liblinear	elasticnet	0.6	0	True	0.005						
5739	sag	l2	0.45	0	True	0.05						
5740	liblinear	elasticnet	0.9	5	False	0.5						
5741	saga	l2	0.9	0	False	1.0	0.8628126178207868	0.7535563279635745	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8579253151940126
5742	liblinear	elasticnet	0.75	5	False	5.0						
5743	lbfgs	l2	0.0	0	True	0.01						
5744	lbfgs	none	0.0	1	False	1.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5745	newton-cg	l2	0.75	0	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
5746	sag	none	0.15	5	False	5.0	0.8609819446189938	0.7507168980088088	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554024516061343
5747	liblinear	none	0.0	5	True	1.0						
5748	newton-cg	l1	1.0	5	True	0.001						
5749	saga	none	0.75	5	True	0.01						
5750	liblinear	none	0.9	5	True	0.1						
5751	sag	l2	0.6	5	False	0.01	0.7659922081186378	0.7356858943251675	0.05740259740259741	0.6	0.030188679245283023	0.8471418329340585
5752	liblinear	l2	0.45	5	False	0.005	0.7586862720455783	0.7306672959740668	0.0	0.0	0.0	0.8436642069001697
5753	newton-cg	l1	0.6	0	True	0.01						
5754	newton-cg	l1	0.3	5	True	0.001						
5755	lbfgs	elasticnet	0.9	5	False	0.5						
5756	sag	none	0.45	1	False	0.05	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5757	saga	l2	0.9	0	False	0.05	0.8591512714172008	0.7490738110144808	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548970919964326
5758	liblinear	l1	0.15	5	False	0.5	0.8618993758116542	0.7542105830460001	0.5993515704154002	0.8819662063564504	0.5172714078374455	0.8544302026684386
5759	saga	l2	0.9	0	True	0.005						
5760	newton-cg	l1	0.3	5	False	0.005						
5761	newton-cg	none	0.6	5	True	0.05						
5762	lbfgs	none	0.0	5	False	0.05	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5763	newton-cg	none	0.9	0	True	10.0						
5764	liblinear	l2	0.45	5	False	0.5	0.865552343848184	0.753846912471991	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580254253589101
5765	saga	l2	0.9	1	True	1.0						
5766	sag	elasticnet	0.15	1	False	0.005						
5767	sag	l2	0.75	5	False	0.05	0.8591512714172008	0.7490397164347726	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548280203542763
5768	saga	l2	1.0	0	False	0.05	0.8591512714172008	0.7490336985001573	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548275831919842
5769	saga	elasticnet	0.9	5	True	0.001						
5770	sag	l1	0.0	0	True	0.01						
5771	liblinear	l1	0.6	5	True	10.0						
5772	saga	l1	0.6	1	False	5.0	0.8618951866281261	0.7520246381750701	0.6140701047722125	0.8131380374293933	0.551233671988389	0.8558999422945774
5773	lbfgs	none	0.75	5	False	0.1	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5774	saga	l1	0.3	0	False	0.1	0.8582338402245402	0.7525885472328254	0.5648701442841289	0.8897879352985759	0.4906386066763425	0.856355028240684
5775	sag	elasticnet	0.45	0	False	1.0						
5776	liblinear	none	0.3	1	False	0.05						
5777	liblinear	l2	1.0	0	False	5.0						
5778	liblinear	none	0.45	5	True	10.0						
5779	newton-cg	l2	1.0	0	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
