	power_t	penalty	loss	learning_rate	l1_ratio	eta0	epsilon	average	alpha	accuracy	average_precision	f1	precision	recall	roc_auc
1780	0.5	l2	log	invscaling	0.3	0.001	0.9	True	1e-06	0.7586862720455783	0.48442804795142863	0.0	0.0	0.0	0.6594431426722858
1781	0.1	elasticnet	perceptron	adaptive	0.9	0.1	0.7	False	0.0001	0.7952285199614595	0.6559489203074482	0.5660685780945119	0.5982978201622269	0.6231494920174165	0.8128906045080175
1782	0.25	l1	squared_error	invscaling	0.75	0.0001	0.3	False	1e-06	0.7586862720455783	0.5895737891846468	0.0	0.0	0.0	0.7503291832059734
1783	0.57	elasticnet	modified_huber	invscaling	0.75	0.0001	0.2	False	1e-06	0.7586862720455783	0.4705672989843997	0.0	0.0	0.0	0.6480694913179569
1784	0.25	l2	hinge	constant	0.45	1e-05	0.3	True	0.1	0.7586862720455783	0.4958828396549849	0.0	0.0	0.0	0.6686301082413836
1785	0.57	l1	log	invscaling	0.9	0.01	0.2	False	0.001	0.7586862720455783	0.6201709254073153	0.0	0.0	0.0	0.77361419553395
1786	0.5	l2	hinge	optimal	0.45	1e-05	0.1	False	0.1	0.8089187717313895	0.7464138445612586	0.3356338485352836	0.975	0.21516690856313497	0.8539471383356357
1787	0.25	l2	hinge	invscaling	1.0	0.01	0.1	True	0.1	0.7659963973021658	0.7450166928539018	0.05704591667848867	0.6	0.03026124818577649	0.8511943273820973
1788	0.9	l2	squared_hinge	optimal	0.3	0.1	0.9	True	1.0	0.7650789661095052	0.6791317831751267	0.048085373509102323	0.4	0.026415094339622643	0.8135358560512005
1789	0.57	l2	squared_error	constant	0.15	1e-05	0.5	True	0.1	0.7586862720455783	0.5561522721556967	0.0	0.0	0.0	0.7216753807683565
1790	0.25	l1	perceptron	optimal	0.75	1e-05	0.7	True	1.0	0.4175820032675632	0.17045412207434057	0.10194596172377182	0.08152319464371113	0.16756168359941945	0.2776282197002815
1791	0.1	l1	hinge	adaptive	0.15	0.01	0.2	False	0.1	0.7596037032382388	0.4346867357963201	0.007547169811320756	0.2	0.0038461538461538464	0.6604477416195988
1792	0.9	l1	modified_huber	invscaling	0.6	1e-05	0.3	True	1e-06	0.7595995140547107	0.4723672121997729	0.007407407407407407	0.2	0.0037735849056603774	0.6444305523982724
1793	0.9	elasticnet	hinge	optimal	0.6	0.001	0.7	True	1e-05	0.8600728917933894	0.7473504950127364	0.6065370473990979	0.8277100271002709	0.5324383164005806	0.851027768548796
1794	0.9	l1	hinge	adaptive	0.15	1e-05	0.9	True	0.0001	0.7586862720455783	0.5102019609824407	0.0	0.0	0.0	0.6798157798100968
1795	0.1	elasticnet	modified_huber	constant	0.9	1e-05	0.3	False	1.0	0.7586862720455783	0.2322248508297342	0.0	0.0	0.0	0.448178344728697
1796	0.25	l1	perceptron	invscaling	0.0	0.1	0.5	True	1.0	0.2970382472456118	0.1566603102228732	0.13331828603317925	0.09771992249452728	0.22793904208998547	0.21069211534089916
1797	0.57	elasticnet	squared_hinge	invscaling	0.75	0.0001	0.1	False	0.1	0.7586862720455783	0.45249617388310154	0.0	0.0	0.0	0.6289467011733437
1798	0.5	elasticnet	perceptron	optimal	1.0	1e-05	0.3	False	1e-06	0.7696116626869423	0.6668887717571181	0.5803814468221249	0.6329733448474079	0.6398403483309144	0.8066750310385228
1799	0.1	l2	perceptron	adaptive	0.0	0.001	0.3	True	1e-05	0.8527753340873863	0.7453109670563818	0.6188434439980295	0.8003642202839313	0.5815674891146589	0.849631472187735
1800	0.1	elasticnet	log	invscaling	0.15	0.001	0.1	True	1e-06	0.7879100163378158	0.7359344318611273	0.2030455768845786	0.8	0.12075471698113208	0.847227953905608
1801	0.25	elasticnet	log	invscaling	0.9	1e-05	0.1	True	0.0001	0.7586862720455783	0.4558134900728299	0.0	0.0	0.0	0.6344907933621278
1802	0.25	l1	squared_hinge	optimal	0.75	1e-05	0.2	False	1e-05	0.8280968539231705	0.682824304116713	0.577247435325161	0.6574442370030656	0.5926705370101597	0.8239639253676534
1803	0.9	l1	hinge	adaptive	0.15	0.001	0.7	False	1.0	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1804	0.5	l1	squared_hinge	constant	0.9	0.01	0.7	True	1e-05	0.8646349126555235	0.7557125528429347	0.601540404040404	0.8862771537190142	0.5247460087082728	0.8593281689894556
1805	0.57	elasticnet	squared_error	constant	0.75	0.1	0.2	True	0.1	0.3126345775208412	0.15377494768334182	0.12918579123740329	0.09139058332855038	0.2238026124818578	0.20638082081591974
1806	0.5	elasticnet	log	invscaling	0.6	0.01	0.5	False	1e-06	0.7586862720455783	0.6909615874304714	0.0	0.0	0.0	0.822833423680207
1807	0.57	l1	hinge	adaptive	0.75	0.0001	0.5	True	1e-05	0.7596037032382388	0.7298231888464304	0.007547169811320756	0.2	0.0038461538461538464	0.8400650497490687
1808	0.25	l1	modified_huber	constant	0.6	0.1	0.2	False	1e-06	0.8463616941058187	0.6895762682390527	0.582514006530824	0.7715320910973085	0.5062409288824383	0.7992004301676955
1809	0.5	l1	squared_hinge	constant	0.9	0.0001	0.7	False	0.1	0.8253571278957731	0.7613231017088499	0.42437233289405124	0.9540389435126277	0.2944121915820029	0.8544643013272246
1810	0.9	elasticnet	hinge	optimal	0.0	0.001	0.7	False	0.01	0.8554941141971429	0.7585630137931519	0.5672793083669887	0.8675360661505982	0.5095065312046445	0.860464790948992
1811	0.57	l1	perceptron	invscaling	0.15	0.0001	0.3	False	1e-05	0.8418038624272128	0.7263618237235703	0.6212983057300591	0.7022881152460985	0.6120464441219158	0.8451151485477469
1812	0.1	l1	log	optimal	0.15	1e-05	0.3	False	1e-06	0.8546018181056512	0.6982062276760008	0.5849135140525599	0.8633350383631713	0.49114658925979676	0.8127205483763792
1813	0.25	l2	squared_hinge	optimal	0.3	0.0001	0.2	True	0.01	0.8491223660508567	0.743688633282356	0.6047503840245776	0.7792688214426489	0.5514513788098694	0.8425791700911047
1814	0.25	elasticnet	hinge	invscaling	0.15	0.1	0.1	False	1e-06	0.8609735662519375	0.7545462783488924	0.5766935354282745	0.8870701581027667	0.5095065312046445	0.8593382237221746
1815	0.1	elasticnet	modified_huber	constant	0.9	1e-05	0.1	False	0.001	0.7641657241003729	0.7275879890694341	0.04365079365079365	0.8	0.022641509433962266	0.8444655253816427
1816	0.5	l2	squared_error	constant	0.3	1e-05	0.7	False	0.1	0.7586862720455783	0.6097238415386923	0.0	0.0	0.0	0.7661841852169199
1817	0.9	elasticnet	modified_huber	invscaling	0.45	1e-05	0.5	True	0.01	0.7586862720455783	0.4690669852105541	0.0	0.0	0.0	0.6550452900134646
1818	0.25	elasticnet	modified_huber	invscaling	0.3	0.001	0.7	False	1.0	0.7586862720455783	0.6669954944117473	0.0	0.0	0.0	0.8223166978509102
1819	0.5	l1	hinge	constant	0.15	0.1	0.2	False	0.01	0.8554941141971429	0.7290722711494523	0.5610844305871907	0.8772709235209234	0.4944121915820029	0.8293856121146416
1820	0.1	elasticnet	modified_huber	invscaling	0.6	0.01	0.9	True	0.01	0.8427045368857609	0.639285841839219	0.5061654405525997	0.6823717948717949	0.4226415094339623	0.742215451064053
1821	0.5	elasticnet	log	adaptive	0.9	1e-05	0.5	False	1e-05	0.7586862720455783	0.5161143867337151	0.0	0.0	0.0	0.6903863640337838
1822	0.9	l2	modified_huber	constant	0.6	0.0001	0.3	False	0.01	0.8600687026098613	0.7516091628435475	0.5770537359061412	0.9006898326898327	0.48701015965166905	0.8552315211499117
1823	0.1	l2	hinge	optimal	0.0	0.1	0.7	True	1e-05	0.8673788278664489	0.7546152670276304	0.6210839823171524	0.8707866233174031	0.551233671988389	0.8578837847762604
1824	0.1	l1	perceptron	invscaling	0.15	0.0001	0.7	False	0.001	0.7485987181098405	0.6413829233716288	0.5098532212528488	0.5360878293081683	0.5666182873730043	0.7672137024148844
1825	0.1	l2	log	optimal	0.3	1e-05	0.3	False	0.1	0.7696451761551673	0.7389375632766839	0.08497632971317182	0.8	0.04528301886792453	0.8476318918635355
1826	0.57	elasticnet	squared_error	invscaling	0.9	0.0001	0.7	False	1.0	0.7586862720455783	0.23107581120676093	0.0	0.0	0.0	0.46614003182541486
1827	0.25	l1	perceptron	adaptive	0.6	0.0001	0.1	False	1e-06	0.7797075949897365	0.695385126811537	0.5836366986316518	0.5985703363914373	0.664876632801161	0.816752496196688
1828	0.25	elasticnet	modified_huber	constant	0.3	0.01	0.2	True	1e-05	0.8646391018390516	0.7543593851370738	0.604551282051282	0.8873548630072499	0.5248185776487663	0.857716788780667
1829	0.9	l1	hinge	invscaling	0.15	1e-05	0.2	True	0.1	0.7586862720455783	0.39078146324982954	0.0	0.0	0.0	0.5841498067742669
1830	0.9	elasticnet	hinge	adaptive	0.3	1e-05	0.1	False	0.001	0.7586862720455783	0.5663729912285074	0.0	0.0	0.0	0.7265471173518456
1831	0.1	l1	modified_huber	constant	1.0	0.0001	0.5	False	1e-06	0.8609777554354656	0.7511623052960059	0.5770327220424307	0.902889434889435	0.49071117561683597	0.8547943588577823
1832	0.25	l2	squared_error	constant	0.9	1e-05	0.5	False	0.1	0.7586862720455783	0.6111495530553653	0.0	0.0	0.0	0.7670257226292689
1833	0.1	l1	squared_hinge	adaptive	0.45	0.0001	0.2	False	0.01	0.8582380294080684	0.749665121944244	0.5653606547724195	0.9116439143224857	0.47184325108853403	0.8536756605522235
1834	0.1	elasticnet	squared_hinge	adaptive	0.75	1e-05	0.3	False	0.1	0.7586862720455783	0.7320155755786991	0.0	0.0	0.0	0.8457840068547048
1835	0.57	l2	squared_hinge	adaptive	0.75	0.01	0.5	True	0.001	0.8646349126555235	0.7550677183466636	0.6031656488547658	0.8810961069581758	0.5285195936139332	0.8572997359539756
1836	0.5	l1	modified_huber	adaptive	0.45	0.1	0.3	True	0.1	0.3848561015458087	0.15914583260798768	0.11118902556933681	0.08628492444155697	0.15943396226415094	0.23785781733610784
1837	0.9	l1	squared_hinge	constant	0.3	0.0001	0.1	True	1.0	0.18195299736081438	0.154568119469714	0.2499637385659204	0.1593722853494294	0.5849056603773585	0.1902744504869988
1838	0.1	elasticnet	squared_hinge	adaptive	0.6	0.01	0.5	True	0.0001	0.8682878806920531	0.7555845877290321	0.6137727999935694	0.8894546469864073	0.5398403483309144	0.8575764596848934
1839	0.9	l1	modified_huber	optimal	0.0	1e-05	0.2	False	1.0	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1840	0.5	l2	hinge	constant	1.0	0.001	0.7	False	1.0	0.7586862720455783	0.7251300776523564	0.0	0.0	0.0	0.856861699337262
1841	0.1	l2	hinge	invscaling	0.3	0.001	0.9	False	0.001	0.8573205982154078	0.7486077513730989	0.5649512757232943	0.8843822516894047	0.4944121915820029	0.855178187350272
1842	0.9	l2	perceptron	optimal	0.45	0.0001	0.1	False	1.0	0.7677935570357338	0.47411945486137624	0.407239508044359	0.5204292800519215	0.3480406386066764	0.6959593089338486
1843	0.1	elasticnet	hinge	constant	0.9	1e-05	0.9	False	1e-05	0.7586862720455783	0.5623183162709878	0.0	0.0	0.0	0.7234244670991659
1844	0.5	elasticnet	modified_huber	optimal	0.0	0.0001	0.3	False	0.1	0.8582380294080684	0.7535866845021326	0.5701232744711004	0.897191407580402	0.4831640058055152	0.8587047755608793
1845	0.57	l2	squared_error	constant	0.75	1e-05	0.5	True	1e-05	0.7586862720455783	0.5575953705297629	0.0	0.0	0.0	0.7227438054103206
1846	0.1	elasticnet	squared_error	constant	0.6	0.1	0.1	True	1e-06	0.74389426500775	0.6270959308317442	0.6089754947989288	0.5397278009346975	0.7343251088534107	0.8011650375085246
1847	0.1	l2	squared_hinge	invscaling	0.9	0.0001	0.7	True	0.01	0.8016128356583302	0.7408446925560744	0.28462869313793837	1.0	0.1774310595065312	0.8496607620613077
1848	0.25	l2	hinge	constant	0.15	0.001	0.1	False	1.0	0.7586862720455783	0.7031136672189737	0.0	0.0	0.0	0.8217768024201304
1849	0.25	l2	log	constant	0.75	0.1	0.9	False	1.0	0.7284110426877801	0.4304399686087327	0.08741721854304636	0.06666666666666667	0.12692307692307692	0.6697352545158864
1850	0.9	elasticnet	perceptron	constant	0.45	0.001	0.2	True	0.1	0.3171756524653345	0.154528986121989	0.11120194679139572	0.08123127720861653	0.1825834542815675	0.20464659800304266
1851	0.9	l1	hinge	adaptive	0.15	0.001	0.1	False	0.0001	0.8600603242428051	0.7501262401094447	0.5743847331194722	0.886780303030303	0.505732946298984	0.8573749278682218
1852	0.1	l2	squared_hinge	optimal	0.9	0.01	0.5	False	0.1	0.679142055213439	0.5737621738217358	0.47550102506613817	0.3856014232562232	0.6539912917271409	0.7442692395124767
1853	0.57	elasticnet	modified_huber	constant	0.0	0.0001	0.2	True	1e-06	0.8509279041514809	0.7470836132182896	0.5119489645979983	0.9533145716072544	0.40384615384615385	0.8522164128210958
1854	0.57	elasticnet	squared_hinge	optimal	0.9	0.1	0.9	True	0.001	0.8545934397385949	0.7451965045298253	0.6119301120150336	0.7790733166204864	0.5701741654571844	0.8542483431549129
1855	0.1	l1	perceptron	invscaling	0.75	0.01	0.1	True	0.001	0.6535126303883374	0.395250839213395	0.4277696901263098	0.4139176585966194	0.4950653120464442	0.5992109220627065
1856	0.25	l2	squared_error	constant	0.9	1e-05	0.9	False	1e-06	0.7586862720455783	0.6126977674717692	0.0	0.0	0.0	0.7677549093325406
1857	0.5	l2	log	adaptive	0.15	0.0001	0.9	True	0.01	0.7586862720455783	0.6922842147959464	0.0	0.0	0.0	0.8211507860178013
1858	0.9	l2	hinge	constant	0.3	0.01	0.9	True	1.0	0.7586862720455783	0.7419328266297687	0.0	0.0	0.0	0.8440362320107717
1859	0.57	l2	perceptron	adaptive	1.0	0.0001	0.1	False	1e-06	0.8171463281806377	0.6887970184460844	0.6193378218965779	0.629614906832298	0.65	0.809704565722979
1860	0.9	l2	squared_error	invscaling	0.45	0.0001	0.9	False	0.001	0.7586862720455783	0.464020758484385	0.0	0.0	0.0	0.6453241121233848
1861	0.25	elasticnet	squared_error	invscaling	0.15	1e-05	0.3	False	0.0001	0.7586862720455783	0.46652776111980804	0.0	0.0	0.0	0.6448270585972337
1862	0.9	elasticnet	hinge	invscaling	0.3	0.001	0.7	True	1e-06	0.7586862720455783	0.4686414672374305	0.0	0.0	0.0	0.646338765803417
1863	0.9	elasticnet	perceptron	optimal	0.9	1e-05	0.3	False	0.01	0.8262703699049055	0.6880127362780709	0.4947286158162962	0.8692009771263602	0.43780841799709724	0.7853200902302971
1864	0.1	l2	squared_hinge	adaptive	0.75	0.001	0.9	True	0.01	0.8609777554354656	0.7526217110490111	0.5788532763532762	0.89850764830245	0.4982583454281567	0.8570151433017994
1865	0.1	l1	squared_hinge	optimal	0.0	1e-05	0.7	True	0.01	0.8299359054920196	0.7127030743949829	0.6160584457881628	0.6555856931716265	0.6271407837445574	0.8269047161068075
1866	0.57	l1	log	constant	0.45	0.1	0.7	True	1.0	0.31257592895144737	0.15762101325691527	0.1294360785965503	0.0958149478352269	0.2166182873730044	0.21718397537901968
1867	0.1	l2	perceptron	adaptive	1.0	0.1	0.5	True	1.0	0.7605127560638432	0.7310042149602974	0.014814814814814814	0.4	0.007547169811320755	0.8405052721772431
1868	0.25	l1	hinge	constant	0.75	0.1	0.7	True	0.0001	0.8582380294080684	0.7560554062733127	0.5717325333192205	0.8912099268423244	0.49071117561683597	0.8536009058002693
1869	0.25	l2	perceptron	adaptive	1.0	0.1	0.9	True	1e-05	0.8609903229860502	0.744958624437795	0.6257035732726035	0.8038023088023086	0.5702467343976778	0.8505796771993636
1870	0.9	elasticnet	perceptron	invscaling	0.0	0.1	0.5	False	1e-06	0.8161953835197521	0.6864945503021016	0.5775116362334407	0.6344813506140861	0.5367924528301886	0.8049447426862748
1871	0.1	l2	hinge	optimal	0.45	1e-05	0.5	False	1.0	0.7586862720455783	0.7500877982054049	0.0	0.0	0.0	0.8514417612394425
1872	0.25	l2	log	adaptive	0.0	1e-05	0.2	True	0.0001	0.7586862720455783	0.49797727655607343	0.0	0.0	0.0	0.6739761659118331
1873	0.25	l1	squared_error	invscaling	0.6	0.1	0.7	False	1e-06	0.8554941141971429	0.724864524356281	0.5703763014639819	0.856375709417477	0.5170537010159653	0.8347259866752934
1874	0.9	l1	squared_error	optimal	0.6	0.1	0.7	True	0.01	0.5135184952452768	0.2347685820369115	0.26839894604731046	0.2174850076589611	0.3716255442670537	0.43790940248657917
1875	0.9	l2	log	optimal	0.9	0.01	0.1	False	0.01	0.8591512714172008	0.7507174098212751	0.5647902978000066	0.9175356037151703	0.47184325108853403	0.8557875915855002
1876	0.5	elasticnet	squared_hinge	optimal	0.6	0.01	0.5	False	1e-05	0.7823886724477399	0.7069844823304209	0.6328469098783942	0.6407297970650384	0.6812046444121915	0.845352090510081
1877	0.1	elasticnet	modified_huber	adaptive	0.9	0.001	0.7	False	1.0	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1878	0.25	l2	modified_huber	constant	0.15	0.001	0.7	False	1e-06	0.8600728917933894	0.7514507592118633	0.5954815571088249	0.8704535756955112	0.5172714078374455	0.8572901183835487
1879	0.25	l1	perceptron	adaptive	0.0	1e-05	0.7	False	0.1	0.6554899250136148	0.3000181148056165	0.07794117647058824	0.048401826484018265	0.2	0.5473289383950898
1880	0.5	l1	modified_huber	invscaling	0.6	0.1	0.7	False	0.001	0.8618909974445981	0.7539463228502052	0.5886019716915036	0.8865235539654144	0.5133526850507982	0.8576297934845332
1881	0.57	l2	squared_hinge	adaptive	0.6	0.01	0.2	True	0.001	0.8646307234719952	0.756316434865558	0.5994429306014671	0.882135262281297	0.5284470246734397	0.858143022015493
1882	0.57	l2	perceptron	invscaling	0.15	0.1	0.2	False	0.01	0.8390641363998157	0.7263131708949659	0.5979856156002052	0.7844952068923675	0.59644412191582	0.8457595257663455
1883	0.9	elasticnet	squared_hinge	invscaling	0.9	1e-05	0.3	True	1.0	0.7568597880273135	0.23176882204894245	0.0	0.0	0.0	0.3479252277615542
1884	0.5	elasticnet	log	optimal	0.6	1e-05	0.2	False	1e-05	0.8354069791797578	0.7031655172916945	0.6062775865459219	0.680428032076105	0.5746008708272858	0.8300269291971952
1885	0.5	l2	perceptron	constant	0.3	0.0001	0.5	False	0.1	0.8171379498135813	0.7058552580743847	0.5678453761767239	0.7115209707738601	0.6378084179970973	0.8148670152307342
1886	0.9	elasticnet	squared_error	adaptive	0.9	0.001	0.5	True	0.0001	0.8591470822336726	0.7330474511982258	0.5720283266393544	0.8864772727272727	0.5019593613933238	0.850435850805253
1887	0.5	elasticnet	modified_huber	constant	0.3	1e-05	0.3	True	1e-05	0.7586862720455783	0.7011388841789968	0.0	0.0	0.0	0.8255267805620157
1888	0.1	l1	log	adaptive	0.0	0.01	0.5	False	0.1	0.7586862720455783	0.2944039910576436	0.0	0.0	0.0	0.5397384895168482
1889	0.5	l1	squared_hinge	invscaling	0.45	1e-05	0.7	True	0.0001	0.7586862720455783	0.4594768478060141	0.0	0.0	0.0	0.6355592180040919
1890	0.5	elasticnet	log	optimal	0.75	1e-05	0.2	True	0.01	0.6636043735076034	0.24288301255556285	0.2200609782374488	0.2462002664693955	0.20029027576197386	0.46916126042632067
1891	0.57	elasticnet	modified_huber	invscaling	0.3	0.001	0.1	True	0.01	0.7586862720455783	0.5820769322251437	0.0	0.0	0.0	0.7428615769318203
1892	0.5	l2	modified_huber	optimal	0.9	0.001	0.9	False	1.0	0.7650789661095053	0.7272694839854317	0.05026455026455027	0.6	0.026415094339622643	0.8449503383636141
1893	0.9	l1	hinge	adaptive	0.3	0.001	0.1	False	0.1	0.7596037032382388	0.6012359952714562	0.007547169811320756	0.2	0.0038461538461538464	0.7797703149317152
1894	0.5	l2	squared_hinge	adaptive	0.9	1e-05	0.1	False	1e-06	0.7650789661095053	0.7276294484480942	0.050788840788840786	0.8	0.026415094339622643	0.8445088044485635
1895	0.9	elasticnet	squared_error	optimal	1.0	0.0001	0.7	False	1.0	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1896	0.1	l1	squared_error	adaptive	0.15	0.0001	0.9	False	1.0	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1897	0.25	l1	modified_huber	invscaling	0.75	0.001	0.3	False	0.0001	0.857328976582464	0.7493324373732394	0.5677263341157863	0.9034813925570229	0.47191582002902754	0.8538841869655691
1898	0.1	l2	squared_hinge	optimal	0.45	1e-05	0.3	False	1e-05	0.8390348121151188	0.7043923585629595	0.5665236110077173	0.691883685207016	0.4984034833091437	0.839666357738647
1899	0.5	l1	perceptron	optimal	0.6	0.0001	0.5	False	0.0001	0.7678312596874869	0.6496011819737731	0.5395536672666201	0.6292108868024517	0.574310595065312	0.7980310210362495
1900	0.1	l1	modified_huber	invscaling	0.3	1e-05	0.2	True	1e-05	0.7586862720455783	0.5775020217255965	0.0	0.0	0.0	0.7383933411439664
1901	0.5	l1	squared_hinge	invscaling	0.15	0.01	0.3	True	1e-06	0.8536718193624063	0.7460150702720604	0.5231077688966213	0.9699812382739212	0.411465892597968	0.8520690891286481
1902	0.9	elasticnet	log	invscaling	0.45	0.1	0.7	True	1e-05	0.7586862720455783	0.5474649309769999	0.0	0.0	0.0	0.7270612202073898
1903	0.25	l2	log	constant	0.9	0.0001	0.1	False	1e-05	0.7605127560638432	0.7177230407983355	0.014814814814814814	0.4	0.007547169811320755	0.8387592459824786
1904	0.25	l2	squared_error	constant	1.0	0.01	0.7	True	1e-06	0.8573205982154078	0.7377679541422488	0.5708469252314592	0.8685325326302771	0.5132801161103048	0.8540459370136568
1905	0.5	elasticnet	squared_error	constant	0.0	0.1	0.1	True	1.0	0.7586862720455783	0.7190006614580671	0.0	0.0	0.0	0.8405441796212425
1906	0.1	elasticnet	modified_huber	adaptive	0.0	1e-05	0.9	False	0.0001	0.7650789661095053	0.7276641663899903	0.050788840788840786	0.8	0.026415094339622643	0.8444860720093728
1907	0.9	elasticnet	hinge	adaptive	1.0	1e-05	0.3	False	1.0	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1908	0.57	l2	log	optimal	0.9	0.0001	0.2	False	1e-05	0.8390599472162876	0.7093650373365351	0.5719134902325743	0.7386332205117008	0.5363570391872279	0.8526614440344835
1909	0.25	elasticnet	perceptron	optimal	0.6	0.001	0.1	False	0.01	0.7952159524108752	0.6604960340287704	0.4968812578488273	0.6030331941959849	0.5169811320754716	0.8103861017364086
1910	0.9	elasticnet	hinge	optimal	0.0	0.001	0.9	True	1e-06	0.867383017049977	0.7537225162249184	0.6254225414862302	0.8666701680672269	0.5550798258345429	0.8569535034186091
1911	0.9	l2	squared_error	optimal	0.3	0.001	0.1	True	1.0	0.7659922081186377	0.6427357703004748	0.08311688311688312	0.13333333333333333	0.06037735849056604	0.7715158165317293
1912	0.57	elasticnet	perceptron	adaptive	0.45	1e-05	0.5	False	0.001	0.7787063801265133	0.6733434271178167	0.568557359641697	0.5785208189162246	0.6388243831640057	0.8052109745221816
1913	0.9	l2	log	constant	0.75	0.01	0.5	False	0.1	0.7815173222738888	0.736165274790927	0.1509071975713933	0.6	0.09433962264150943	0.8445936139332366
1914	0.57	l1	perceptron	adaptive	0.75	1e-05	0.9	False	0.001	0.7102760671945038	0.678886017091662	0.5075645366651058	0.5013545129615893	0.6606676342525399	0.8280461468515572
1915	0.1	elasticnet	perceptron	invscaling	0.3	1e-05	0.7	False	0.1	0.7422521050647228	0.485483822954349	0.3241276766830897	0.621078431372549	0.34724238026124815	0.6856735359434836
1916	0.25	l2	squared_hinge	invscaling	0.15	0.01	0.3	False	0.0001	0.8618909974445981	0.7543718287957584	0.5878691504731287	0.886827551533434	0.5133526850507983	0.8584271775053771
1917	0.9	l1	squared_error	invscaling	0.6	1e-05	0.2	True	1.0	0.5118344434669683	0.19620055151319865	0.16574358919111093	0.14264674417039402	0.2968069666182874	0.3277322643258083
1918	0.5	l1	modified_huber	constant	0.9	0.01	0.9	True	0.001	0.8600603242428051	0.7557656694170773	0.5758455381096891	0.8867523939808482	0.5019593613933236	0.8536795950128526
1919	0.5	l2	modified_huber	constant	0.3	0.1	0.9	True	1e-06	0.8628126178207868	0.7566909480676802	0.6101056793305661	0.8586778711484595	0.5399129172714079	0.8567165614562751
1920	0.5	l2	log	adaptive	0.0	0.1	0.9	True	1e-05	0.8618951866281261	0.7520522503809101	0.6142168234355911	0.8131373775276215	0.551233671988389	0.8575375522408939
1921	0.9	elasticnet	squared_hinge	invscaling	1.0	0.01	0.5	True	0.01	0.7586862720455783	0.5963995789664931	0.0	0.0	0.0	0.7673146869043664
1922	0.9	l2	squared_hinge	optimal	0.75	1e-05	0.7	True	1.0	0.7523061455322357	0.40103513476364105	0.06907203907203907	0.22974358974358972	0.0420899854862119	0.6160622169374158
1923	0.5	l1	perceptron	optimal	1.0	0.01	0.9	False	1e-06	0.7632566712747686	0.6677140414475136	0.516842755388232	0.5269563585513977	0.6082728592162555	0.8324479339710074
1924	0.1	elasticnet	perceptron	optimal	0.6	1e-05	0.9	True	0.0001	0.8463658832893468	0.6983415434657813	0.5141851477860258	0.827056277056277	0.4228592162554426	0.8184499973770262
1925	0.57	elasticnet	log	invscaling	0.45	0.001	0.1	False	1e-05	0.7586862720455783	0.4783803258279411	0.0	0.0	0.0	0.6509914840785493
1926	0.57	elasticnet	squared_hinge	adaptive	0.75	0.001	0.9	False	1.0	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1927	0.25	l1	squared_error	adaptive	1.0	0.01	0.3	True	1.0	0.36285032047253996	0.15726744301109752	0.10887181499129048	0.08518803466943925	0.16320754716981134	0.21491029429765507
1928	0.57	elasticnet	hinge	adaptive	0.45	1e-05	0.2	False	1.0	0.7586862720455783	0.37696454076333785	0.0	0.0	0.0	0.5439160123804362
1929	0.1	elasticnet	perceptron	invscaling	0.0	0.001	0.3	True	0.0001	0.8618993758116542	0.7525915715308181	0.6094448287396526	0.8545753521840478	0.5436865021770683	0.8573972231451205
1930	0.9	l1	log	optimal	0.45	0.001	0.2	False	0.001	0.8345021155376816	0.7408208950547064	0.6192678287071267	0.7008282828282828	0.6306966618287373	0.85112919020057
1931	0.25	l2	squared_hinge	invscaling	0.45	0.0001	0.5	True	0.001	0.7586862720455783	0.6674031659722421	0.0	0.0	0.0	0.805702344938535
1932	0.1	l1	perceptron	optimal	0.0	0.01	0.9	True	0.001	0.6207532151983578	0.259391832365243	0.24431344087212695	0.2864143920595533	0.25703918722786645	0.46751884169479074
1933	0.9	l1	squared_error	optimal	0.45	0.01	0.7	False	1.0	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1934	0.57	l1	hinge	optimal	0.3	0.1	0.1	True	1e-05	0.8609903229860499	0.7483659010458483	0.6299746096347011	0.8118315018315018	0.5815674891146589	0.8546159966425936
1935	0.1	l2	log	adaptive	0.6	0.01	0.1	False	1e-05	0.8628126178207868	0.7526748839253632	0.6152750247737806	0.8281607070980884	0.5437590711175617	0.8578238935422385
1936	0.57	elasticnet	modified_huber	invscaling	0.3	1e-05	0.5	False	0.001	0.7586862720455783	0.45882508485273654	0.0	0.0	0.0	0.6339277283298651
1937	0.5	l1	log	optimal	0.15	0.01	0.3	False	0.1	0.7586862720455783	0.4088773966044531	0.0	0.0	0.0	0.6286564254113698
1938	0.57	l1	squared_hinge	constant	0.6	1e-05	0.3	True	0.0001	0.7586862720455783	0.7017265806051995	0.0	0.0	0.0	0.8255958522041722
1939	0.25	elasticnet	hinge	adaptive	0.75	1e-05	0.3	True	1.0	0.23583427589962716	0.18955899373438875	0.3816536832034988	0.23712848264490766	0.9773584905660376	0.3115585710038995
