	power_t	penalty	loss	learning_rate	l1_ratio	eta0	epsilon	average	alpha	accuracy	average_precision	f1	precision	recall	roc_auc
5129	0.57	l2	squared_error	constant	0.75	1e-05	0.5	False	0.001	0.7586862720455783	0.612764361628323	0.0	0.0	0.0	0.7677772046094391
5130	0.9	l2	squared_hinge	adaptive	0.6	1e-05	0.2	False	1e-05	0.7650789661095053	0.727850466359423	0.050788840788840786	0.8	0.026415094339622643	0.8446207179953487
5131	0.1	l1	squared_error	adaptive	1.0	0.0001	0.1	False	1e-06	0.8207909178501112	0.7348501363012527	0.3893197882125226	0.9695740365111561	0.26799709724238024	0.8474351688320774
5132	0.57	l2	modified_huber	invscaling	1.0	1e-05	0.9	False	0.1	0.7586862720455783	0.4498234319816996	0.0	0.0	0.0	0.6302686799447427
5133	0.5	l1	hinge	constant	0.9	0.001	0.7	True	1.0	0.39851702903104186	0.15316320393941021	0.0846881279264565	0.06698745180834623	0.12155297532656024	0.1874503820798433
5134	0.57	l1	squared_error	invscaling	1.0	1e-05	0.7	False	0.0001	0.7586862720455783	0.4545900814224429	0.0	0.0	0.0	0.6368663332575586
5135	0.25	l1	log	invscaling	0.6	1e-05	0.5	True	1.0	0.23766075991789198	0.206855619201479	0.3831207967593927	0.23803941556235136	0.9811320754716981	0.3658309580848794
5136	0.25	l1	hinge	adaptive	0.9	1e-05	0.5	True	0.0001	0.7586862720455783	0.5102271449563334	0.0	0.0	0.0	0.6797934845331982
5137	0.1	elasticnet	modified_huber	invscaling	0.45	1e-05	0.2	True	1.0	0.6170206526747937	0.17843319337715327	0.050543859649122815	0.06485435468486316	0.04528301886792453	0.3022745554059489
5138	0.1	l1	squared_hinge	adaptive	0.0	0.1	0.1	False	0.01	0.8107578233002387	0.6648333730976004	0.5908881797633293	0.6266472223842579	0.6345428156748911	0.8108674174200431
5139	0.1	elasticnet	log	invscaling	0.45	1e-05	0.3	True	1e-06	0.7586862720455783	0.46449206498516576	0.0	0.0	0.0	0.6429603756098413
5140	0.1	elasticnet	modified_huber	invscaling	1.0	1e-05	0.7	False	1e-05	0.7586862720455783	0.6346620772947068	0.0	0.0	0.0	0.7847701400667983
5141	0.1	l1	modified_huber	adaptive	0.6	0.001	0.3	False	1e-06	0.8628084286372586	0.7536007645283517	0.5946375143843498	0.8908424908424909	0.5134252539912917	0.8588293668141361
5142	0.57	l1	hinge	invscaling	0.3	0.001	0.2	False	0.01	0.7586862720455783	0.46675451050402694	0.0	0.0	0.0	0.6424882403343417
5143	0.57	elasticnet	perceptron	constant	0.45	0.1	0.7	False	0.001	0.8180721377403545	0.7341672555425094	0.5645661855984578	0.7707271590198419	0.559433962264151	0.8498312553552381
5144	0.1	l2	log	optimal	0.6	0.0001	0.9	True	0.0001	0.865552343848184	0.7548319088919022	0.617870019575246	0.862767897856817	0.551233671988389	0.855097312326228
5145	0.1	elasticnet	squared_error	constant	0.0	0.1	0.5	False	1e-06	0.6545054668845042	0.34909096431614406	0.346976599517952	0.3343713124643326	0.4011611030478955	0.6011138895203455
5146	0.9	l2	squared_error	constant	0.3	0.01	0.1	False	0.01	0.8573205982154078	0.7215497361089426	0.5829669082569281	0.8425490196078431	0.535921625544267	0.8398565233357231
5147	0.9	l1	log	invscaling	1.0	1e-05	0.7	False	1.0	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
5148	0.1	elasticnet	hinge	constant	0.75	1e-05	0.5	False	1.0	0.7586862720455783	0.24326639169906922	0.0	0.0	0.0	0.46448930701033453
5149	0.57	l2	squared_hinge	optimal	0.3	1e-05	0.1	False	1.0	0.7678438272380713	0.7002622714261767	0.0755026455026455	0.575	0.04201741654571843	0.8213488205361358
5150	0.1	l1	log	optimal	1.0	0.01	0.3	False	0.01	0.8600603242428051	0.7565841654481809	0.5728656186146225	0.8934854497354496	0.49818577648766327	0.8595476244601047
5151	0.9	l1	squared_hinge	invscaling	0.9	0.0001	0.1	True	1e-06	0.7586862720455783	0.48862805060963155	0.0	0.0	0.0	0.6503676534876808
5152	0.57	l1	perceptron	optimal	0.45	0.0001	0.9	False	1e-06	0.8262661807213773	0.7122736584716783	0.5515171152534162	0.6681968513363862	0.5547895500725689	0.826112578033469
5153	0.57	l1	modified_huber	optimal	1.0	0.1	0.3	True	1e-06	0.8673788278664489	0.7580621112595306	0.6219318752608392	0.8706623376623377	0.551233671988389	0.8558619091751624
5154	0.1	elasticnet	log	constant	0.6	1e-05	0.7	False	0.01	0.7586862720455783	0.5050130050716742	0.0	0.0	0.0	0.6794761047091122
5155	0.25	l1	squared_error	constant	0.0	0.01	0.2	True	1e-05	0.8573205982154078	0.737222934268566	0.5708469252314592	0.8685325326302771	0.5132801161103048	0.8539104167030969
5156	0.9	elasticnet	modified_huber	optimal	0.45	0.1	0.1	True	1e-05	0.8637258598299191	0.7555446666411186	0.6119477996780263	0.8645518207282914	0.5399129172714078	0.8552525049399339
5157	0.9	l1	modified_huber	adaptive	0.9	1e-05	0.5	True	1e-06	0.7586862720455783	0.708565840690268	0.0	0.0	0.0	0.829397852658821
5158	0.25	elasticnet	modified_huber	adaptive	0.6	1e-05	0.2	True	1e-05	0.7586862720455783	0.7080231922621912	0.0	0.0	0.0	0.8294651756518089
5159	0.25	l2	hinge	invscaling	0.75	1e-05	0.1	True	0.001	0.7586862720455783	0.455795468964283	0.0	0.0	0.0	0.6337790931505413
5160	0.5	elasticnet	log	optimal	0.9	0.01	0.7	False	1e-05	0.8234468602069457	0.7139831106002807	0.6377048982528566	0.7099900692316423	0.6591436865021771	0.8408860405336875
5161	0.25	elasticnet	modified_huber	optimal	0.3	0.0001	0.1	False	1e-05	0.7833731305768505	0.7115143137773109	0.5883871701546861	0.6732869398995971	0.6610304789550072	0.8458194170003672
5162	0.9	l1	log	constant	0.0	0.001	0.1	False	1e-05	0.8618951866281261	0.7487441234071966	0.5758369364186877	0.9201412114455593	0.4794629898403483	0.8535331456449893
5163	0.1	l2	log	invscaling	0.15	0.001	0.9	False	0.1	0.7678186921369026	0.7337815694417974	0.07145160882002988	0.8	0.03773584905660378	0.8458915487785686
5164	0.9	l1	modified_huber	invscaling	0.15	0.1	0.7	True	0.0001	0.8180553810062419	0.6600471736861636	0.4047411047411047	0.8975969335102463	0.2793904208998549	0.8089513350936401
5165	0.57	l2	hinge	constant	0.45	0.0001	0.3	False	0.1	0.7586862720455783	0.72082938917912	0.0	0.0	0.0	0.8346516690856314
5166	0.5	l2	modified_huber	invscaling	0.6	0.0001	0.9	False	0.01	0.7586862720455783	0.49649156204829314	0.0	0.0	0.0	0.6717934145872314
5167	0.25	l2	modified_huber	invscaling	0.75	1e-05	0.9	True	0.01	0.7586862720455783	0.4920177084827996	0.0	0.0	0.0	0.6680727263189187
5168	0.57	l2	squared_hinge	optimal	0.45	0.0001	0.1	False	0.1	0.6672699090947174	0.49395226826976274	0.4031754480257389	0.36414236928816685	0.5030478955007258	0.6797318446500078
5169	0.1	l2	log	invscaling	0.9	1e-05	0.2	True	0.001	0.7586862720455783	0.4647231509678898	0.0	0.0	0.0	0.6429140364068757
5170	0.5	l1	log	invscaling	0.6	0.001	0.1	True	0.0001	0.7586862720455783	0.4842534216584825	0.0	0.0	0.0	0.6602894888698481
5171	0.1	elasticnet	hinge	constant	0.45	0.01	0.9	False	0.01	0.8545808721880105	0.7523134284087519	0.5665991376208397	0.8608132343846631	0.5132801161103048	0.8533539091052162
5172	0.57	l2	squared_error	invscaling	0.6	0.0001	0.1	False	0.01	0.7586862720455783	0.46046178882310196	0.0	0.0	0.0	0.6390823089163622
5173	0.5	l1	modified_huber	invscaling	0.6	1e-05	0.5	False	0.1	0.7586862720455783	0.43760246020175303	0.0	0.0	0.0	0.6118466609544128
5174	0.57	elasticnet	squared_hinge	optimal	0.6	1e-05	0.5	True	0.001	0.8600770809769177	0.7499168080463772	0.6128593533684639	0.8415972850678732	0.5513062409288825	0.8535904139052581
5175	0.9	l1	squared_hinge	optimal	0.9	1e-05	0.1	False	1e-05	0.6644380210297013	0.6279052949462389	0.5333216830265811	0.45172551193099136	0.7465166908563134	0.7966382219735255
5176	0.25	elasticnet	squared_hinge	invscaling	0.9	0.1	0.2	True	1e-06	0.865552343848184	0.7559058541658494	0.6144026306174644	0.8742216117216117	0.5399129172714079	0.8585981079615997
5177	0.5	l2	hinge	constant	1.0	0.0001	0.2	False	0.01	0.7632566712747686	0.7352460500071039	0.03561734524991724	0.4	0.018940493468795356	0.8475112350709078
5178	0.25	l2	log	adaptive	0.3	0.0001	0.2	False	0.1	0.7586862720455783	0.6987525479507086	0.0	0.0	0.0	0.8268802350184483
5179	0.25	l2	hinge	constant	0.6	0.01	0.2	True	0.0001	0.8591470822336726	0.7577795070525786	0.5720283266393544	0.8864772727272727	0.5019593613933238	0.861069823561299
5180	0.25	l1	perceptron	constant	0.45	0.0001	0.2	True	0.1	0.30434837250219926	0.15862207455849084	0.13656475550357267	0.10026866116225601	0.22786647314949202	0.22158357668700926
5181	0.5	elasticnet	perceptron	adaptive	0.15	0.0001	0.2	False	0.1	0.7541242511834444	0.5884815937244745	0.3750154679480181	0.7474102564102564	0.42271407837445574	0.750480222777904
5182	0.5	l1	hinge	invscaling	0.6	0.1	0.5	False	1e-05	0.8582338402245403	0.7496524155531188	0.5682005754431823	0.8853903162055335	0.49818577648766327	0.8580503436095617
5183	0.1	l1	modified_huber	invscaling	1.0	0.001	0.7	True	0.0001	0.8609777554354657	0.7532834946386787	0.5739576469673556	0.9141352108410932	0.4831640058055152	0.8564997289593789
5184	0.57	l2	hinge	constant	0.9	1e-05	0.1	True	0.001	0.7586862720455783	0.49616923422551473	0.0	0.0	0.0	0.6686760102820571
5185	0.1	l2	modified_huber	invscaling	0.45	0.0001	0.2	False	0.001	0.855498303380671	0.7451303634840822	0.534439904367856	0.9561881348256452	0.4227866473149492	0.8517989228321122
5186	0.57	elasticnet	squared_error	invscaling	1.0	1e-05	0.2	True	0.01	0.7586862720455783	0.46011312568262086	0.0	0.0	0.0	0.6331828037840769
5187	0.9	l1	squared_hinge	adaptive	1.0	0.1	0.1	True	1.0	0.3080139080893134	0.1577106505438878	0.12989004920628783	0.09639512545276147	0.2166182873730044	0.2162794865966041
5188	0.25	l2	hinge	adaptive	0.75	1e-05	0.7	True	0.1	0.7586862720455783	0.5102286332422208	0.0	0.0	0.0	0.6800863832689248
5189	0.25	l1	hinge	invscaling	0.3	0.01	0.3	True	0.0001	0.8545808721880105	0.7525539381186321	0.5542520900208576	0.8925507361325244	0.475544267053701	0.8562942626820782
5190	0.9	elasticnet	hinge	adaptive	0.6	0.0001	0.1	False	1e-05	0.7742155753843576	0.7392225330442797	0.10931850636526601	0.7875	0.06799709724238026	0.8507899522618778
5191	0.57	elasticnet	modified_huber	adaptive	1.0	0.0001	0.9	False	0.1	0.8317498219597	0.7611791795847147	0.44357999073903587	0.9636630036630038	0.31705370101596514	0.8541928235438124
5192	0.1	l1	modified_huber	optimal	0.6	0.1	0.9	True	0.001	0.8509237149679528	0.698053752674341	0.5860308888031661	0.7431194393150915	0.5246734397677794	0.8135389161872453
5193	0.9	l1	squared_error	invscaling	0.15	1e-05	0.7	False	0.01	0.7586862720455783	0.42909930304872146	0.0	0.0	0.0	0.6095546190567787
5194	0.5	elasticnet	log	constant	0.0	0.0001	0.1	True	0.001	0.7586862720455783	0.6792087696521055	0.0	0.0	0.0	0.814484061062829
5195	0.5	l2	squared_hinge	invscaling	0.45	0.0001	0.7	True	1e-06	0.7586862720455783	0.4871592493299396	0.0	0.0	0.0	0.6620420724989946
5196	0.5	l2	squared_hinge	constant	0.45	1e-05	0.9	True	1e-05	0.7586862720455783	0.7012797882217521	0.0	0.0	0.0	0.8255731197649816
5197	0.5	l2	squared_hinge	constant	1.0	0.001	0.1	True	0.01	0.8628042394537305	0.7540996161343572	0.5828244395986331	0.9079526355996943	0.4982583454281567	0.8571694615909209
5198	0.9	l2	perceptron	constant	0.9	1e-05	0.3	False	1e-06	0.7869883959616271	0.6643643447004131	0.5284640916145975	0.5731455047669963	0.5927431059506533	0.7983033731442462
5199	0.25	l1	hinge	optimal	0.45	1e-05	0.3	True	1e-05	0.8618951866281261	0.7533360280757311	0.6105735408312898	0.8500381924749479	0.5511611030478955	0.8558898875618585
5200	0.1	elasticnet	squared_error	adaptive	0.3	1e-05	0.1	False	0.1	0.7586862720455783	0.5885257958309332	0.0	0.0	0.0	0.7454736216272928
5201	0.57	l2	hinge	invscaling	0.0	0.01	0.5	True	0.0001	0.7586862720455783	0.6528491380289168	0.0	0.0	0.0	0.7958054278070191
5202	0.5	l1	log	optimal	0.0	0.0001	0.3	True	0.0001	0.857328976582464	0.712518733598597	0.5915409457842635	0.8536323325797011	0.5171988388969521	0.8322595170230997
5203	0.57	elasticnet	log	invscaling	0.6	1e-05	0.2	False	1e-05	0.7586862720455783	0.45615248629242	0.0	0.0	0.0	0.636742616328886
5204	0.25	l2	modified_huber	constant	0.75	0.0001	0.1	True	0.001	0.8500146621423484	0.7471562157777336	0.5090488277990928	0.9533145716072544	0.4000725689404934	0.852261003374893
5205	0.9	elasticnet	log	adaptive	0.3	0.1	0.3	True	0.0001	0.8646349126555235	0.7518966829687364	0.6197812305134881	0.8203047279517868	0.5550072568940494	0.8570033399199118
5206	0.1	elasticnet	squared_error	adaptive	0.0	0.001	0.3	True	0.01	0.8582338402245403	0.7348002303791127	0.5682005754431823	0.8853903162055335	0.49818577648766327	0.8509962928637629
5207	0.9	elasticnet	hinge	optimal	0.3	1e-05	0.1	False	1e-05	0.8299191487579071	0.691108244529073	0.5399302536769969	0.676025641025641	0.5359216255442669	0.8179651843950548
5208	0.5	l1	log	optimal	1.0	1e-05	0.9	True	0.1	0.4991789200284864	0.15677959214508097	0.05015637618829959	0.050598796817791336	0.056676342525399125	0.21213606239180235
5209	0.9	l1	modified_huber	constant	0.6	0.01	0.5	True	0.1	0.3985798667839638	0.15976966303194887	0.10485152063947592	0.0835750233309683	0.14412191582002903	0.24005630650322626
5210	0.1	l2	squared_error	optimal	0.3	0.001	0.5	False	0.1	0.47348246826693485	0.4098873339457122	0.363162140371508	0.2540014726951439	0.6470246734397678	0.592499169391645
5211	0.9	l1	squared_error	adaptive	0.9	0.0001	0.9	False	0.0001	0.8198776758409785	0.7349569302907495	0.3850541946511544	0.9695740365111561	0.26422351233671987	0.8474801965481665
5212	0.1	l2	squared_hinge	constant	0.15	0.1	0.7	False	0.1	0.669636797788111	0.49095092212615593	0.3886181874173048	0.498056907571834	0.5243831640058054	0.6758476576844388
5213	0.57	l1	hinge	constant	0.0	0.1	0.7	True	1e-06	0.8628042394537305	0.757748682897659	0.5946672749058992	0.8787769423558898	0.5208998548621191	0.8561198349275185
5214	0.5	elasticnet	squared_hinge	constant	0.75	0.001	0.1	True	1e-06	0.8618909974445981	0.7547882099718451	0.57979413656833	0.9071122994652405	0.49448476052249635	0.8577334009477677
5215	0.5	l2	modified_huber	adaptive	0.75	0.01	0.1	True	0.1	0.8628042394537305	0.7545946826248946	0.582310723161787	0.9073562019042651	0.4982583454281567	0.8573648731355028
5216	0.5	elasticnet	squared_hinge	invscaling	0.3	1e-05	0.3	True	0.1	0.7586862720455783	0.4425325460836345	0.0	0.0	0.0	0.6201811600538584
5217	0.9	l2	squared_hinge	constant	0.3	0.001	0.2	False	0.01	0.859159649784257	0.7541575645852429	0.5876633269541071	0.8789319649665834	0.5021770682148041	0.8600499239337612
5218	0.9	elasticnet	perceptron	constant	0.0	0.1	0.1	True	0.0001	0.8646349126555235	0.7508366119807973	0.6134023012455259	0.8362949570754449	0.5361393323657475	0.8528704076101212
5219	0.25	l2	perceptron	invscaling	0.3	1e-05	0.2	True	0.01	0.8637258598299191	0.752655339862309	0.615314588324297	0.8540455486542443	0.551233671988389	0.8560127301659468
5220	0.25	l1	modified_huber	constant	0.75	0.1	0.1	False	1e-06	0.810762012483767	0.6942391044353784	0.5375818563978546	0.7484763654390109	0.5135703918722787	0.8179682445310998
5221	0.25	elasticnet	log	adaptive	1.0	0.001	0.2	True	1.0	0.49359054920196055	0.15380146751911722	0.07493635927869316	0.06850816409555029	0.0874455732946299	0.18715223739661113
5222	0.5	l1	hinge	invscaling	0.15	0.0001	0.5	False	1e-05	0.7586862720455783	0.45482828676659726	0.0	0.0	0.0	0.634008166191617
5223	0.25	l1	squared_error	adaptive	0.6	0.0001	0.7	False	0.001	0.8153114657953164	0.7352543012092083	0.3671565179199676	0.968470588235294	0.24535558780841799	0.8475112350709078
5224	0.1	l2	squared_error	optimal	0.3	0.0001	0.9	False	0.001	0.8509279041514809	0.7284856746786802	0.5631440255431813	0.8525935374149659	0.5208272859216255	0.8457114379142112
5225	0.1	l1	hinge	adaptive	0.45	1e-05	0.1	False	0.0001	0.7586862720455783	0.5666320792736224	0.0	0.0	0.0	0.7266607795477993
5226	0.9	l1	modified_huber	invscaling	0.3	0.0001	0.3	False	0.1	0.7586862720455783	0.44973940765795994	0.0	0.0	0.0	0.634471121058982
5227	0.25	elasticnet	squared_hinge	optimal	0.0	0.001	0.3	True	1e-06	0.8628126178207868	0.7523682256301008	0.6138721968262881	0.8300609318996415	0.5399854862119013	0.8565145924773112
5228	0.25	l1	squared_hinge	invscaling	0.15	0.01	0.5	True	0.001	0.8618909974445981	0.7530581856271084	0.57979413656833	0.9071122994652405	0.49448476052249635	0.8563475964817178
5229	0.5	elasticnet	log	constant	0.15	0.0001	0.2	True	0.01	0.7586862720455783	0.6751019221311152	0.0	0.0	0.0	0.8110505884204452
5230	0.9	l2	perceptron	optimal	0.6	1e-05	0.7	False	1.0	0.7733107117422814	0.551709300495256	0.42463539888545004	0.5757359307359308	0.4116835994194485	0.733244443667267
5231	0.25	elasticnet	log	optimal	0.9	1e-05	0.3	False	0.0001	0.8591554606007289	0.728896169288008	0.6079500863155505	0.8118596831270282	0.5399129172714079	0.8361192229003096
5232	0.1	l2	perceptron	invscaling	0.9	0.01	0.7	True	0.01	0.8628084286372586	0.7492730001976831	0.611561427140081	0.8245014103202257	0.5399129172714079	0.8561539335863045
5233	0.1	l2	squared_hinge	optimal	0.6	0.01	0.2	False	1e-06	0.768702609861338	0.7205579469505718	0.5943938812091266	0.6773825979089138	0.6320029027576197	0.8513036179551297
5234	0.1	elasticnet	squared_hinge	constant	1.0	1e-05	0.1	True	0.0001	0.7586862720455783	0.7014281518209375	0.0	0.0	0.0	0.8253003304946928
5235	0.1	elasticnet	perceptron	adaptive	0.75	0.1	0.1	True	1e-06	0.8600770809769177	0.7503160193960065	0.6174695896838075	0.8315389426981857	0.5626269956458636	0.8511973875181423
5236	0.25	elasticnet	perceptron	optimal	0.3	0.1	0.1	False	0.01	0.7020066189099744	0.6163779918745058	0.4878948378688909	0.4440674067792255	0.6236574746008708	0.7805711962508963
5237	0.57	elasticnet	squared_error	constant	0.9	0.001	0.2	True	1e-05	0.8573205982154078	0.7362039524573148	0.5599460586807978	0.9059776845961057	0.47554426705370095	0.8505014251490722
5238	0.1	l2	perceptron	adaptive	0.75	0.1	0.5	False	0.1	0.808931339281974	0.6883175444712584	0.5918540119779137	0.617960372960373	0.623367198838897	0.8138265689754665
5239	0.9	l2	perceptron	optimal	0.15	0.001	0.7	False	0.001	0.744987641908592	0.6173630507578365	0.470076323987539	0.5247760841244384	0.5245283018867924	0.772434731669785
5240	0.5	l2	squared_hinge	invscaling	1.0	0.0001	0.9	True	1e-06	0.7586862720455783	0.48755154094341824	0.0	0.0	0.0	0.662226117823981
5241	0.9	l2	hinge	optimal	0.45	0.001	0.7	False	0.1	0.8006995936491977	0.7435606127002099	0.29410728762143856	0.9714285714285715	0.18497822931785196	0.8529569657439628
5242	0.1	elasticnet	squared_error	optimal	0.45	0.01	0.2	True	1e-05	0.4900842025889154	0.2911355730920828	0.353178150460565	0.26042378601384814	0.5611030478955007	0.5178628884186967
5243	0.9	l1	log	optimal	0.3	1e-05	0.2	False	1e-05	0.7915881194755142	0.6766822473538208	0.4968725762870342	0.7288747907304607	0.483599419448476	0.8005538846241279
5244	0.57	elasticnet	modified_huber	constant	0.9	0.01	0.1	False	0.001	0.8554941141971429	0.7545710262785493	0.5614917764479508	0.8806729913112893	0.4944121915820029	0.8584276146676693
5245	0.25	l2	log	invscaling	0.75	0.01	0.7	False	0.001	0.8609819446189937	0.7476265659432967	0.5693496080094019	0.9258563376210436	0.4681422351233671	0.8527152149964154
5246	0.25	l2	log	optimal	1.0	0.01	0.1	False	1.0	0.7586862720455783	0.7076713072428448	0.0	0.0	0.0	0.8237178029971848
5247	0.57	l2	squared_error	adaptive	0.45	1e-05	0.9	False	0.1	0.7586862720455783	0.6156215087845134	0.0	0.0	0.0	0.7697186423487856
5248	0.1	l1	log	constant	0.3	0.01	0.1	False	0.1	0.7586862720455783	0.2944039910576436	0.0	0.0	0.0	0.5397384895168482
5249	0.1	l2	hinge	optimal	1.0	0.01	0.7	False	1.0	0.7586862720455783	0.7484665938626922	0.0	0.0	0.0	0.8475925472572439
5250	0.1	l2	hinge	constant	0.9	0.0001	0.1	True	1e-06	0.7586862720455783	0.7222288431044322	0.0	0.0	0.0	0.8349502509311557
5251	0.5	l1	modified_huber	invscaling	0.0	1e-05	0.5	True	0.0001	0.7586862720455783	0.4597024069018625	0.0	0.0	0.0	0.6397800199346004
5252	0.57	l1	perceptron	invscaling	0.6	1e-05	0.7	True	0.1	0.32631226174018685	0.15955474684015042	0.1264394494261497	0.0949390756302521	0.2051523947750363	0.22283779530312833
5253	0.25	l2	perceptron	optimal	0.0	0.1	0.9	True	0.001	0.8664655858573165	0.7616961810186482	0.6156129691763599	0.8820184820339619	0.5361393323657475	0.8580599611799885
5254	0.5	l1	perceptron	adaptive	0.0	0.001	0.7	False	0.001	0.7851661011268904	0.6275537993385989	0.5434728913605099	0.6376090169992609	0.5367198838896952	0.7687345900292024
5255	0.25	l1	perceptron	optimal	1.0	0.001	0.2	True	1e-06	0.8646391018390517	0.7548600058986796	0.6164360676804453	0.8656611362493715	0.5474600870827286	0.8563917498732231
5256	0.5	elasticnet	squared_error	invscaling	0.6	1e-05	0.1	False	0.1	0.7586862720455783	0.43052511837114443	0.0	0.0	0.0	0.6062090160351128
5257	0.5	l1	squared_error	adaptive	1.0	0.1	0.7	False	1e-06	0.8545808721880105	0.7374905300761753	0.5665911809757149	0.8562991100908777	0.5132801161103048	0.8517639498487419
5258	0.9	elasticnet	hinge	invscaling	0.9	1e-05	0.9	True	0.1	0.7586862720455783	0.3748680743558702	0.0	0.0	0.0	0.5876759578225821
5259	0.9	l1	perceptron	invscaling	0.75	0.1	0.3	False	1e-06	0.8079929621716728	0.7033778771333792	0.6052187204153305	0.5766941602458845	0.6650943396226415	0.8409227621662266
5260	0.1	elasticnet	modified_huber	constant	0.0	1e-05	0.5	False	1.0	0.7586862720455783	0.7089999858370317	0.0	0.0	0.0	0.8314529525941211
5261	0.25	l2	hinge	invscaling	0.6	0.1	0.5	True	0.0001	0.8609735662519375	0.7590339087306484	0.5758731374116148	0.8896759259259259	0.505732946298984	0.861206218196443
5262	0.57	l1	hinge	adaptive	1.0	1e-05	0.3	False	1.0	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
5263	0.9	elasticnet	squared_error	constant	0.3	1e-05	0.7	False	0.0001	0.7586862720455783	0.6127390055218344	0.0	0.0	0.0	0.7678003742109221
5264	0.25	l1	log	adaptive	1.0	0.1	0.1	True	0.0001	0.863721670646391	0.7513042163317736	0.6171180002729383	0.8193533537445987	0.551233671988389	0.8558973193208246
5265	0.5	l2	log	adaptive	0.3	1e-05	0.1	False	0.1	0.7586862720455783	0.5144332624093754	0.0	0.0	0.0	0.6891089758161819
5266	0.9	elasticnet	squared_error	adaptive	0.75	0.001	0.2	True	0.1	0.5502450672363957	0.1773748416998174	0.057077444932342215	0.05993503059605652	0.05689404934687954	0.3161229824960218
5267	0.1	elasticnet	hinge	invscaling	1.0	0.1	0.2	True	0.01	0.39858824515102004	0.16331097222724086	0.12401939989570354	0.0953553424307948	0.17808417997097242	0.26585849930928357
5268	0.1	elasticnet	squared_hinge	adaptive	0.45	0.0001	0.3	False	1e-05	0.8618951866281261	0.7510268219397225	0.5840360890457977	0.902889434889435	0.4945573294629898	0.8551401542308567
5269	0.57	l2	log	constant	0.6	0.01	0.1	False	1e-06	0.8609777554354656	0.7554985728282605	0.601319118855513	0.8493758787211932	0.5473149492017416	0.8581342787696504
5270	0.9	elasticnet	log	invscaling	0.45	1e-05	0.1	False	0.1	0.7586862720455783	0.4149621650835953	0.0	0.0	0.0	0.6087790931505414
5271	0.25	elasticnet	squared_error	constant	0.0	1e-05	0.1	True	0.0001	0.7586862720455783	0.5577669472777396	0.0	0.0	0.0	0.7228579047685664
5272	0.5	elasticnet	squared_hinge	constant	0.3	0.1	0.3	True	1.0	0.3729965229776716	0.16264838910325624	0.1067558528282122	0.09326518707670281	0.14361393323657476	0.21966705719831428
5273	0.1	l1	squared_hinge	invscaling	0.3	0.01	0.2	True	0.001	0.8591470822336726	0.7559094023461654	0.5686527309168818	0.8934943294647191	0.4906386066763425	0.8554199380978196
5274	0.9	l1	squared_error	adaptive	0.3	1e-05	0.7	True	0.0001	0.7586862720455783	0.5741262726715035	0.0	0.0	0.0	0.7357493836011681
5275	0.57	elasticnet	squared_error	invscaling	0.15	0.001	0.5	False	0.1	0.7586862720455783	0.5244335298691206	0.0	0.0	0.0	0.6953109972546209
5276	0.5	l1	squared_hinge	adaptive	0.0	0.0001	0.9	True	1e-05	0.8564115453898035	0.7488335846373759	0.543158338202637	0.9408986415882967	0.4378809869375907	0.8535786105233708
5277	0.1	l1	modified_huber	adaptive	0.45	1e-05	0.2	True	1e-05	0.7586862720455783	0.7087734781862804	0.0	0.0	0.0	0.8295569797331561
5278	0.25	elasticnet	perceptron	optimal	0.6	0.1	0.7	False	0.1	0.6554899250136149	0.35310837790883837	0.07794117647058824	0.048401826484018265	0.2	0.587067427911938
5279	0.5	elasticnet	squared_error	invscaling	0.3	1e-05	0.1	False	1.0	0.7586862720455783	0.3706735589268827	0.0	0.0	0.0	0.547221396471226
5280	0.1	l1	squared_error	invscaling	0.15	0.001	0.1	False	1e-05	0.8564073562062754	0.7334958052484869	0.5614653537047095	0.8944246015144544	0.48309143686502176	0.8484170353401996
5281	0.1	l1	squared_error	invscaling	0.0	0.001	0.2	True	1.0	0.26229734824682666	0.15278556075464528	0.15088453839014132	0.10589024626450497	0.28534107402031933	0.18408379526815533
5282	0.57	l2	squared_error	optimal	0.45	1e-05	0.9	True	1e-06	0.5202086213397009	0.2625355470350833	0.3437360427989703	0.25906134692496136	0.5442670537010159	0.4934364453459702
5283	0.9	l1	hinge	optimal	0.45	0.0001	0.2	True	0.001	0.8162247078044489	0.5694245144810691	0.470365758715135	0.723253609135962	0.37380261248185775	0.6819447601727665
5284	0.57	elasticnet	log	optimal	1.0	1e-05	0.1	False	0.001	0.8582338402245402	0.7446996669637193	0.6505024554435683	0.7741437876791916	0.5671988388969522	0.8546640844947279
5285	0.5	elasticnet	modified_huber	invscaling	0.9	0.1	0.9	False	0.0001	0.8600687026098612	0.7550403206936541	0.587395523866112	0.8826694139194139	0.5058780841799709	0.8592298074737265
5286	0.25	l2	perceptron	optimal	0.75	1e-05	0.2	True	1.0	0.7714800385404883	0.526393081763884	0.44554971715959735	0.5125274725274724	0.4498548621190131	0.7373043698742721
5287	0.1	elasticnet	squared_error	invscaling	0.3	0.0001	0.2	False	0.1	0.7586862720455783	0.7228418548588293	0.0	0.0	0.0	0.8397655935789603
5288	0.9	l1	hinge	invscaling	1.0	0.1	0.7	False	0.0001	0.7586862720455783	0.670807325693802	0.007272727272727273	0.1	0.0037735849056603774	0.8194117544197107
